Model,training,sub-sample,solver,Rank,BIC,Ntotal,p1,v1,p2,v2
WUE-LWP,wet,3.0,Nelder-Mead,3,873.349525,4205.0,Lambda,8.0307622,,
WUE-LWP,wet,3.0,Powell,1,873.246573,13630.0,Lambda,8.04343575,,
WUE-LWP,wet,3.0,COBYLA,4,873.573733,3335.0,Lambda,8.20872263,,
WUE-LWP,wet,3.0,dual_annealing,2,873.274335,292465.0,Lambda,8.10922952,,
WUE-LWP,wet,3.0,ampgo,7,1157.14936,513300.0,Lambda,14.417155,,
CAP,inter,0.0,differential_evolution,4,3820.13395,392940.0,krlC,1.25793089,PcritC,-4.89999897
CAP,inter,0.0,basinhopping,3,3819.41077,19132520.0,krlC,1.33319527,PcritC,-4.86846457
CAP,inter,0.0,Nelder-Mead,6,3913.21358,99120.0,krlC,1.97202101,PcritC,-3.19095424
CAP,inter,0.0,Powell,5,3826.02941,142190.0,krlC,1.47372632,PcritC,-4.76730555
CAP,inter,0.0,COBYLA,7,3920.89334,17110.0,krlC,2.04365765,PcritC,-3.12986216
CAP,inter,0.0,dual_annealing,1,3816.4197,3516400.0,krlC,1.32647538,PcritC,-4.8784201
CAP,inter,0.0,ampgo,2,3818.29494,15036150.0,krlC,1.27511254,PcritC,-4.89955887
LeastCost,inter,0.0,differential_evolution,5,3163.7737,334530.0,kmaxLC,0.33337927,BoA,60.2141135
LeastCost,inter,0.0,basinhopping,4,3163.1262,19180310.0,kmaxLC,0.33097186,BoA,62.9092271
LeastCost,inter,0.0,Nelder-Mead,3,3162.89618,90860.0,kmaxLC,0.33265016,BoA,63.4552903
LeastCost,inter,0.0,Powell,2,3162.8656,115050.0,kmaxLC,0.33096127,BoA,62.8435049
LeastCost,inter,0.0,COBYLA,7,3172.25753,21830.0,kmaxLC,0.33013559,BoA,74.4198901
LeastCost,inter,0.0,dual_annealing,1,3162.62165,3601360.0,kmaxLC,0.33338976,BoA,61.7642843
LeastCost,inter,0.0,ampgo,6,3166.04285,9894300.0,kmaxLC,0.33332978,BoA,63.8264237
Medlyn-LWP,inter,0.0,differential_evolution,3,2952.76216,66670.0,sref,1.30109216,,
Medlyn-LWP,inter,0.0,basinhopping,3,2952.76216,5393190.0,sref,1.30109215,,
Medlyn-LWP,inter,0.0,Nelder-Mead,3,2952.76216,22420.0,sref,1.30109111,,
Medlyn-LWP,inter,0.0,Powell,3,2952.76216,26550.0,sref,1.30109216,,
Medlyn-LWP,inter,0.0,COBYLA,7,2952.76217,14160.0,sref,1.30093814,,
Medlyn-LWP,inter,0.0,dual_annealing,3,2952.76216,1188850.0,sref,1.30769043,,
Medlyn-LWP,inter,0.0,ampgo,3,2952.76216,1693300.0,sref,1.3829243,,
MES,inter,0.0,differential_evolution,5,3728.48457,387630.0,krlM,0.88201484,PcritM,-4.8996677
MES,inter,0.0,basinhopping,3,3728.11933,19900110.0,krlM,0.87807024,PcritM,-4.89898095
MES,inter,0.0,Nelder-Mead,6,3828.78004,109150.0,krlM,1.21435427,PcritM,-3.41880727
MES,inter,0.0,Powell,2,3727.9719,135700.0,krlM,0.90987724,PcritM,-4.89996135
MES,inter,0.0,COBYLA,7,3840.08775,19470.0,krlM,1.4003636,PcritM,-3.25856543
MES,inter,0.0,dual_annealing,1,3727.69775,3387190.0,krlM,0.8877729,PcritM,-4.9
MES,inter,0.0,ampgo,4,3728.40053,13013040.0,krlM,0.88225219,PcritM,-4.89966944
ProfitMax,inter,0.0,differential_evolution,4,3148.64249,104430.0,kmax,0.66087639,,
ProfitMax,inter,0.0,basinhopping,2,3144.42418,14636720.0,kmax,0.66128703,,
ProfitMax,inter,0.0,Nelder-Mead,5,3149.85196,47200.0,kmax,0.66595719,,
ProfitMax,inter,0.0,Powell,3,3148.4339,39530.0,kmax,0.66093917,,
ProfitMax,inter,0.0,COBYLA,6,3152.8911,12980.0,kmax,0.67418522,,
ProfitMax,inter,0.0,dual_annealing,1,3144.07986,1427210.0,kmax,0.66480842,,
ProfitMax,inter,0.0,ampgo,7,3155.08672,9667740.0,kmax,0.67002997,,
SOX-OPT,inter,0.0,differential_evolution,3,3153.18254,161070.0,kmaxS2,0.40589957,ksc_prev,0.37727679
SOX-OPT,inter,0.0,basinhopping,6,3156.39377,247800.0,kmaxS2,0.4130864,ksc_prev,0.22547029
SOX-OPT,inter,0.0,Nelder-Mead,4,3153.90999,47790.0,kmaxS2,0.40942613,ksc_prev,0.28570969
SOX-OPT,inter,0.0,Powell,2,3153.15994,90270.0,kmaxS2,0.410593,ksc_prev,0.41048129
SOX-OPT,inter,0.0,COBYLA,5,3155.05378,18880.0,kmaxS2,0.41241576,ksc_prev,0.26500872
SOX-OPT,inter,0.0,dual_annealing,1,3152.81405,2392450.0,kmaxS2,0.40608143,ksc_prev,0.40312186
SOX-OPT,inter,0.0,ampgo,7,3273.84535,2738190.0,kmaxS2,0.3481587,ksc_prev,0.05
SOX,inter,0.0,differential_evolution,3,3237.87453,104430.0,kmaxS1,0.19743194,,
SOX,inter,0.0,basinhopping,3,3237.87453,9831760.0,kmaxS1,0.19743194,,
SOX,inter,0.0,Nelder-Mead,3,3237.87453,20060.0,kmaxS1,0.19743087,,
SOX,inter,0.0,Powell,3,3237.87453,17700.0,kmaxS1,0.21666607,,
SOX,inter,0.0,COBYLA,7,3237.87732,12390.0,kmaxS1,0.21690351,,
SOX,inter,0.0,dual_annealing,3,3237.87453,1194750.0,kmaxS1,0.20123972,,
SOX,inter,0.0,ampgo,3,3237.87453,960520.0,kmaxS1,0.35366624,,
Tuzet,inter,0.0,differential_evolution,5,3113.81463,568170.0,g1T,2.78672919,PrefT,-2.41725827
Tuzet,inter,0.0,basinhopping,4,3113.67598,10192840.0,g1T,2.78374752,PrefT,-2.41788779
Tuzet,inter,0.0,Nelder-Mead,1,3113.36358,111510.0,g1T,2.78332638,PrefT,-2.40704063
Tuzet,inter,0.0,Powell,3,3113.5393,175820.0,g1T,2.78381136,PrefT,-2.41132011
Tuzet,inter,0.0,COBYLA,6,3114.09351,50740.0,g1T,2.78292619,PrefT,-2.42288079
Tuzet,inter,0.0,dual_annealing,2,3113.36793,3666850.0,g1T,2.78328662,PrefT,-2.40280339
Tuzet,inter,0.0,ampgo,7,3586.6162,7081770.0,g1T,2.4763869,PrefT,-1.89219312
CAP,inter,1.0,differential_evolution,5,977.828795,75690.0,krlC,1.9575243,PcritC,-4.71272842
CAP,inter,1.0,basinhopping,2,975.442112,4991480.0,krlC,1.85051822,PcritC,-4.89942024
CAP,inter,1.0,Nelder-Mead,6,998.05056,18705.0,krlC,3.02868373,PcritC,-3.21462506
CAP,inter,1.0,Powell,4,976.226134,42340.0,krlC,2.03349517,PcritC,-4.897169
CAP,inter,1.0,COBYLA,7,1000.48872,4205.0,krlC,3.80016864,PcritC,-3.20971982
CAP,inter,1.0,dual_annealing,3,975.509553,920315.0,krlC,1.79439572,PcritC,-4.89162306
CAP,inter,1.0,ampgo,1,975.137183,3419970.0,krlC,1.85141146,PcritC,-4.89949605
CGainNet,inter,1.0,differential_evolution,6,774.294195,13340.0,beta,7.37928903,,
CGainNet,inter,1.0,basinhopping,5,772.285178,43935.0,beta,7.40759188,,
CGainNet,inter,1.0,Nelder-Mead,7,774.397467,4495.0,beta,5.80366141,,
CGainNet,inter,1.0,Powell,1,769.129296,8990.0,beta,7.51043804,,
CGainNet,inter,1.0,COBYLA,4,772.253284,3190.0,beta,6.56717491,,
CGainNet,inter,1.0,dual_annealing,3,769.822319,292755.0,beta,8.2538424,,
CGainNet,inter,1.0,ampgo,2,769.45134,1473780.0,beta,6.91863344,,
CMax,inter,1.0,differential_evolution,2,839.981628,65685.0,Alpha,9.68635619,Beta,7.4546428
CMax,inter,1.0,basinhopping,7,841.770134,58580.0,Alpha,5.45015707,Beta,1.94847666
CMax,inter,1.0,Nelder-Mead,4,840.275215,8845.0,Alpha,7.51497586,Beta,4.98652903
CMax,inter,1.0,Powell,3,840.027632,15225.0,Alpha,7.53373782,Beta,4.98611235
CMax,inter,1.0,COBYLA,5,840.306411,5365.0,Alpha,6.41321903,Beta,3.66066068
CMax,inter,1.0,dual_annealing,1,839.685152,585365.0,Alpha,9.58001409,Beta,7.67731049
CMax,inter,1.0,ampgo,6,840.779147,875655.0,Alpha,7.94086533,Beta,7.2053237
LeastCost,inter,1.0,differential_evolution,6,787.404427,97875.0,kmaxLC,0.31633918,BoA,58.7414793
LeastCost,inter,1.0,basinhopping,4,787.365286,4602445.0,kmaxLC,0.31770876,BoA,56.2346155
LeastCost,inter,1.0,Nelder-Mead,2,787.125604,19285.0,kmaxLC,0.31342525,BoA,59.1714862
LeastCost,inter,1.0,Powell,3,787.233726,27840.0,kmaxLC,0.31722708,BoA,59.8580046
LeastCost,inter,1.0,COBYLA,7,789.053979,4205.0,kmaxLC,0.31773174,BoA,70.0596978
LeastCost,inter,1.0,dual_annealing,1,786.939714,812000.0,kmaxLC,0.31997132,BoA,58.045053
LeastCost,inter,1.0,ampgo,5,787.385435,2262000.0,kmaxLC,0.3198184,BoA,61.3740073
Medlyn-LWP,inter,1.0,differential_evolution,3,731.855257,16675.0,sref,1.45505199,,
Medlyn-LWP,inter,1.0,basinhopping,3,731.855257,1889640.0,sref,1.45505198,,
Medlyn-LWP,inter,1.0,Nelder-Mead,3,731.855257,4930.0,sref,1.45504197,,
Medlyn-LWP,inter,1.0,Powell,3,731.855257,3335.0,sref,1.45505222,,
Medlyn-LWP,inter,1.0,COBYLA,7,731.855263,3480.0,sref,1.45525182,,
Medlyn-LWP,inter,1.0,dual_annealing,3,731.855257,292175.0,sref,1.46208096,,
Medlyn-LWP,inter,1.0,ampgo,3,731.855257,423400.0,sref,1.49775748,,
MES,inter,1.0,differential_evolution,1,961.233523,92220.0,krlM,0.94423248,PcritM,-4.89939567
MES,inter,1.0,basinhopping,5,961.611225,4771515.0,krlM,1.0099926,PcritM,-4.89896284
MES,inter,1.0,Nelder-Mead,7,987.663319,23200.0,krlM,1.87372648,PcritM,-3.21184888
MES,inter,1.0,Powell,2,961.304094,35960.0,krlM,1.05518986,PcritM,-4.89997862
MES,inter,1.0,COBYLA,6,971.037921,4350.0,krlM,1.15343834,PcritM,-4.254891
MES,inter,1.0,dual_annealing,3,961.375054,842450.0,krlM,1.0004845,PcritM,-4.88219679
MES,inter,1.0,ampgo,4,961.575024,3958065.0,krlM,0.98669564,PcritM,-4.89629737
ProfitMax,inter,1.0,differential_evolution,3,778.543248,41760.0,kmax,0.63081408,,
ProfitMax,inter,1.0,basinhopping,1,777.702819,3750280.0,kmax,0.62141276,,
ProfitMax,inter,1.0,Nelder-Mead,5,779.91457,10150.0,kmax,0.60749578,,
ProfitMax,inter,1.0,Powell,4,779.758022,11600.0,kmax,0.61238826,,
ProfitMax,inter,1.0,COBYLA,6,784.690102,2900.0,kmax,0.60477148,,
ProfitMax,inter,1.0,dual_annealing,2,778.334473,342925.0,kmax,0.62472638,,
ProfitMax,inter,1.0,ampgo,7,786.904218,2176740.0,kmax,0.57242038,,
SOX-OPT,inter,1.0,differential_evolution,3,781.902412,61335.0,kmaxS2,0.38449146,ksc_prev,0.3567673
SOX-OPT,inter,1.0,basinhopping,6,788.895463,58580.0,kmaxS2,0.40794189,ksc_prev,0.19977309
SOX-OPT,inter,1.0,Nelder-Mead,4,782.964257,11020.0,kmaxS2,0.38521831,ksc_prev,0.26126942
SOX-OPT,inter,1.0,Powell,1,781.888065,26245.0,kmaxS2,0.38450973,ksc_prev,0.37351293
SOX-OPT,inter,1.0,COBYLA,5,783.328138,4930.0,kmaxS2,0.38646662,ksc_prev,0.25100564
SOX-OPT,inter,1.0,dual_annealing,1,781.888065,586235.0,kmaxS2,0.38447815,ksc_prev,0.37055086
SOX-OPT,inter,1.0,ampgo,7,942.160329,723405.0,kmaxS2,0.59053132,ksc_prev,0.56321611
SOX,inter,1.0,differential_evolution,3,801.383166,16675.0,kmaxS1,0.19585242,,
SOX,inter,1.0,basinhopping,3,801.383166,2928855.0,kmaxS1,0.21500256,,
SOX,inter,1.0,Nelder-Mead,3,801.383166,4640.0,kmaxS1,0.19584976,,
SOX,inter,1.0,Powell,3,801.383166,4350.0,kmaxS1,0.21500507,,
SOX,inter,1.0,COBYLA,6,801.383622,2900.0,kmaxS1,0.21519569,,
SOX,inter,1.0,dual_annealing,3,801.383166,295655.0,kmaxS1,0.19962168,,
SOX,inter,1.0,ampgo,7,827.605805,209960.0,kmaxS1,0.1432608,,
Tuzet,inter,1.0,differential_evolution,6,774.770863,107880.0,g1T,2.76185003,PrefT,-2.28597743
Tuzet,inter,1.0,basinhopping,4,774.601551,3122575.0,g1T,2.7621719,PrefT,-2.26345173
Tuzet,inter,1.0,Nelder-Mead,5,774.614908,26390.0,g1T,2.75845534,PrefT,-2.31163089
Tuzet,inter,1.0,Powell,3,774.544938,25955.0,g1T,2.76218456,PrefT,-2.29809476
Tuzet,inter,1.0,COBYLA,7,836.439759,5800.0,g1T,2.37267889,PrefT,-3.13176419
Tuzet,inter,1.0,dual_annealing,1,774.478094,959465.0,g1T,2.76218207,PrefT,-2.30231633
Tuzet,inter,1.0,ampgo,2,774.532102,4654065.0,g1T,2.76125284,PrefT,-2.22042439
WUE-LWP,inter,1.0,differential_evolution,4,863.699122,19865.0,Lambda,10.2679512,,
WUE-LWP,inter,1.0,basinhopping,6,864.374228,43935.0,Lambda,10.4065605,,
WUE-LWP,inter,1.0,Nelder-Mead,1,863.271309,5220.0,Lambda,10.3195788,,
WUE-LWP,inter,1.0,Powell,2,863.58582,12760.0,Lambda,10.3772634,,
WUE-LWP,inter,1.0,COBYLA,3,863.638856,3335.0,Lambda,10.2582211,,
WUE-LWP,inter,1.0,dual_annealing,5,863.914523,292465.0,Lambda,10.3849399,,
WUE-LWP,inter,1.0,ampgo,7,1123.54707,400780.0,Lambda,18.9236744,,
CAP,inter,2.0,differential_evolution,2,914.786777,153990.0,krlC,1.13100242,PcritC,-4.89877761
CAP,inter,2.0,basinhopping,3,916.266622,5060645.0,krlC,1.19694092,PcritC,-4.85954813
CAP,inter,2.0,Nelder-Mead,7,945.570626,24940.0,krlC,1.90190857,PcritC,-3.24892207
CAP,inter,2.0,Powell,5,918.825832,32770.0,krlC,1.33976276,PcritC,-4.78012654
CAP,inter,2.0,COBYLA,6,943.958016,5075.0,krlC,1.7802854,PcritC,-3.33626589
CAP,inter,2.0,dual_annealing,1,914.645873,909440.0,krlC,1.24634231,PcritC,-4.87484836
CAP,inter,2.0,ampgo,4,917.504333,2302890.0,krlC,1.15905916,PcritC,-4.84140521
CGainNet,inter,2.0,differential_evolution,5,756.152732,17690.0,beta,6.6425669,,
CGainNet,inter,2.0,basinhopping,7,758.294534,43935.0,beta,7.48268153,,
CGainNet,inter,2.0,Nelder-Mead,4,753.707688,4495.0,beta,7.79844632,,
CGainNet,inter,2.0,Powell,3,752.734744,6960.0,beta,6.90192417,,
CGainNet,inter,2.0,COBYLA,2,752.731293,2900.0,beta,6.04516815,,
CGainNet,inter,2.0,dual_annealing,1,751.512342,292465.0,beta,7.9699732,,
CGainNet,inter,2.0,ampgo,6,757.331998,1268170.0,beta,4.30396651,,
CMax,inter,2.0,differential_evolution,2,863.831792,48285.0,Alpha,10.7072589,Beta,7.54343658
CMax,inter,2.0,basinhopping,4,864.880827,58580.0,Alpha,9.59410582,Beta,6.45933111
CMax,inter,2.0,Nelder-Mead,5,866.230713,8410.0,Alpha,8.59935025,Beta,5.05253957
CMax,inter,2.0,Powell,3,864.017038,26245.0,Alpha,10.1237848,Beta,7.21308698
CMax,inter,2.0,COBYLA,6,866.856216,4350.0,Alpha,7.96448071,Beta,4.5895964
CMax,inter,2.0,dual_annealing,1,863.573166,590585.0,Alpha,10.8262449,Beta,7.62754834
CMax,inter,2.0,ampgo,7,878.175392,883920.0,Alpha,7.02720613,Beta,5.92994634
LeastCost,inter,2.0,differential_evolution,6,758.982501,71775.0,kmaxLC,0.34909213,BoA,77.7978207
LeastCost,inter,2.0,basinhopping,1,758.579857,4635360.0,kmaxLC,0.34673093,BoA,80.4886832
LeastCost,inter,2.0,Nelder-Mead,4,758.728397,19430.0,kmaxLC,0.34889635,BoA,82.1541502
LeastCost,inter,2.0,Powell,5,758.87858,21170.0,kmaxLC,0.35133904,BoA,76.2054992
LeastCost,inter,2.0,COBYLA,7,883.276071,4930.0,kmaxLC,0.72394391,BoA,26.6187011
LeastCost,inter,2.0,dual_annealing,2,758.60832,1081700.0,kmaxLC,0.34423166,BoA,81.3010847
LeastCost,inter,2.0,ampgo,3,758.639682,2340300.0,kmaxLC,0.3468043,BoA,76.7008806
Medlyn-LWP,inter,2.0,differential_evolution,3,729.658569,16965.0,sref,0.96852991,,
Medlyn-LWP,inter,2.0,basinhopping,3,729.658569,1882535.0,sref,0.9685299,,
Medlyn-LWP,inter,2.0,Nelder-Mead,3,729.658569,5220.0,sref,0.96849245,,
Medlyn-LWP,inter,2.0,Powell,3,729.658569,4930.0,sref,0.9685299,,
Medlyn-LWP,inter,2.0,COBYLA,7,729.658571,3190.0,sref,0.9686484,,
Medlyn-LWP,inter,2.0,dual_annealing,3,729.658569,292175.0,sref,0.97391467,,
Medlyn-LWP,inter,2.0,ampgo,3,729.658569,416440.0,sref,0.99318077,,
MES,inter,2.0,differential_evolution,5,872.047129,108315.0,krlM,0.88906667,PcritM,-4.8976805
MES,inter,2.0,basinhopping,3,871.852231,5339045.0,krlM,0.87720039,PcritM,-4.88731382
MES,inter,2.0,Nelder-Mead,2,871.693565,22765.0,krlM,0.86879256,PcritM,-4.89936723
MES,inter,2.0,Powell,1,871.633157,27115.0,krlM,0.86846619,PcritM,-4.89995239
MES,inter,2.0,COBYLA,7,913.417337,4060.0,krlM,1.34231042,PcritM,-3.10394865
MES,inter,2.0,dual_annealing,4,872.024631,1106930.0,krlM,0.88657678,PcritM,-4.89881231
MES,inter,2.0,ampgo,6,888.796399,3352980.0,krlM,1.08728116,PcritM,-4.02526553
ProfitMax,inter,2.0,differential_evolution,1,753.036749,58290.0,kmax,0.7126338,,
ProfitMax,inter,2.0,basinhopping,3,753.379406,3828145.0,kmax,0.71262163,,
ProfitMax,inter,2.0,Nelder-Mead,5,757.478948,9860.0,kmax,0.71791351,,
ProfitMax,inter,2.0,Powell,6,757.557318,9280.0,kmax,0.70344451,,
ProfitMax,inter,2.0,COBYLA,7,761.786853,2900.0,kmax,0.67955536,,
ProfitMax,inter,2.0,dual_annealing,2,753.037261,347275.0,kmax,0.71647636,,
ProfitMax,inter,2.0,ampgo,4,753.53076,2168330.0,kmax,0.6457595,,
SOX-OPT,inter,2.0,differential_evolution,3,768.280771,48285.0,kmaxS2,0.44031105,ksc_prev,0.4338461
SOX-OPT,inter,2.0,basinhopping,4,768.919968,58580.0,kmaxS2,0.43427701,ksc_prev,0.40415735
SOX-OPT,inter,2.0,Nelder-Mead,5,769.507101,9860.0,kmaxS2,0.44039719,ksc_prev,0.28257786
SOX-OPT,inter,2.0,Powell,2,768.229619,22040.0,kmaxS2,0.43600889,ksc_prev,0.41386008
SOX-OPT,inter,2.0,COBYLA,6,769.946199,4785.0,kmaxS2,0.43593858,ksc_prev,0.2700263
SOX-OPT,inter,2.0,dual_annealing,1,768.21415,591020.0,kmaxS2,0.44050139,ksc_prev,0.4080193
SOX-OPT,inter,2.0,ampgo,7,975.563936,767340.0,kmaxS2,0.70944839,ksc_prev,0.70910473
SOX,inter,2.0,differential_evolution,3,773.69606,17255.0,kmaxS1,0.23099672,,
SOX,inter,2.0,basinhopping,3,773.69606,3039925.0,kmaxS1,0.25188644,,
SOX,inter,2.0,Nelder-Mead,3,773.69606,4060.0,kmaxS1,0.23100303,,
SOX,inter,2.0,Powell,3,773.69606,6525.0,kmaxS1,0.25188644,,
SOX,inter,2.0,COBYLA,6,773.696239,3190.0,kmaxS1,0.25176529,,
SOX,inter,2.0,dual_annealing,3,773.69606,295075.0,kmaxS1,0.23558643,,
SOX,inter,2.0,ampgo,7,795.920116,585800.0,kmaxS1,0.31164504,,
Tuzet,inter,2.0,differential_evolution,4,764.400924,88740.0,g1T,2.87284276,PrefT,-2.55325987
Tuzet,inter,2.0,basinhopping,5,764.413264,3175645.0,g1T,2.85933676,PrefT,-2.56704742
Tuzet,inter,2.0,Nelder-Mead,2,763.63759,25955.0,g1T,2.87571649,PrefT,-2.56493099
Tuzet,inter,2.0,Powell,1,763.637582,26680.0,g1T,2.87571647,PrefT,-2.56493052
Tuzet,inter,2.0,COBYLA,7,813.050505,8990.0,g1T,2.60320717,PrefT,-3.25865642
Tuzet,inter,2.0,dual_annealing,3,763.874542,826790.0,g1T,2.87831987,PrefT,-2.55478186
Tuzet,inter,2.0,ampgo,6,791.463805,5283510.0,g1T,2.89306108,PrefT,-2.40269045
WUE-LWP,inter,2.0,differential_evolution,3,946.310846,17690.0,Lambda,9.43911336,,
WUE-LWP,inter,2.0,basinhopping,2,946.13061,43935.0,Lambda,9.44731401,,
WUE-LWP,inter,2.0,Nelder-Mead,1,945.943564,5220.0,Lambda,9.38219309,,
WUE-LWP,inter,2.0,Powell,5,946.395578,12180.0,Lambda,9.55215636,,
WUE-LWP,inter,2.0,COBYLA,6,946.837318,3190.0,Lambda,9.48989143,,
WUE-LWP,inter,2.0,dual_annealing,4,946.377883,293045.0,Lambda,9.67451136,,
WUE-LWP,inter,2.0,ampgo,7,1146.82764,602620.0,Lambda,20.8107979,,
CAP,inter,3.0,differential_evolution,3,928.035404,76995.0,krlC,1.39328543,PcritC,-4.8721088
CAP,inter,3.0,basinhopping,2,925.244259,5029035.0,krlC,1.37344878,PcritC,-4.88318966
CAP,inter,3.0,Nelder-Mead,6,955.579861,20590.0,krlC,2.0372992,PcritC,-3.26400011
CAP,inter,3.0,Powell,5,931.586737,18560.0,krlC,1.59641085,PcritC,-4.67361981
CAP,inter,3.0,COBYLA,7,959.29826,4060.0,krlC,2.15389448,PcritC,-3.10794881
CAP,inter,3.0,dual_annealing,1,924.499897,1049075.0,krlC,1.34395326,PcritC,-4.89157005
CAP,inter,3.0,ampgo,4,928.544015,3821040.0,krlC,1.45601067,PcritC,-4.8866832
CGainNet,inter,3.0,differential_evolution,2,755.058629,17690.0,beta,6.90188248,,
CGainNet,inter,3.0,basinhopping,6,760.910532,43935.0,beta,6.67669805,,
CGainNet,inter,3.0,Nelder-Mead,1,754.743447,4205.0,beta,6.91102127,,
CGainNet,inter,3.0,Powell,5,760.704597,7395.0,beta,7.14732024,,
CGainNet,inter,3.0,COBYLA,4,760.129242,2610.0,beta,6.82484626,,
CGainNet,inter,3.0,dual_annealing,3,758.156502,292175.0,beta,7.91427049,,
CGainNet,inter,3.0,ampgo,7,802.94548,760960.0,beta,8.10575063,,
CMax,inter,3.0,differential_evolution,1,862.635245,48285.0,Alpha,9.78187436,Beta,7.78279826
CMax,inter,3.0,basinhopping,4,863.961723,58580.0,Alpha,10.0601526,Beta,7.93671586
CMax,inter,3.0,Nelder-Mead,5,863.981143,8410.0,Alpha,7.82764035,Beta,4.99435199
CMax,inter,3.0,Powell,3,863.058252,10585.0,Alpha,9.27349193,Beta,7.07385129
CMax,inter,3.0,COBYLA,6,864.186106,4930.0,Alpha,8.04885795,Beta,4.95124682
CMax,inter,3.0,dual_annealing,2,862.827306,586235.0,Alpha,9.69156257,Beta,7.62674062
CMax,inter,3.0,ampgo,7,1008.03773,1171020.0,Alpha,27.2433903,Beta,7.2692429
LeastCost,inter,3.0,differential_evolution,2,770.244433,95700.0,kmaxLC,0.36321313,BoA,69.325404
LeastCost,inter,3.0,basinhopping,4,770.744176,4706700.0,kmaxLC,0.36923014,BoA,62.9957021
LeastCost,inter,3.0,Nelder-Mead,3,770.332614,20445.0,kmaxLC,0.36335713,BoA,66.3117353
LeastCost,inter,3.0,Powell,5,770.887557,14210.0,kmaxLC,0.36582514,BoA,71.0747052
LeastCost,inter,3.0,COBYLA,7,774.739347,5075.0,kmaxLC,0.36654005,BoA,81.1436414
LeastCost,inter,3.0,dual_annealing,1,770.075816,844190.0,kmaxLC,0.36064639,BoA,68.6519745
LeastCost,inter,3.0,ampgo,6,771.097437,3140700.0,kmaxLC,0.36396897,BoA,57.9511986
Medlyn-LWP,inter,3.0,differential_evolution,3,722.421046,14500.0,sref,1.09115903,,
Medlyn-LWP,inter,3.0,basinhopping,3,722.421046,1384460.0,sref,1.09115906,,
Medlyn-LWP,inter,3.0,Nelder-Mead,6,722.421047,4640.0,sref,1.09123687,,
Medlyn-LWP,inter,3.0,Powell,3,722.421046,5220.0,sref,1.09115905,,
Medlyn-LWP,inter,3.0,COBYLA,7,722.42105,3480.0,sref,1.09101079,,
Medlyn-LWP,inter,3.0,dual_annealing,3,722.421046,292175.0,sref,1.09704131,,
Medlyn-LWP,inter,3.0,ampgo,3,722.421046,439930.0,sref,1.05915889,,
MES,inter,3.0,differential_evolution,4,913.304869,87435.0,krlM,0.88361009,PcritM,-4.89929751
MES,inter,3.0,basinhopping,2,912.730067,4883020.0,krlM,0.88237781,PcritM,-4.89764323
MES,inter,3.0,Nelder-Mead,6,943.691131,17980.0,krlM,1.27899374,PcritM,-3.34049216
MES,inter,3.0,Powell,5,915.199954,35670.0,krlM,0.87358966,PcritM,-4.82295939
MES,inter,3.0,COBYLA,7,946.247437,4350.0,krlM,1.39641491,PcritM,-3.20685782
MES,inter,3.0,dual_annealing,1,912.374872,1357490.0,krlM,0.8912848,PcritM,-4.9
MES,inter,3.0,ampgo,3,913.247264,2584770.0,krlM,0.88180241,PcritM,-4.88206094
ProfitMax,inter,3.0,differential_evolution,3,765.077922,49445.0,kmax,0.69491621,,
ProfitMax,inter,3.0,basinhopping,2,764.099059,3533650.0,kmax,0.70055354,,
ProfitMax,inter,3.0,Nelder-Mead,4,766.623005,10440.0,kmax,0.69020895,,
ProfitMax,inter,3.0,Powell,5,769.727238,10585.0,kmax,0.71128213,,
ProfitMax,inter,3.0,COBYLA,6,771.305731,2900.0,kmax,0.70605224,,
ProfitMax,inter,3.0,dual_annealing,1,762.794554,339445.0,kmax,0.70413507,,
ProfitMax,inter,3.0,ampgo,7,777.719197,2486460.0,kmax,0.83524307,,
SOX-OPT,inter,3.0,differential_evolution,4,776.401964,39585.0,kmaxS2,0.43989882,ksc_prev,0.43391978
SOX-OPT,inter,3.0,basinhopping,2,776.250831,58580.0,kmaxS2,0.44376745,ksc_prev,0.39950171
SOX-OPT,inter,3.0,Nelder-Mead,5,776.697031,10875.0,kmaxS2,0.44358331,ksc_prev,0.30639243
SOX-OPT,inter,3.0,Powell,3,776.311473,12470.0,kmaxS2,0.43982616,ksc_prev,0.39890091
SOX-OPT,inter,3.0,COBYLA,6,777.47889,4930.0,kmaxS2,0.44340725,ksc_prev,0.27364527
SOX-OPT,inter,3.0,dual_annealing,1,776.085432,587105.0,kmaxS2,0.44368212,ksc_prev,0.39427088
SOX-OPT,inter,3.0,ampgo,7,980.05533,626835.0,kmaxS2,0.71360178,ksc_prev,0.07475403
SOX,inter,3.0,differential_evolution,3,774.714841,16675.0,kmaxS1,0.22436602,,
SOX,inter,3.0,basinhopping,3,774.714841,2766165.0,kmaxS1,0.24493838,,
SOX,inter,3.0,Nelder-Mead,3,774.714841,4350.0,kmaxS1,0.2243644,,
SOX,inter,3.0,Powell,3,774.714841,6815.0,kmaxS1,0.24493838,,
SOX,inter,3.0,COBYLA,7,774.715579,3045.0,kmaxS1,0.24517623,,
SOX,inter,3.0,dual_annealing,3,774.714841,294785.0,kmaxS1,0.22880646,,
SOX,inter,3.0,ampgo,3,774.714841,607550.0,kmaxS1,0.24493838,,
Tuzet,inter,3.0,differential_evolution,5,750.739055,85260.0,g1T,2.87949647,PrefT,-2.51000973
