output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
gs(std),PPFD,0.0046434951346789165,0.0012449606504001687,0.020496416768527623,0.0019344050203978281,,
gs(std),Tair,0.09769361215065868,0.004571972254814316,0.23846893285997542,0.007878720129967225,,
gs(std),VPD,0.2095947475715578,0.01054310839732742,0.3761142730299765,0.011672782033347033,,
gs(std),CO2,0.001342376557040338,0.002253870196218015,0.043868415189138636,0.0027904583905172253,,
gs(std),Ps,0.4155415527401337,0.010790247481566427,0.63041283743095,0.016198034904224865,,
gs(std),PPFD-Tair,,,,,0.002718290839757165,0.0019491898241220287
gs(std),PPFD-VPD,,,,,0.002337704480602165,0.00250027490265303
gs(std),PPFD-CO2,,,,,0.000554725339562519,0.0017033930262450555
gs(std),PPFD-Ps,,,,,0.0054561949537240695,0.0024912824251251014
gs(std),Tair-VPD,,,,,0.03174496151868164,0.00980951524726851
gs(std),Tair-CO2,,,,,0.005788727292426949,0.0070429669548233145
gs(std),Tair-Ps,,,,,0.06985128336162011,0.00929926993230907
gs(std),VPD-CO2,,,,,0.003985209651626602,0.018552483406987747
gs(std),VPD-Ps,,,,,0.09041716715672066,0.027130622119459834
gs(std),CO2-Ps,,,,,0.00752315530830816,0.0045907987131789535
gs(tuz),PPFD,0.01083216059164644,0.0014050031785352675,0.03088687292054168,0.0014718264898475027,,
gs(tuz),Tair,0.1572229194396707,0.0050088544959996754,0.31515116794903103,0.00631189535266769,,
gs(tuz),VPD,0.5394481843195785,0.008503686414126368,0.7142131186461697,0.00854153306867899,,
gs(tuz),CO2,0.009038206853285921,0.0019803350429996895,0.05052665535950701,0.0014089842678521038,,
gs(tuz),Ps,0.08649615782650029,0.0028164733961581648,0.10886690833715076,0.0017219411914328555,,
gs(tuz),PPFD-Tair,,,,,0.002851435187891771,0.002383709692074169
gs(tuz),PPFD-VPD,,,,,0.01038995249947039,0.0026884133236475447
gs(tuz),PPFD-CO2,,,,,0.00015400896017703572,0.002098699093144881
gs(tuz),PPFD-Ps,,,,,0.0006100588072188301,0.002108036970756658
gs(tuz),Tair-VPD,,,,,0.11993043717696716,0.008701498388306871
gs(tuz),Tair-CO2,,,,,0.009001466405213668,0.006156362750627188
gs(tuz),Tair-Ps,,,,,0.009606428121579344,0.00643360581055962
gs(tuz),VPD-CO2,,,,,0.018386283827703256,0.012319088629523012
gs(tuz),VPD-Ps,,,,,0.003464575763762842,0.012056287052806081
gs(tuz),CO2-Ps,,,,,0.0010803148484576641,0.0035711429252182725
gs(sox1),PPFD,-0.000173246350691331,0.0004892474287211045,0.00248128735750322,0.00022412293131193018,,
gs(sox1),Tair,0.13393904658270409,0.0042338804504455695,0.234685599686214,0.007171193870052392,,
gs(sox1),VPD,0.6474327169402194,0.018628854426450753,0.7778573461465558,0.01560779972343342,,
gs(sox1),CO2,0.027165022776931346,0.0024328817443754116,0.05752321266490364,0.0020600652601534103,,
gs(sox1),Ps,0.048139673218843874,0.0024085335882806187,0.07997193587066101,0.002073782186308864,,
