output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
gs(sox2),PPFD-Ps,,,,,0.0002598677132902988,0.0015970788272339112
gs(sox2),Tair-VPD,,,,,0.04871436218773895,0.009069273552981186
gs(sox2),Tair-CO2,,,,,-0.0002552513850586375,0.0039012664948880633
gs(sox2),Tair-Ps,,,,,-6.811333809076531e-05,0.004004082194562978
gs(sox2),VPD-CO2,,,,,0.04444234788806736,0.04207795046233007
gs(sox2),VPD-Ps,,,,,0.018804291775068302,0.04261566153892578
gs(sox2),CO2-Ps,,,,,0.0016154867738309413,0.0040035688673227396
gs(wue),PPFD,0.02039064414319636,0.0018842430578929633,0.059343040214522025,0.0036294795448113715,,
gs(wue),Tair,0.1584838691759878,0.005549750109837301,0.3011007890047535,0.0095655735954345,,
gs(wue),VPD,0.6049526646902935,0.01778312560925989,0.7995550270840147,0.017219857064483014,,
gs(wue),CO2,0.008962491019861515,0.0030079753066632165,0.09728203986087565,0.0039279751808591855,,
gs(wue),Ps,0.0004589297296460807,0.0011105544321059926,0.014787181407991791,0.000963116348599722,,
gs(wue),PPFD-Tair,,,,,0.005649008474834016,0.0028866403260052447
gs(wue),PPFD-VPD,,,,,0.014340397254355208,0.0069596641570019106
gs(wue),PPFD-CO2,,,,,-0.00039289449613903044,0.0026726023721913056
gs(wue),PPFD-Ps,,,,,-0.0006601638339785103,0.0027584334794169014
gs(wue),Tair-VPD,,,,,0.09809366415666243,0.018132983571824107
gs(wue),Tair-CO2,,,,,0.007933843970856367,0.006556796322012122
gs(wue),Tair-Ps,,,,,0.00011108654564713071,0.006106098641997208
gs(wue),VPD-CO2,,,,,0.048251869736058384,0.02976150254674039
gs(wue),VPD-Ps,,,,,-0.00419692158562653,0.02748402904115943
gs(wue),CO2-Ps,,,,,0.0007329465881910662,0.0052033510046957865
gs(cmax),PPFD,-0.00023686503356946698,0.0011238747722867365,0.02209661357347231,0.0017858109189759102,,
gs(cmax),Tair,0.006859680321575988,0.0019388913620881152,0.05052960523647804,0.0030084193257848514,,
gs(cmax),VPD,0.8547697710402288,0.030671385132931325,0.990457200509519,0.020318739616185685,,
gs(cmax),CO2,-0.0020851931930482817,0.0025837665339472388,0.12256033540237515,0.00726607882444383,,
gs(cmax),Ps,0.000724731013429907,0.0021452662439891373,0.04272143636815244,0.0036488919247827656,,
gs(cmax),PPFD-Tair,,,,,0.0009967271247296374,0.0018141104047752757
gs(cmax),PPFD-VPD,,,,,0.004822376551316898,0.007462210580628111
gs(cmax),PPFD-CO2,,,,,0.0007599931799198549,0.0017335087930316659
gs(cmax),PPFD-Ps,,,,,0.0008361284427187734,0.0018069192487517962
gs(cmax),Tair-VPD,,,,,0.005852077763948249,0.01036216976331975
gs(cmax),Tair-CO2,,,,,0.0012806980018423664,0.0032505409360248554
gs(cmax),Tair-Ps,,,,,0.0005197662544404463,0.0029373541735974967
gs(cmax),VPD-CO2,,,,,0.0800460356601525,0.060173986091701374
gs(cmax),VPD-Ps,,,,,0.004343543479414065,0.054559759536930125
gs(cmax),CO2-Ps,,,,,0.0025498603554548957,0.0032733426663827596
gs(pmax),PPFD,0.002350455974437191,0.00119347029638619,0.021977406556414454,0.002176736195657604,,
gs(pmax),Tair,0.015542014128903452,0.002215747995020544,0.08674637053371237,0.009190656658050042,,
gs(pmax),VPD,0.7545989447149806,0.030362877050439413,0.9515022426018593,0.03309370064320992,,
gs(pmax),CO2,0.008437486479152614,0.0022562811997376277,0.07066578685426995,0.004822058188191525,,
gs(pmax),Ps,0.025566742358898165,0.0029258545105856058,0.13097400139501644,0.011500579299645342,,
gs(pmax),PPFD-Tair,,,,,-0.0008957977603115969,0.0017534023395601552
gs(pmax),PPFD-VPD,,,,,-0.00344036908873091,0.008209328140168944
gs(pmax),PPFD-CO2,,,,,-0.0010954944715990808,0.001848279044676188
gs(pmax),PPFD-Ps,,,,,-0.0010568042600308976,0.0019021676600060307
gs(pmax),Tair-VPD,,,,,0.026601142663691513,0.014561265774544918
gs(pmax),Tair-CO2,,,,,-0.0004704108803437867,0.0031030266853342998
gs(pmax),Tair-Ps,,,,,-0.0002748458209820698,0.0031156979452903488
gs(pmax),VPD-CO2,,,,,0.035373803798040934,0.04646482947665276
gs(pmax),VPD-Ps,,,,,0.08377075988408328,0.04899260954305728
gs(pmax),CO2-Ps,,,,,-0.0006678282141943173,0.0038178595825257957
gs(cgn),PPFD,0.005653810893706987,0.0014357290470470869,0.03837137733872113,0.003103857101940761,,
gs(cgn),Tair,0.04506839064813495,0.0035428284840551875,0.1413316220103306,0.007769379965083646,,
gs(cgn),VPD,0.722777501340177,0.02676437211297568,0.9096618468068349,0.024359078783866717,,
gs(cgn),CO2,-0.0008783578050996419,0.002071565508328824,0.05049322701783434,0.002970624975344197,,
gs(cgn),Ps,0.02415099873357113,0.0026492927840995988,0.11006052448784212,0.010804737322408043,,
gs(cgn),PPFD-Tair,,,,,0.001959267295132912,0.00250725899771451
gs(cgn),PPFD-VPD,,,,,0.008262306110235706,0.007690852136086972
gs(cgn),PPFD-CO2,,,,,0.00026454429593286504,0.0023287349945754006
gs(cgn),PPFD-Ps,,,,,0.0004748061353149237,0.002650501826278409
gs(cgn),Tair-VPD,,,,,0.06654345066702838,0.014307456523997153
gs(cgn),Tair-CO2,,,,,0.0009705936800980589,0.005337448015099819
gs(cgn),Tair-Ps,,,,,0.0013866241563300456,0.005270952496021297
gs(cgn),VPD-CO2,,,,,0.023322492864858595,0.046001835810038756
gs(cgn),VPD-Ps,,,,,0.06107443438224175,0.050915166159381756
gs(cgn),CO2-Ps,,,,,0.003992247055505518,0.0036016245928575676
gs(pmax2),PPFD,0.008348036428475978,0.0017657103795782826,0.03779294246701825,0.0030704848087284137,,
gs(pmax2),Tair,0.061997241756924656,0.00556148630554926,0.19617024228012805,0.0381667807016171,,
gs(pmax2),VPD,0.6525937696469193,0.033034467112869705,0.8530825990154425,0.045083261208492716,,
gs(pmax2),CO2,0.03862510951214304,0.003931122596270675,0.16144651589872808,0.02003895490556548,,
gs(pmax2),Ps,0.013128474380765896,0.0022058287221804864,0.0833305586900427,0.03771793067701411,,
gs(pmax2),PPFD-Tair,,,,,0.0019135905135517356,0.0026812353477060464
gs(pmax2),PPFD-VPD,,,,,0.006637631987126413,0.008856841678426635
gs(pmax2),PPFD-CO2,,,,,7.321040608533613e-05,0.002710568545846107
gs(pmax2),PPFD-Ps,,,,,-0.00012117241227113142,0.0024829142257507234
gs(pmax2),Tair-VPD,,,,,0.04092610024193988,0.023450465864249932
gs(pmax2),Tair-CO2,,,,,0.0027508185461954243,0.005924812096774679
gs(pmax2),Tair-Ps,,,,,-0.00028376167583342785,0.006244432158662918
gs(pmax2),VPD-CO2,,,,,0.06080252710946432,0.03810403880401659
gs(pmax2),VPD-Ps,,,,,0.03493868388877444,0.043050187463524583
gs(pmax2),CO2-Ps,,,,,0.0022562008695414353,0.005164238430382135
gs(lcst),PPFD,0.0008683862516538572,0.0015689364677141037,0.026089572568628646,0.004631153011447628,,
gs(lcst),Tair,0.0555772723429092,0.0044988606506929174,0.2850435761120438,0.016546021771587774,,
gs(lcst),VPD,0.6405417782417959,0.026679869123182307,0.9299751680044804,0.02531194222980202,,
gs(lcst),CO2,0.005822658886592944,0.0027919636677426266,0.09396513712284227,0.006253472075562326,,
gs(lcst),Ps,0.005407818902554513,0.0013750086454018878,0.02459828220802907,0.0027095565955080757,,
gs(lcst),PPFD-Tair,,,,,0.0004947336223168203,0.002065590496638738
gs(lcst),PPFD-VPD,,,,,0.006620449315262067,0.006882719408075043
gs(lcst),PPFD-CO2,,,,,-0.00023881747830876206,0.0019079932906705867
gs(lcst),PPFD-Ps,,,,,0.000732247258249428,0.001919210153818674
gs(lcst),Tair-VPD,,,,,0.1967332766336224,0.02912705614217154
gs(lcst),Tair-CO2,,,,,0.0007685821429291957,0.007325018613567361
gs(lcst),Tair-Ps,,,,,0.0024550547748815174,0.007282127543226745
gs(lcst),VPD-CO2,,,,,0.05439960054340054,0.04701252146485738
gs(lcst),VPD-Ps,,,,,-0.00011834629788734594,0.043571874235711225
gs(lcst),CO2-Ps,,,,,0.002658886608143003,0.005005482069276286
gs(cap),PPFD,0.0003292136666447208,0.0008005189850812157,0.015011885258078126,0.007795783349053863,,
gs(cap),Tair,0.026222105105850897,0.002939652411297428,0.10448073939327887,0.010274431774977456,,
gs(cap),VPD,0.2589953040067216,0.012317082041055478,0.5031593774058472,0.02384588724187334,,
gs(cap),CO2,0.01321892886225832,0.002545732658765698,0.08068772399074628,0.006190370712666491,,
gs(cap),Ps,0.4099160962012344,0.01246116426887631,0.6554059235633594,0.02195719130373675,,
gs(cap),PPFD-Tair,,,,,0.0013260843881342764,0.0026787481365150656
gs(cap),PPFD-VPD,,,,,0.002027221388255507,0.005024688659582018
gs(cap),PPFD-CO2,,,,,0.0004896935254676098,0.0022890276306253973
gs(cap),PPFD-Ps,,,,,0.0027111582353803176,0.003755787585780548
gs(cap),Tair-VPD,,,,,0.02012995982571597,0.008051488921373062
gs(cap),Tair-CO2,,,,,0.0008179510582505146,0.004802260448111575
gs(cap),Tair-Ps,,,,,0.027835778647369136,0.005917538074882635
gs(cap),VPD-CO2,,,,,0.020040965366687223,0.025087750833599598
gs(cap),VPD-Ps,,,,,0.14896199974507646,0.03369436653463995
gs(cap),CO2-Ps,,,,,0.019003980387856223,0.0068706483767690145
gs(mes),PPFD,0.0009731728438587706,0.0007317987335017511,0.006148781785191351,0.0008414453786162798,,
gs(mes),Tair,0.013342429831984927,0.0020310578926294514,0.05714729910127696,0.0032480299549203988,,
gs(mes),VPD,0.38458328240776074,0.014210246983648681,0.6140242498876762,0.0181658040482873,,
gs(mes),CO2,0.0006195551695936176,0.0010989443676222895,0.012843708377160638,0.0011595707036447776,,
gs(mes),Ps,0.3518526246476829,0.0095425847992984,0.5757849732380396,0.0167337368447415,,
gs(mes),PPFD-Tair,,,,,-6.687141444784717e-07,0.0011663742276287682
gs(mes),PPFD-VPD,,,,,0.0010934981483281536,0.0021415766829441397
gs(mes),PPFD-CO2,,,,,-0.00018575406297055834,0.0011386401393900256
gs(mes),PPFD-Ps,,,,,0.00046298930190663556,0.0015515965802945849
gs(mes),Tair-VPD,,,,,0.015767512214508284,0.007372605212145028
gs(mes),Tair-CO2,,,,,-5.9726815284143436e-05,0.003460910066053156
gs(mes),Tair-Ps,,,,,0.012425445402340085,0.004666752376471683
gs(mes),VPD-CO2,,,,,0.001796767179351226,0.02450740892520449
gs(mes),VPD-Ps,,,,,0.1866683404375667,0.03706332634661297
gs(mes),CO2-Ps,,,,,0.0015922111106503878,0.002377941120667326
Ci(std1),PPFD,9.989143513684107e-06,3.173603146593887e-05,1.0286633549682019e-05,2.9611348801917507e-06,,
Ci(std1),Tair,0.04545333724656765,0.002564713028892902,0.07090022112048387,0.0013893732929713583,,
Ci(std1),VPD,0.07379875964310521,0.005780544750865056,0.1667080981628911,0.004651513516196046,,
Ci(std1),CO2,0.0643624794934203,0.004085900636909597,0.1878370518306035,0.004359771629904848,,
Ci(std1),Ps,0.5983157999010776,0.01036165338840538,0.803497328810203,0.011832298102588455,,
Ci(std1),PPFD-Tair,,,,,3.684301126544165e-07,3.6476535357309605e-05
Ci(std1),PPFD-VPD,,,,,3.3316735135457964e-06,3.9403892043525895e-05
Ci(std1),PPFD-CO2,,,,,-9.339325507340401e-06,3.876501677724235e-05
Ci(std1),PPFD-Ps,,,,,-2.1037220397479572e-05,3.793643459332648e-05
Ci(std1),Tair-VPD,,,,,0.0005041807417122263,0.0033047110638540337
Ci(std1),Tair-CO2,,,,,0.0008981323588759943,0.0033712716820351
Ci(std1),Tair-Ps,,,,,0.020948646443881946,0.002812660944391615
Ci(std1),VPD-CO2,,,,,0.010607593394549988,0.009918669080500785
Ci(std1),VPD-Ps,,,,,0.07184524079488652,0.010761634058900228
Ci(std1),CO2-Ps,,,,,0.1018779675740662,0.010916047007389816
Ci(tuz),PPFD,0.006763387419083778,0.0012871732930881071,0.014026668241217946,0.000613804799132674,,
Ci(tuz),Tair,0.09591338646545394,0.003971087600124498,0.1439348081788465,0.0019489859523141783,,
Ci(tuz),VPD,0.1971640673363686,0.0046014698087460375,0.2585015146769056,0.0031785849878850233,,
Ci(tuz),CO2,0.5654824276823573,0.007001828500783406,0.6167844743901267,0.005830285737180045,,
Ci(tuz),Ps,0.04875745917573925,0.002523682484428711,0.06443042479889005,0.000875440926365933,,
Ci(tuz),PPFD-Tair,,,,,0.001984632517444948,0.0017634865803773222
Ci(tuz),PPFD-VPD,,,,,0.0013328688622374074,0.0017180715968037018
Ci(tuz),PPFD-CO2,,,,,0.001489578578845352,0.0020338995059999286
Ci(tuz),PPFD-Ps,,,,,-0.00012195711423944322,0.0017621734256431652
Ci(tuz),Tair-VPD,,,,,0.024693453514585184,0.0050825879696565395
Ci(tuz),Tair-CO2,,,,,0.011238764612472307,0.007027938797357211
Ci(tuz),Tair-Ps,,,,,0.0012297692061414636,0.005355682031944989
Ci(tuz),VPD-CO2,,,,,0.022350644904109096,0.0074548766523416165
Ci(tuz),VPD-Ps,,,,,0.003190354950037451,0.0060496900996836744
Ci(tuz),CO2-Ps,,,,,0.0071133078987502055,0.009135671272776617
Ci(sox1),PPFD,0.0210425316667785,0.002200635909714391,0.0441543693722627,0.0013847880609956368,,
Ci(sox1),Tair,0.20640348357568217,0.004961042596180015,0.2547834891072657,0.0034707093726827586,,
Ci(sox1),VPD,0.24873119023023524,0.005844596980366296,0.2984403234553832,0.0040207173019577895,,
Ci(sox1),CO2,0.386909104675619,0.006100518124750925,0.46554894371107103,0.005101376435482309,,
Ci(sox1),Ps,0.03617592820300616,0.0018568941854347285,0.044724289050764865,0.0006115648679608386,,
Ci(sox1),PPFD-Tair,,,,,0.011689511861231044,0.0033542721729607023
Ci(sox1),PPFD-VPD,,,,,0.00012300793064093374,0.0033517253321374515
Ci(sox1),PPFD-CO2,,,,,0.005395434644791086,0.004110390420638558
Ci(sox1),PPFD-Ps,,,,,-0.0002900545712557698,0.003364414886753697
Ci(sox1),Tair-VPD,,,,,0.005981441319547115,0.0075776345468000755
Ci(sox1),Tair-CO2,,,,,0.02434895790654401,0.008963938104407088
Ci(sox1),Tair-Ps,,,,,0.0008656666013884609,0.007149152677640207
Ci(sox1),VPD-CO2,,,,,0.03921272408176846,0.010678625573514055
Ci(sox1),VPD-Ps,,,,,0.0011602302378341325,0.008259860020476316
Ci(sox1),CO2-Ps,,,,,0.004874644834152321,0.008987167261859953
Ci(sox2),PPFD,0.005191049419766549,0.0009714924868986375,0.00921052098198178,0.0004602648707283334,,
Ci(sox2),Tair,0.19817756044568546,0.005210928730822803,0.22976702478463978,0.003288226848849637,,
Ci(sox2),VPD,0.4469657421602053,0.00776886650151983,0.5116869857098889,0.0061311867286984656,,
Ci(sox2),CO2,0.245615807959004,0.005382995915745214,0.329740205298658,0.004215786668294914,,
Ci(sox2),Ps,0.01067600215334877,0.0012535932044403337,0.014819337427059083,0.00025795056739858293,,
Ci(sox2),PPFD-Tair,,,,,0.0018338079664962648,0.0014782424063217224
Ci(sox2),PPFD-VPD,,,,,0.000105073077325879,0.0016079501256562512
Ci(sox2),PPFD-CO2,,,,,0.0010049107385382006,0.001617683694036481
Ci(sox2),PPFD-Ps,,,,,-7.916665722690341e-05,0.0014190089954014343
Ci(sox2),Tair-VPD,,,,,0.004608742869605831,0.007931763282474217
Ci(sox2),Tair-CO2,,,,,0.022404484571208194,0.00798856598011546
Ci(sox2),Tair-Ps,,,,,0.00048462022644868256,0.006827144872442786
Ci(sox2),VPD-CO2,,,,,0.05745209679273644,0.014506512651823298
Ci(sox2),VPD-Ps,,,,,0.0012836869334682238,0.011392560979287838
Ci(sox2),CO2-Ps,,,,,0.0011577885114074354,0.008088223221683642
Ci(wue),PPFD,0.00111180033806202,0.0005720441738778476,0.004357959544888373,9.398411898818112e-05,,
Ci(wue),Tair,0.04225111762195305,0.002212551376968192,0.05235858394285603,0.0006128257253886637,,
Ci(wue),VPD,0.2904576387135779,0.005955028498291179,0.31198514441565167,0.0032609588533965735,,
Ci(wue),CO2,0.6387963601513283,0.006828315601619904,0.6618535989580606,0.006435307277402402,,
Ci(wue),Ps,0.0007476793942846674,0.0007454107691773627,0.0063371840712878455,0.00014386237690278993,,
Ci(wue),PPFD-Tair,,,,,-5.629261603608965e-05,0.0008784801830456885
Ci(wue),PPFD-VPD,,,,,4.1798134544912546e-05,0.0009341868961413048
Ci(wue),PPFD-CO2,,,,,0.00015925583042797342,0.0009529247371013892
Ci(wue),PPFD-Ps,,,,,-0.0001803814160546151,0.0008954168327952881
Ci(wue),Tair-VPD,,,,,0.0004036542972388202,0.0037514126722471386
Ci(wue),Tair-CO2,,,,,0.0030525900299859243,0.004096847223399705
Ci(wue),Tair-Ps,,,,,-6.540320228617838e-05,0.0035648967789218837
Ci(wue),VPD-CO2,,,,,0.014387905718225458,0.011912446797748416
Ci(wue),VPD-Ps,,,,,0.000587659419514602,0.008846204398979146
Ci(wue),CO2-Ps,,,,,1.0440780349390806e-05,0.009232231935472386
Ci(cmax),PPFD,0.002424154026405756,0.0012798754380755767,0.017922662580681877,0.00047798082502875823,,
Ci(cmax),Tair,0.026457429296367525,0.003142958124933196,0.1031838404918271,0.001676044451333604,,
Ci(cmax),VPD,0.3597671151620174,0.007079585285164038,0.5022341378540448,0.005844513027930806,,
Ci(cmax),CO2,0.44543015397026764,0.006881245209667586,0.5751483172361993,0.007216415955751841,,
Ci(cmax),Ps,0.00845558777347485,0.001924476670529861,0.031248430685497684,0.0007780815313360981,,
Ci(cmax),PPFD-Tair,,,,,0.0011519286812797028,0.0018074634461954292
Ci(cmax),PPFD-VPD,,,,,6.91708470619834e-05,0.0016838708426875505
Ci(cmax),PPFD-CO2,,,,,0.0003904330619363128,0.0020602590015703667
Ci(cmax),PPFD-Ps,,,,,0.00018035999219384244,0.0017964172759780154
Ci(cmax),Tair-VPD,,,,,0.0211338004429103,0.004244493681570454
Ci(cmax),Tair-CO2,,,,,0.008396095545509963,0.004607027812510635
Ci(cmax),Tair-Ps,,,,,0.00236916019820611,0.0044410972996644735
Ci(cmax),VPD-CO2,,,,,0.0739359716836856,0.01309200926481905
Ci(cmax),VPD-Ps,,,,,0.002180177656824576,0.010525561024389384
Ci(cmax),CO2-Ps,,,,,0.0022338390060396597,0.008208549320914731
Ci(pmax),PPFD,0.005978058981126815,0.0011605356366829415,0.011631035043393731,0.0003839145003678566,,
Ci(pmax),Tair,0.14970732544352094,0.0035335757598412396,0.17848798251445647,0.002415391370031211,,
Ci(pmax),VPD,0.33874684806626565,0.006531783298040878,0.3848577328256124,0.00499466645386777,,
Ci(pmax),CO2,0.40793370594437545,0.005378691782370551,0.46878778814877964,0.005319675570462653,,
Ci(pmax),Ps,0.026827676227997855,0.0018783139850612237,0.03370633205439657,0.00048675100589614165,,
Ci(pmax),PPFD-Tair,,,,,0.00197630515614422,0.0016194198365849853
Ci(pmax),PPFD-VPD,,,,,-0.0001828279863076432,0.0016619667160412996
Ci(pmax),PPFD-CO2,,,,,0.0010219697165562702,0.0018840381590687428
Ci(pmax),PPFD-Ps,,,,,-0.00026411710428747917,0.0016201366570176685
Ci(pmax),Tair-VPD,,,,,0.005974513155467098,0.00569366167136724
Ci(pmax),Tair-CO2,,,,,0.016148857878438172,0.006166983302313714
Ci(pmax),Tair-Ps,,,,,0.000256179995486782,0.005132002674688477
Ci(pmax),VPD-CO2,,,,,0.03608388314020078,0.01034129902786559
Ci(pmax),VPD-Ps,,,,,0.00014216705021370332,0.007988804827104764
Ci(pmax),CO2-Ps,,,,,0.003814268433452849,0.006623170643398236
Ci(cgn),PPFD,0.000930734250718364,0.0005309598444083281,0.003511770676916308,0.00012551909886977645,,
Ci(cgn),Tair,0.05606799307757663,0.0028535253706859776,0.06968844326078857,0.0007895209778663546,,
Ci(cgn),VPD,0.3983350077828049,0.006640759329483085,0.43671176834415176,0.004316394891086148,,
Ci(cgn),CO2,0.4623070955417023,0.006607836129314648,0.5048347786297003,0.00562481947590171,,
Ci(cgn),Ps,0.034660217524262314,0.0018840357061840499,0.04202141843483335,0.0005490006956673809,,
Ci(cgn),PPFD-Tair,,,,,0.0006329712136626531,0.0008222879900098138
Ci(cgn),PPFD-VPD,,,,,-0.00011234620953709529,0.0008370803358438688
Ci(cgn),PPFD-CO2,,,,,-7.573782255010375e-05,0.0008896952510359498
Ci(cgn),PPFD-Ps,,,,,-5.9453666740115485e-05,0.000813029489412072
Ci(cgn),Tair-VPD,,,,,0.0035183527493722333,0.0044704802174088554
Ci(cgn),Tair-CO2,,,,,0.004523907433640617,0.004578226661067993
Ci(cgn),Tair-Ps,,,,,0.0018274830735387632,0.004175311309267942
Ci(cgn),VPD-CO2,,,,,0.03178443880743065,0.012548012673348038
Ci(cgn),VPD-Ps,,,,,-0.0005937972197791672,0.009837526494723619
Ci(cgn),CO2-Ps,,,,,0.002194061667137294,0.00842241319906657
Ci(pmax2),PPFD,0.003870846511651289,0.0010655080324758325,0.009736720504163082,0.0003386444101542679,,
Ci(pmax2),Tair,0.13217288580047398,0.0041628957313620055,0.15405664085710533,0.0019091766209901292,,
Ci(pmax2),VPD,0.2655147577455431,0.004971085196445309,0.2997369567710454,0.0037934018598463634,,
Ci(pmax2),CO2,0.5352511916528301,0.00638211538807638,0.5803487974092963,0.005646454410279112,,
Ci(pmax2),Ps,0.01321860592636977,0.0012538669748178388,0.018592187399801924,0.00024321032385955503,,
Ci(pmax2),PPFD-Tair,,,,,0.0019333803919274473,0.0015316382256752804
Ci(pmax2),PPFD-VPD,,,,,5.046474866365891e-05,0.0017281967163037665
Ci(pmax2),PPFD-CO2,,,,,0.00026157873599708115,0.0017610363110221157
Ci(pmax2),PPFD-Ps,,,,,-0.0004008330088069306,0.001550570963410884
Ci(pmax2),Tair-VPD,,,,,0.002453761503143914,0.0061487151331720055
Ci(pmax2),Tair-CO2,,,,,0.010598439890657896,0.007141833926297195
Ci(pmax2),Tair-Ps,,,,,-0.0005610472494775483,0.005713669243514576
Ci(pmax2),VPD-CO2,,,,,0.026244966113796453,0.010007738054409047
Ci(pmax2),VPD-Ps,,,,,0.000438247218658077,0.007457089555528081
Ci(pmax2),CO2-Ps,,,,,0.0007239929798058924,0.008349218995242838
Ci(lcst),PPFD,0.009500130869308189,0.001372176075192934,0.020917742118542852,0.0009620922204835445,,
Ci(lcst),Tair,0.10671921694905383,0.003508353683112891,0.14862394956746283,0.0019795869228060427,,
Ci(lcst),VPD,0.3937282005107652,0.00630413208848225,0.4674014758185457,0.005260022802973105,,
Ci(lcst),CO2,0.38494808859376123,0.006004819204554698,0.4480381514100718,0.004437598529106649,,
Ci(lcst),Ps,0.01278462936437119,0.001378655906992085,0.02321022869617866,0.0003934261861533531,,
Ci(lcst),PPFD-Tair,,,,,0.004143173399002081,0.002226774259842935
Ci(lcst),PPFD-VPD,,,,,0.0009742520840975155,0.002005090956381565
Ci(lcst),PPFD-CO2,,,,,0.0015763285824513806,0.0024640716278816134
Ci(lcst),PPFD-Ps,,,,,-0.0004046270841545456,0.0021497516098171873
Ci(lcst),Tair-VPD,,,,,0.017459891528346927,0.005413246203420106
