output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
Ci(wue),PPFD,0.0011118003380620198,0.0006632344893898577,0.004357959544888373,9.646222357462135e-05,,
Ci(wue),Tair,0.042251117621953056,0.002260141962372096,0.05235858394285603,0.0006804772917076143,,
Ci(wue),VPD,0.2904576387135779,0.004443665711194733,0.31198514441565167,0.0031466869031598517,,
Ci(wue),CO2,0.6387963601513283,0.006532428238320979,0.6618535989580606,0.005876968416838278,,
Ci(wue),Ps,0.0007476793942846672,0.000679445316513102,0.006337184071287844,0.0001370231277148601,,
Ci(wue),PPFD-Tair,,,,,-5.629261603609659e-05,0.0009154915931909113
Ci(wue),PPFD-VPD,,,,,4.1798134544912546e-05,0.0010114844945187977
Ci(wue),PPFD-CO2,,,,,0.00015925583042797342,0.000916009070338272
Ci(wue),PPFD-Ps,,,,,-0.0001803814160546151,0.0008966520042909789
Ci(wue),Tair-VPD,,,,,0.0004036542972388202,0.003578434659521783
Ci(wue),Tair-CO2,,,,,0.0030525900299858133,0.004367402400023052
Ci(wue),Tair-Ps,,,,,-6.540320228617122e-05,0.0034934115001750035
Ci(wue),VPD-CO2,,,,,0.014387905718225458,0.008990607425683566
Ci(wue),VPD-Ps,,,,,0.0005876594195146022,0.0064446746376670945
Ci(wue),CO2-Ps,,,,,1.0440780349391023e-05,0.008802318017307036
Ci(cmax),PPFD,0.002424154026405755,0.001352990014334841,0.017922662580681877,0.0004916501351783395,,
Ci(cmax),Tair,0.026457429296367525,0.0031274792567595176,0.1031838404918271,0.0014422503883400341,,
Ci(cmax),VPD,0.3597671151620174,0.0071059104042872,0.5022341378540449,0.005731496017172585,,
Ci(cmax),CO2,0.44543015397026764,0.0070630258964555674,0.5751483172361993,0.006739483714933785,,
Ci(cmax),Ps,0.00845558777347485,0.0016779637274525678,0.031248430685497684,0.0008111267496874994,,
Ci(cmax),PPFD-Tair,,,,,0.0011519286812797028,0.0018942932863358205
Ci(cmax),PPFD-VPD,,,,,6.91708470619834e-05,0.001771492702985357
Ci(cmax),PPFD-CO2,,,,,0.0003904330619363128,0.002124786531987078
Ci(cmax),PPFD-Ps,,,,,0.00018035999219384417,0.0019469252196238284
Ci(cmax),Tair-VPD,,,,,0.0211338004429103,0.004681737500468101
Ci(cmax),Tair-CO2,,,,,0.008396095545509963,0.005033037792466992
Ci(cmax),Tair-Ps,,,,,0.00236916019820611,0.00448102310491667
Ci(cmax),VPD-CO2,,,,,0.07393597168368549,0.01172261478464146
Ci(cmax),VPD-Ps,,,,,0.002180177656824576,0.009974081977797214
Ci(cmax),CO2-Ps,,,,,0.0022338390060396597,0.009503654620413228
Ci(pmax),PPFD,0.005978058981126814,0.0010459503668873392,0.011631035043393731,0.00044187491027781404,,
Ci(pmax),Tair,0.14970732544352094,0.004656570279089474,0.17848798251445647,0.002637024204538943,,
Ci(pmax),VPD,0.33874684806626565,0.006292552312466101,0.3848577328256124,0.005335127532999591,,
Ci(pmax),CO2,0.40793370594437556,0.006707415787186929,0.46878778814877964,0.005292254364494533,,
Ci(pmax),Ps,0.026827676227997855,0.0017699857221047312,0.03370633205439657,0.0004606836358779139,,
Ci(pmax),PPFD-Tair,,,,,0.00197630515614422,0.0014613606746680745
Ci(pmax),PPFD-VPD,,,,,-0.0001828279863076432,0.0015570784408448777
Ci(pmax),PPFD-CO2,,,,,0.0010219697165561592,0.0015955989526571773
Ci(pmax),PPFD-Ps,,,,,-0.00026411710428747917,0.0014787137320308736
Ci(pmax),Tair-VPD,,,,,0.005974513155467098,0.006507779001440926
Ci(pmax),Tair-CO2,,,,,0.01614885787843806,0.007701399991896803
Ci(pmax),Tair-Ps,,,,,0.00025617999548675427,0.006368360166266551
Ci(pmax),VPD-CO2,,,,,0.03608388314020067,0.010266959579743783
Ci(pmax),VPD-Ps,,,,,0.00014216705021370332,0.008974239731248569
Ci(pmax),CO2-Ps,,,,,0.003814268433452738,0.00897682544813429
Ci(cgn),PPFD,0.000930734250718364,0.0005193785700035779,0.003511770676916308,0.00012498281305701442,,
Ci(cgn),Tair,0.05606799307757663,0.002615660902082593,0.06968844326078857,0.000995137809836466,,
Ci(cgn),VPD,0.3983350077828049,0.006248379193097201,0.43671176834415176,0.004375873959756645,,
Ci(cgn),CO2,0.4623070955417023,0.006057547044773729,0.5048347786297003,0.00540817475182848,,
Ci(cgn),Ps,0.034660217524262314,0.001767884126083267,0.04202141843483335,0.0004882048411716934,,
Ci(cgn),PPFD-Tair,,,,,0.0006329712136626531,0.0008206579509864239
Ci(cgn),PPFD-VPD,,,,,-0.00011234620953709529,0.0008627698760455954
Ci(cgn),PPFD-CO2,,,,,-7.573782255010375e-05,0.0008787823880894329
Ci(cgn),PPFD-Ps,,,,,-5.9453666740115485e-05,0.0008468880516618724
Ci(cgn),Tair-VPD,,,,,0.0035183527493722333,0.003409858075052673
Ci(cgn),Tair-CO2,,,,,0.004523907433640617,0.00444449464927888
Ci(cgn),Tair-Ps,,,,,0.0018274830735387632,0.0035169149858743105
Ci(cgn),VPD-CO2,,,,,0.03178443880743065,0.011546490672668752
Ci(cgn),VPD-Ps,,,,,-0.0005937972197791672,0.009511951952708852
Ci(cgn),CO2-Ps,,,,,0.002194061667137294,0.008464587648562174
Ci(pmax2),PPFD,0.003870846511651289,0.0009721036352658628,0.009736720504163084,0.0003222929112625486,,
Ci(pmax2),Tair,0.13217288580047398,0.003968251013087123,0.15405664085710533,0.0017530811489845912,,
Ci(pmax2),VPD,0.2655147577455431,0.004705299833754784,0.2997369567710454,0.00369444606925046,,
Ci(pmax2),CO2,0.5352511916528301,0.006670654709838484,0.5803487974092965,0.006065842528139888,,
Ci(pmax2),Ps,0.01321860592636977,0.0012820656775246948,0.018592187399801924,0.00023527068234020692,,
Ci(pmax2),PPFD-Tair,,,,,0.0019333803919274473,0.0014725211044490085
Ci(pmax2),PPFD-VPD,,,,,5.046474866365891e-05,0.0014341132182022355
Ci(pmax2),PPFD-CO2,,,,,0.00026157873599708115,0.0017338398506269437
Ci(pmax2),PPFD-Ps,,,,,-0.0004008330088069306,0.0014400474834762925
Ci(pmax2),Tair-VPD,,,,,0.002453761503143914,0.005565440563244983
Ci(pmax2),Tair-CO2,,,,,0.010598439890657896,0.006722730275506032
Ci(pmax2),Tair-Ps,,,,,-0.0005610472494775483,0.004903657729700409
Ci(pmax2),VPD-CO2,,,,,0.026244966113796453,0.008644628445092725
Ci(pmax2),VPD-Ps,,,,,0.000438247218658077,0.0065264472231797935
Ci(pmax2),CO2-Ps,,,,,0.0007239929798058924,0.008883425176544916
Ci(lcst),PPFD,0.009258981349415657,0.0014347355646547534,0.020828001982142314,0.0009013736415472551,,
Ci(lcst),Tair,0.10922469798566117,0.004213297694851346,0.15115011195967212,0.0021884033315146233,,
Ci(lcst),VPD,0.39133604572274533,0.006473195246944484,0.46489513292511286,0.0057419062822861916,,
Ci(lcst),CO2,0.38579599533984865,0.006158310241702684,0.44833862589265744,0.004633550610018184,,
Ci(lcst),Ps,0.012661448904049834,0.00128190677884256,0.023159065848957855,0.000420651533025639,,
Ci(lcst),PPFD-Tair,,,,,0.0043537718629726024,0.0021877559505574496
Ci(lcst),PPFD-VPD,,,,,0.0011287818454917553,0.0023444935675861573
Ci(lcst),PPFD-CO2,,,,,0.0014760855172792353,0.0025124597145862668
