year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
[-],[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[deg C]
2009,119,5.9,11.27209338,1.3582699999999999,21.67070028774,0.10691827300000001,2.84,-1.4,13.89
2009,119,6.95,13.32405008,1.6477110000000001,21.001285063395,0.122922911,2.84,-2.45,15.09
2009,119,7.8,10.86098044,1.4526299999999999,20.743731544724998,0.098151802,2.84,-3.15,16.99
2009,119,8.93333333333333,2.226602315,0.330715,18.3284516639175,0.017114544,2.84,-1.9,20.81
2009,119,10.766666666666698,11.41940908,1.656313,21.520877991532497,0.108007823,2.84,-1.55,19.01
2009,120,9.8,6.602637543999999,1.005166,19.725232301775,0.055767303,2.84,-1.8,21.61
2009,163,6.3,9.137569809,1.9704050000000002,21.99298970043,0.09164857,2.84,-2.4,25.45
2009,163,7.18333333333333,11.19362904,1.9605299999999999,19.800589416667503,0.09956442300000001,2.84,-2.1625,25.49
2009,163,8.06666666666667,7.088706397999999,1.1867219999999998,18.935518424025002,0.058264578,2.84,-2.15,26.74
2009,163,14.45,11.092516400000001,2.077991,21.397980736912498,0.108163765,2.84,-2.1,26.97
2009,163,15.333333333333302,10.18900663,1.94537,22.133750045924998,0.102496879,2.84,-2.0,25.14
2009,185,12.583333333333302,8.73090804,2.4370770000000004,18.8815345209225,0.074358682,2.84,-2.4625,36.68
2009,185,13.566666666666698,8.915221469,1.717742,16.06225052607,0.064866497,2.84,-2.6,35.88
2009,185,14.433333333333302,8.988177731,1.9988800000000002,21.4615976178975,0.08684868,2.84,-2.4,35.37
2009,186,5.4,13.58594087,3.3916859999999995,20.837880383985,0.129664578,2.84,-2.6,25.39
2009,186,6.2166666666666694,12.74298808,3.234863,20.2040603079,0.116066375,2.84,-2.25,26.27
2009,204,10.6333333333333,6.11971432,1.03419,20.721067209255,0.054720227,2.84,-2.8,29.64
2009,204,11.45,9.799026692,1.595147,16.9313214649425,0.07413521299999999,2.84,-3.0,30.79
2009,204,12.433333333333302,10.96618396,2.141782,18.262578984457498,0.089713719,2.84,-2.8,32.9
2009,205,6.5,7.552486059,1.255267,15.5845237504425,0.053252408,2.84,-2.925,25.64
2009,239,12.816666666666698,-0.048105655,0.4995980000000001,37.88641348422,0.009122297,2.84,-3.675,36.31
2009,239,13.716666666666699,0.30475481600000004,0.666802,33.299449317225,0.012381646000000001,2.84,-3.7,36.05
2009,272,7.98333333333333,3.439656095,0.780342,19.286391548287497,0.028561461,2.84,-3.4,25.34
2009,272,11.8833333333333,2.3973028419999998,0.8081539999999999,28.6245129917775,0.037141983999999996,2.84,-3.1,25.59
2009,272,12.766666666666698,1.4188002030000002,0.533321,29.258912251695,0.023506072000000003,2.84,-3.116666667,26.37
2009,273,6.3,5.649379808,1.0025769999999998,16.0890620228625,0.040297386,2.84,-3.116666667,22.61
2009,273,7.11666666666667,6.65614522,1.373649,15.058931956739999,0.045959467999999996,2.84,-2.85,25.0
2009,336,10.933333333333302,8.406645805,0.8909739999999999,22.8872176508325,0.085412765,2.84,-2.65,15.71
2009,336,11.8,13.04104495,1.4148610000000001,21.252115009702496,0.124737924,2.84,-2.3875,17.67
2009,336,12.816666666666698,14.09520621,1.576624,20.629300196505,0.13190173,2.84,-1.8,17.74
2009,336,13.6166666666667,6.300369824,0.871738,21.560683163145,0.058924954,2.84,-2.8,19.18
2009,336,14.933333333333302,8.392343128,0.8389080000000001,18.1802416612425,0.065961684,2.84,-2.3,17.3
