year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
[-],[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[deg C]
2010,124,7.45,6.15,1.05,21.176925,0.07,5.0,-2.4,16.35
2010,124,7.68333333333333,5.35,1.0,22.6968,0.07,5.0,-2.5,16.6
2010,124,8.2,3.87,0.61,18.745124999999998,0.035,5.0,-1.7,16.64
2010,124,8.83333333333333,5.63,1.34,21.27825,0.064,5.0,-2.4,20.66
2010,124,9.03333333333333,5.34,1.28,22.08885,0.067,5.0,-2.5,20.63
2010,124,9.81666666666667,4.99,1.05,19.555725,0.048,5.0,-1.7,20.01
2010,124,10.6333333333333,4.66,1.41,20.771625,0.051,5.0,-2.4,24.28
2010,124,10.816666666666698,4.68,1.51,21.987524999999998,0.059000000000000004,5.0,-2.5,24.42
2010,124,11.516666666666698,4.02,1.27,20.163675,0.04,5.0,-1.7,24.63
2010,124,12.283333333333301,4.26,1.61,19.150425,0.043,5.0,-2.4,28.29
2010,124,12.45,4.3,1.97,22.2915,0.055,5.0,-2.5,28.81
2010,124,12.966666666666699,3.22,1.26,19.961025,0.032,5.0,-1.7,27.51
2010,124,13.916666666666698,3.74,1.71,19.657049999999998,0.038,5.0,-2.4,30.43
2010,124,14.066666666666698,3.37,1.78,22.798125,0.044000000000000004,5.0,-2.5,29.8
2010,124,14.6166666666667,2.09,1.22,22.190175,0.024,5.0,-1.7,31.1
2010,124,15.55,3.25,1.65,20.568975,0.035,5.0,-2.4,31.03
2010,124,15.75,3.36,1.82,22.595475,0.043,5.0,-2.5,30.58
2010,124,16.3833333333333,1.91,1.05,21.8862,0.021,5.0,-1.7,30.52
2010,124,17.05,1.98,1.04,21.582225,0.022000000000000002,5.0,-2.4,30.48
2010,124,17.3,2.06,1.2,24.7233,0.028999999999999998,5.0,-2.5,29.03
2010,124,17.766666666666698,2.02,0.84,19.961025,0.019,5.0,-1.7,28.41
2010,152,7.2166666666666694,5.51,1.4,21.379575,0.062,5.0,-2.2,22.44
2010,152,7.4,6.58,1.65,20.87295,0.0756,5.0,-2.9,22.96
2010,152,7.86666666666667,4.45,1.18,18.542475,0.0398,5.0,-2.3,24.47
2010,152,8.63333333333333,5.62,1.75,21.582225,0.0653,5.0,-2.2,24.99
2010,152,8.76666666666667,6.5,1.83,18.947775,0.0665,5.0,-2.9,25.8
2010,152,9.26666666666667,4.02,1.28,18.84645,0.0365,5.0,-2.3,26.83
2010,152,10.3833333333333,5.31,1.81,20.46765,0.0572,5.0,-2.2,27.02
2010,152,10.55,5.61,2.09,19.758375,0.0597,5.0,-2.9,29.0
2010,152,11.3666666666667,3.85,1.86,20.366325,0.0404,5.0,-2.3,31.28
2010,152,12.4,3.27,1.74,23.9127,0.0447,5.0,-2.2,29.93
2010,152,12.55,5.0,2.42,21.4809,0.0621,5.0,-2.9,31.4
2010,152,13.033333333333301,2.95,1.79,21.176925,0.0329,5.0,-2.3,33.84
2010,152,14.1,3.37,1.9,23.1021,0.0439,5.0,-2.2,31.54
2010,152,14.25,4.38,2.54,22.190175,0.0573,5.0,-2.9,33.19
2010,152,14.9,3.04,1.63,20.06235,0.0313,5.0,-2.3,33.2
2010,152,15.8,3.14,1.58,21.987524999999998,0.0372,5.0,-2.2,31.15
2010,152,15.966666666666699,4.5,1.9,19.555725,0.0472,5.0,-2.9,31.02
2010,152,16.35,2.53,0.99,17.731875,0.0218,5.0,-2.3,30.8
2010,152,17.0833333333333,3.07,1.59,23.1021,0.0392,5.0,-2.2,30.51
2010,152,17.25,3.45,1.67,22.49415,0.0431,5.0,-2.9,30.31
2010,152,17.6333333333333,2.4,1.25,20.6703,0.0251,5.0,-2.3,32.29
2010,180,7.45,5.74,0.35,12.057675,0.0391,5.0,-3.75,17.7
2010,180,7.58333333333333,6.59,0.47,12.36165,0.0459,5.0,-3.65,19.27
2010,180,8.31666666666667,5.26,0.66,18.745124999999998,0.0464,5.0,-3.7,21.67
2010,180,9.01666666666667,6.18,0.74,18.44115,0.0586,5.0,-3.75,21.84
2010,180,9.11666666666667,6.35,0.78,16.6173,0.0542,5.0,-3.65,22.85
2010,180,9.58333333333333,5.05,0.87,17.63055,0.0429,5.0,-3.7,25.38
2010,180,10.6833333333333,5.43,1.02,18.745124999999998,0.0532,5.0,-3.75,25.65
2010,180,10.816666666666698,6.47,1.33,18.84645,0.0646,5.0,-3.65,26.55
2010,180,11.266666666666698,5.07,1.38,17.934525,0.0453,5.0,-3.7,28.75
2010,180,12.3833333333333,4.07,1.07,16.921275,0.0349,5.0,-3.75,28.32
2010,180,12.5,6.02,1.62,15.502725,0.051,5.0,-3.65,29.65
2010,180,12.983333333333302,3.36,1.13,16.6173,0.0274,5.0,-3.7,31.07
2010,180,13.9,3.17,0.99,17.22525,0.0271,5.0,-3.75,29.53
2010,180,13.983333333333302,4.55,1.46,16.81995,0.0392,5.0,-3.65,30.77
2010,180,14.45,3.01,1.13,16.110675,0.024,5.0,-3.7,32.32
2010,180,15.433333333333302,2.71,1.02,17.0226,0.023,5.0,-3.75,31.88
2010,180,15.533333333333301,3.13,1.23,17.731875,0.0279,5.0,-3.65,32.23
2010,180,16.0833333333333,2.64,1.05,16.718625,0.0216,5.0,-3.7,32.47
2010,180,16.85,2.35,0.95,16.81995,0.0196,5.0,-3.75,32.6
2010,180,16.9333333333333,3.17,1.31,17.529225,0.0281,5.0,-3.65,32.69
2010,180,17.4,2.67,0.96,14.489475,0.0195,5.0,-3.7,32.34
2010,217,7.68333333333333,7.35,1.34,25.837875,0.1256,5.0,-1.7,22.74
2010,217,7.85,8.86,1.69,25.5339,0.1568,5.0,-2.45,23.58
2010,217,8.51666666666667,5.55,1.5,25.432575,0.0923,5.0,-2.2,25.87
2010,217,9.16666666666667,7.22,1.99,26.54715,0.1433,5.0,-1.7,25.55
