year,doy,hod,Ps,PPFD,Tair,Tleaf,VPD,Patm,u,CO2,gb,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,albedo_l,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,height,LAI,max_leaf_width,g1,g1T,Kappa,Lambda,Eta,P50,P88,kmax,kmax2,kmaxT,kmaxWUE,kmaxCN,kmaxCM,kmaxLC,kmaxS1,kmaxS2,krlC,krlM,ratiocrit,sref,srefT,PrefT,PcritC,PcritM,Alpha,Beta,ground_area,Ztop,Zbottom,Psie,hyds,theta_sat,fc,pwp,bch
[-],[-],[h],[MPa],[umol m-2 s-1],[deg C],[deg C],[kPa],[kPa],[m s-1],[Pa],[mol m-2 s-1],[kPa],[umol m-2 s-1],[Pa],[deg C],[-],[umol m-2 s-1],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[m],[m2 m-2],[m],[kPa0.5],[-],[umol m-2 s-1],[mol mol-1],[mol mol-1],[-MPa],[-MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[MPa-1],[MPa-1],[MPa],[MPa],[MPa],[mol m-2 s-1 MPa-2],[mol m-2 s-1 MPa-1],[m2],[m],[m],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-]
2016,70,7.316666667,-0.9,100.708374,27.65521812,27.2229557,0.995372966,99.6103363,0,40.44729869,2.840000033,20.8,50.76112968,4.22,25,1.652922544,0.525,25,39.96,27.48,0.3,0.7,0.99,0.83,0.93,0.97,0.2,0.05,0.01,0.001,60000,30000,37830,79430,36380,650,650,200000,200000,26.6,1,0.001,2.4942,3.5,5,5,5,3.28,4.34,1,1,1,1,1,1,1,1,1,1,1,0.05,2,0.677174216,-0.7,-3.28,-3.28,5,1,1,0.02,1,-0.001562146,9.31E-06,0.4079013,0.213388,0.1027524,9.513247292
2016,70,7.416666667,-0.9,100.2913513,27.6464138,27.16102409,0.946580028,99.61581421,0,40.30200543,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,9.666666667,-0.9,1749.355591,29.57773209,31.60593033,1.156546527,99.74089813,0,40.5023534,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,9.833333333,-0.9,1751.37085,29.66961098,32.87550354,1.207092168,99.74143982,0,39.59211613,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,11.63333333,-0.9,2000.203857,30.24138451,33.0113945,1.343178491,99.67836761,0,39.68893089,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,12.01666667,-0.9,1999.732544,30.26523209,31.64491653,1.139640704,99.67427826,0,39.73459986,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,14.03333333,-0.9,1999.276367,30.07463837,32.05514908,1.496313656,99.50365448,0,39.86145308,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,14.35,-0.9,1998.987671,29.98759842,31.87249756,1.436603554,99.50524902,0,39.77251041,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,15.83333333,-0.9,1769.557617,29.72399712,32.53490067,1.433305052,99.37850952,0,39.90760774,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,16.41666667,-0.9,1769.115967,29.81724548,32.97608185,1.447639946,99.37373352,0,39.93066975,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,17.56666667,-0.9,214.5107422,28.33411598,28.01982689,1.131708306,99.34606171,0,39.54745155,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,18.13333333,-0.9,214.7010345,28.320158,27.95006943,1.121359682,99.36274719,0,39.53994791,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,7.3,-1,99.8293457,27.14332771,26.89431572,0.982979499,99.23803711,0,39.12847261,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,8.583333333,-1,551.1224976,28.46425819,28.56036186,0.781480581,99.37321472,0,39.4767101,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,9.35,-1,548.4920654,28.49384689,28.55570221,0.76190254,99.38222504,0,39.3834064,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
