year,doy,hod,Ps,PPFD,Tair,Tleaf,VPD,Patm,u,CO2,gb,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,albedo_l,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,height,LAI,max_leaf_width,g1,g1T,Kappa,Lambda,Eta,P50,P88,kmax,kmax2,kmaxT,kmaxWUE,kmaxCN,kmaxCM,kmaxLC,kmaxS1,kmaxS2,ksc_prev,krlC,krlM,ratiocrit,ksrmaxC,ksrmaxM,sref,srefT,PrefT,PcritC,PcritM,Alpha,Beta,ground_area,Ztop,Zbottom,Psie,hyds,theta_sat,fc,pwp,bch
[-],[-],[h],[MPa],[umol m-2 s-1],[deg C],[deg C],[kPa],[kPa],[m s-1],[Pa],[mol m-2 s-1],[kPa],[umol m-2 s-1],[Pa],[deg C],[-],[umol m-2 s-1],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[m],[m2 m-2],[m],[kPa0.5],[-],[umol m-2 s-1],[mol mol-1],[mol mol-1],[-MPa],[-MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[MPa-1],[MPa-1],[MPa],[MPa],[MPa],[mol m-2 s-1 MPa-2],[mol m-2 s-1 MPa-1],[m2],[m],[m],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-]
2006,89,13.0,-3.2,353,30.5,29.72,3.01,98.55,0.0,35.62688325,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.2,1827,23.0,23.39,1.62,98.18,0.0,35.123298,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.2,1736,23.16,23.93,1.63,98.19,0.0,34.88113125,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.3,1556,22.62,22.85,1.43,98.22,0.0,34.969284,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.3,1836,22.73,23.28,1.59,98.23,0.0,35.362425,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.4,93,22.35,21.27,1.28,98.2,0.0,35.12633775,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.4,1566,21.83,21.51,1.29,98.2,0.0,35.0280525,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.3,761,21.56,20.73,1.21,98.22,0.0,35.38572975,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.3,1844,21.92,22.34,1.34,98.23,0.0,34.376532749999996,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.5,1146,22.13,21.85,1.36,98.19,0.0,34.932807,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,8.0,-3.5,1891,22.02,22.11,1.4,98.2,0.0,34.8861975,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.2,1351,25.6,25.9,2.27,98.12,0.0,34.989549,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.2,1788,25.78,26.46,2.38,98.13,0.0,34.98245625,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.3,1852,25.02,25.71,2.23,98.16,0.0,35.50529325,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.3,1002,24.78,24.56,2.01,98.17,0.0,35.47489575,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.4,1446,23.8,22.73,1.54,98.17,0.0,36.08081925,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.4,107,23.91,23.26,1.65,98.17,0.0,35.759619,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.3,1882,26.11,25.83,2.26,98.15,0.0,35.08580775,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.3,1535,26.13,26.16,2.33,98.15,0.0,34.986509250000005,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.5,1536,26.09,25.89,2.28,98.12,0.0,34.789938750000005,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,10.0,-3.5,1856,26.89,26.1,2.33,98.11,0.0,34.701786,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.2,2040,28.11,28.43,2.82,98.02,0.0,35.63093625,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.2,1247,27.96,27.99,2.72,98.0,0.0,35.650188,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.3,1649,28.36,28.93,2.92,98.05,0.0,35.731248,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.3,1843,28.31,28.69,2.85,98.05,0.0,35.629923,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.4,1245,32.08,31.67,3.61,98.05,0.0,35.208411,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.4,1540,32.92,32.65,3.89,98.05,0.0,35.29251075,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.3,1124,29.45,27.24,2.51,98.03,0.0,35.6805855,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.3,1141,28.39,28.92,2.93,98.02,0.0,35.8710765,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.5,2073,27.54,28.38,2.8,98.0,0.0,35.3522925,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,12.0,-3.5,956,27.88,27.24,2.55,98.01,0.0,35.6805855,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.2,1018,29.14,29.26,2.97,97.9,0.0,35.633976,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.2,485,29.54,29.33,3.02,97.9,0.0,35.83561275,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.3,392,31.07,29.58,3.05,97.94,0.0,35.92883174999999,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.3,340,30.82,30.29,3.19,97.94,0.0,35.8467585,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.4,1592,30.54,31.54,3.56,97.9,0.0,35.3685045,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.4,267,30.65,30.81,3.38,97.9,0.0,35.7535395,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.3,668,28.81,28.81,2.9,97.91,0.0,35.48300175,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.3,308,28.58,28.2,2.76,97.91,0.0,35.84979825,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.5,1746,28.65,29.66,3.1,97.89,0.0,35.76265875,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,14.0,-3.5,1688,28.91,29.96,3.12,97.88,0.0,35.650188,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.2,1567,30.54,31.29,3.46,97.88,0.0,35.724155249999995,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.2,1613,30.45,31.36,3.52,97.84,0.0,36.087912,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.3,1482,30.61,31.32,3.41,97.89,0.0,36.0494085,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.3,609,32.52,30.16,3.12,97.89,0.0,36.33007875,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.4,120,29.41,30.48,3.09,97.84,0.0,35.9237655,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.4,1765,29.36,30.75,3.18,97.85,0.0,35.93491125,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.3,75,30.39,30.67,3.35,97.89,0.0,36.1872105,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.3,142,30.35,30.44,3.29,97.88,0.0,36.120336,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.5,1494,30.08,31.22,3.49,97.86,0.0,35.70389025,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,306,16.0,-3.5,1491,30.06,31.25,3.49,97.86,0.0,35.657280750000005,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.3,1671,22.39,24.14,1.84,97.58,0.0,35.1982785,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.3,1845,22.1,23.87,1.8,97.57,0.0,35.216517,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.2,1815,23.05,24.5,1.91,97.6,0.0,35.36141175,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.2,1574,23.5,24.57,1.93,97.61,0.0,35.7981225,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.4,1547,21.15,22.37,1.53,97.65,0.0,34.7605545,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.4,1528,20.6,22.34,1.55,97.66,0.0,34.402877249999996,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-3.8,429,21.15,21.55,1.4,97.67,0.0,33.8729475,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-3.8,124,21.07,21.33,1.38,97.67,0.0,34.41706275,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.4,1528,21.51,22.81,1.61,97.64,0.0,33.7067745,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,7.5,-4.4,1488,21.37,22.29,1.53,97.64,0.0,33.903345,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.3,1807,27.23,28.12,2.85,97.5,0.0,35.575207500000005,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.3,1815,27.23,27.59,2.72,97.51,0.0,37.188301499999994,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.2,1979,27.86,28.75,2.96,97.57,0.0,34.872012000000005,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.2,1830,27.95,28.95,3.04,97.56,0.0,35.0037345,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.4,1972,26.73,27.93,2.81,97.58,0.0,35.7778575,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.4,1932,26.67,27.57,2.73,97.58,0.0,35.59445925,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-3.8,1719,26.19,27.07,2.59,97.61,0.0,35.54379675,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-3.8,1883,26.38,27.14,2.64,97.61,0.0,35.4860415,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.4,1923,25.84,27.02,2.59,97.55,0.0,35.504279999999994,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,9.0,-4.4,2025,26.09,27.35,2.68,97.55,0.0,35.51745225,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.3,1033,37.67,39.04,5.87,97.81,0.0,35.2955505,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.3,2087,37.5,39.02,5.85,97.8,0.0,35.99367975,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.2,1082,37.56,38.92,5.85,97.84,0.0,35.5306245,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.2,2202,37.47,39.16,5.88,97.84,0.0,35.61472425,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.4,1018,38.14,38.62,6.1,97.75,0.0,35.217530249999996,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.4,1984,38.22,39.73,6.51,97.74,0.0,35.24184825,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-3.8,1987,38.32,39.1,6.28,97.81,0.0,35.431326,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-3.8,1860,38.34,39.02,6.25,97.81,0.0,35.607631500000004,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.4,1810,37.9,38.84,6.18,97.78,0.0,35.383703249999996,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,10.25,-4.4,81,38.12,38.81,6.17,97.78,0.0,35.735301,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,12.0,-4.3,842,40.77,42.21,7.55,97.68,0.0,36.181131,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,12.0,-4.3,1416,40.99,42.59,7.72,97.68,0.0,36.313866749999995,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45,12.0,-4.2,1548,40.39,42.2,7.1,97.73,0.0,36.30778725,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
