year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
[-],[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[deg C]
2010,20,8.2,16.275,2.2475,21.05026875,0.156,4.64,-1.6,21.38
2010,20,8.28333333333333,19.85,3.5625,27.94036875,0.3285,4.64,-1.5,20.2825
2010,20,8.38333333333333,14.64,1.9580000000000002,19.555725,0.1282,4.64,-1.6,22.59
2010,20,8.5,16.925,2.2375,22.2408375,0.17475,4.64,-1.65,21.6625
2010,20,8.58333333333333,11.66,1.374,20.34606,0.105,4.64,-1.8,21.752
2010,20,9.91666666666667,9.76,1.824,16.04988,0.07314,4.64,-2.2,28.421999999999997
2010,20,10.0,8.645,1.345,11.47505625,0.05325,4.64,-2.2,28.665
2010,20,10.1833333333333,9.402000000000001,1.694,14.651594999999999,0.06652000000000001,4.64,-2.0,29.105999999999998
2010,20,10.35,9.698333332999999,2.121666667,18.2553875033775,0.08195,4.64,-2.3,29.16333333
2010,20,10.4,11.6,2.3725,17.40256875,0.093975,4.64,-2.4,28.845
2010,20,12.6,0.996,0.63225,25.60989375,0.01415,9.29,-2.3,34.705
2010,20,12.833333333333302,0.74975,0.5329999999999999,26.54715,0.0117,9.29,-1.95,35.45
2010,20,12.966666666666699,1.3145,0.7240000000000001,23.2540875,0.015425,9.29,-1.9,35.8975
2010,20,13.1166666666667,3.805,1.205,15.02143125,0.0276,9.29,-2.55,34.975
2010,20,13.216666666666699,0.10075,0.3895,34.754475,0.008295,9.29,-1.6,35.705
2010,20,15.033333333333301,0.792,0.409,21.0249375,0.0080625,4.64,-1.65,35.2775
2010,20,15.166666666666698,1.429,0.5195,12.017145,0.0092675,4.64,-1.8,37.46
2010,20,15.3666666666667,0.2225,0.44775,31.48674375,0.0076925,4.64,-1.6,38.4425
2010,20,15.45,0.654,0.5485,25.229924999999998,0.009465000000000001,4.64,-1.8,38.4675
2010,20,15.6166666666667,0.15725,0.46825,32.85463125,0.007975,4.64,-1.8,38.66
2010,20,17.766666666666698,1.7625,0.65875,10.28955375,0.01075,4.64,-1.8,37.55
2010,20,17.8333333333333,0.320375,0.843,32.3733375,0.014325,4.64,-2.2,37.2275
2010,20,17.983333333333302,1.09375,0.66825,20.44231875,0.01105,4.64,-1.7,38.105
2010,20,18.05,0.34075,0.5905,30.549487499999998,0.009945,4.64,-1.85,37.9475
2010,20,18.216666666666697,0.26325,0.4955,31.2587625,0.00864,4.64,-1.65,37.4675
2010,20,18.283333333333303,0.821,1.16,29.9922,0.02105,4.64,-2.45,36.9825
2010,20,19.5833333333333,0.16058,0.6152,35.240835000000004,0.015119999999999998,4.64,-1.65,32.408
2010,20,19.6333333333333,1.2336,0.6864,23.122365,0.014459999999999999,4.64,-1.7,34.775999999999996
2010,41,10.0333333333333,22.5,3.1639999999999997,26.445825,0.3286,4.64,-2.0,25.594
2010,41,10.3,23.4,5.106,31.451279999999997,0.6238,4.64,-1.25,25.528000000000002
2010,41,10.4666666666667,26.42,5.62,30.701475,0.6474,4.64,-1.15,25.945999999999998
2010,41,10.65,25.66,4.242,27.459075,0.4202,4.64,-1.55,26.418000000000003
2010,41,10.8,27.98,4.724,28.330470000000002,0.5154,4.64,-1.5,26.418000000000003
2010,41,12.933333333333302,27.875,9.1625,29.35891875,0.58225,9.29,-2.25,28.56
2010,41,13.066666666666698,22.8,6.765,26.3445,0.345,4.64,-1.3,30.7275
2010,41,13.216666666666699,20.2,5.6,25.103268749999998,0.27175,4.64,-1.3,31.525
2010,41,13.35,23.95,7.3225,25.86320625,0.354,4.64,-1.4,31.725
2010,41,13.566666666666698,9.6925,2.515,22.67146875,0.10325,4.64,-1.25,32.0775
2010,41,13.7,13.85,3.1625,22.6968,0.14925,4.64,-1.35,31.5525
2010,41,15.75,13.525,3.5475,20.163675,0.127,4.64,-1.3,31.8725
2010,41,15.833333333333302,10.55,3.1425,23.48206875,0.12075,4.64,-1.35,31.94
2010,41,16.0,12.625,3.355,21.6328875,0.13125,4.64,-2.55,32.63
2010,41,16.0833333333333,9.26,2.4275,20.34099375,0.088225,4.64,-0.85,33.155
2010,41,16.216666666666697,17.6,5.9475,26.445825,0.276,4.64,-2.65,32.1175
2010,41,16.283333333333303,11.8,3.8825,24.419325,0.1505,4.64,-1.25,33.0625
2010,57,7.91666666666667,10.425,0.922,29.0296125,0.18025,4.64,-0.45,15.9925
2010,57,7.98333333333333,8.62,0.9335,31.18276875,0.192,4.64,-0.5,16.05
2010,57,8.63333333333333,11.38,1.686,32.38347,0.3154,4.64,-1.15,16.832
2010,57,11.083333333333302,13.375,3.525,29.0296125,0.2545,4.64,-1.95,22.6625
2010,57,11.183333333333302,17.65,4.135,28.16835,0.31475,4.64,-2.0,22.7625
2010,57,11.433333333333302,23.825,5.205,29.61223125,0.508,4.64,-1.48,22.0225
2010,57,11.55,15.275,4.4525,31.106775,0.3855,4.64,-1.45,22.6725
2010,57,11.6333333333333,20.85,4.735,29.7388875,0.45175,4.64,-1.41,22.1425
2010,57,13.45,25.85,7.2,28.9282875,0.52525,4.64,-1.75,24.9425
2010,57,13.516666666666698,27.8,7.1425,28.472324999999998,0.53875,4.64,-2.1,24.75
2010,57,13.6333333333333,20.15,7.1025,30.8534625,0.51375,4.64,-1.7,25.0925
2010,57,13.7,24.375,6.4925,28.39633125,0.46525,4.64,-1.9,24.9075
2010,57,13.833333333333302,15.925,5.1375,28.19368125,0.29125,4.64,-1.5,26.255
2010,57,13.9,22.575,6.465,28.9282875,0.4495,4.64,-2.25,25.06
2010,57,15.283333333333301,17.8,4.2425,23.22875625,0.212,4.64,-1.8,27.445
2010,57,15.35,18.45,5.0925,26.648475,0.29075,4.64,-2.0,26.4225
2010,57,15.466666666666699,25.625,6.7175,27.53506875,0.45299999999999996,4.64,-1.8,25.705
2010,57,15.516666666666698,21.575,5.4325,26.62314375,0.33299999999999996,4.64,-2.4,25.905
2010,57,15.6166666666667,23.65,6.58,27.28175625,0.39899999999999997,4.64,-1.5,26.325
2010,57,15.683333333333302,26.75,7.455,28.472324999999998,0.5285,4.64,-1.65,25.4375
2010,77,9.58333333333333,16.6,1.445,27.9657,0.2595,4.64,-0.9,18.575
2010,77,9.68333333333333,16.95,1.7675,30.296174999999998,0.34425,4.64,-1.3,18.795
2010,77,9.78333333333333,17.45,1.46,27.73771875,0.2675,4.64,-1.5,19.1025
