year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
2010,41,14.2,8.2825,5.9875,34.349175,0.34975,4.64,-3.05,31.4475
2010,41,14.283333333333301,10.375,6.3225,33.61456875,0.3745,4.64,-3.25,31.6325
2010,41,16.3833333333333,10.6,6.0375,32.044031249999996,0.2955,4.64,-3.07,31.17
2010,41,16.45,8.51,6.8575,34.22251875,0.358,4.64,-3.15,30.7725
2010,41,16.6166666666667,12.4,6.2025,30.802799999999998,0.2925,4.64,-3.15,31.2275
2010,41,16.766666666666698,9.88,7.37,32.7786375,0.3185,4.64,-3.15,32.265
2010,41,16.9166666666667,7.7775,4.9775,32.0693625,0.2115,4.64,-3.1,31.905
2010,57,8.96666666666667,16.7,2.8225,32.322675,0.447,4.64,-1.95,16.6325
2010,57,9.05,15.725,2.69,32.4746625,0.4265,4.64,-1.6,16.695
2010,57,9.35,17.05,2.975,31.48674375,0.41175,4.64,-2.35,17.705
2010,57,9.43333333333333,16.9,2.95,32.14535625,0.45225,4.64,-1.7,17.345
2010,57,9.56666666666667,16.85,3.1725,33.10794375,0.5205,4.64,-2.7,17.3175
2010,57,9.68333333333333,16.25,3.2275,33.335924999999996,0.5295,4.64,-2.1,17.49
2010,57,11.65,23.275,4.7925,29.637562499999998,0.47525,4.64,-2.88,22.7275
2010,57,11.733333333333302,25.75,4.6475,27.83904375,0.4415,4.64,-2.4,22.83
2010,57,11.8666666666667,25.575,4.7575,28.29500625,0.45575,4.64,-2.6,22.8475
2010,57,11.95,23.2,4.62,29.05494375,0.44299999999999995,4.64,-2.75,22.8
2010,57,12.033333333333301,23.6,4.7075,28.7763,0.43925,4.64,-2.75,23.12
2010,57,12.25,24.375,4.545,29.10560625,0.47475,4.64,-3.0,23.84
2010,57,12.35,20.45,2.55,25.2805875,0.26425,4.64,-2.35,24.3375
2010,57,14.066666666666698,19.85,5.0125,28.345668749999998,0.34725,4.64,-2.65,26.305
2010,57,14.15,26.65,5.8375,26.8004625,0.42200000000000004,4.64,-3.2,26.4325
2010,57,14.3,25.475,6.0175,26.87645625,0.402,4.64,-3.15,27.1775
2010,57,14.3666666666667,26.825,6.1075,26.57248125,0.41700000000000004,4.64,-2.95,27.335
2010,57,14.516666666666698,20.725,5.1275,27.2057625,0.327,4.64,-3.1,27.285
2010,57,14.583333333333302,25.825,6.17,27.5604,0.4385,4.64,-3.0,26.8675
2010,57,16.1166666666667,19.8,4.57,25.5339,0.26825,4.64,-2.65,26.88
2010,57,16.25,25.625,6.995,27.78838125,0.45125,4.64,-2.9,27.015
2010,57,16.3166666666667,24.375,6.615,27.83904375,0.42525,4.64,-2.7,26.865
2010,57,16.516666666666698,21.575,5.695,26.927118749999998,0.3375,4.64,-2.8,27.2625
2010,77,9.91666666666667,25.425,3.3325,29.130937499999998,0.4885,4.64,-1.8,19.065
2010,77,9.98333333333333,26.775,3.48,28.219012499999998,0.4795,4.64,-1.2,18.8025
2010,77,10.1333333333333,20.95,2.67,27.07910625,0.31625,4.64,-1.6,19.5475
2010,77,10.2,27.45,3.44,27.5604,0.455,4.64,-1.8,19.67
2010,77,10.3666666666667,21.4,3.0725,29.00428125,0.39175,4.64,-1.6,19.41
2010,77,10.4333333333333,19.7,3.2225,29.890875,0.39925,4.64,-1.3,19.63
2010,77,11.783333333333301,21.85,4.9975,28.04169375,0.37799999999999995,4.64,-3.25,24.6325
2010,77,11.8666666666667,27.55,6.0325,26.4964875,0.42625,4.64,-3.3,25.4575
2010,77,12.016666666666698,26.15,5.185,24.69796875,0.34725,4.64,-2.9,26.15
2010,77,12.1,30.6,6.02,25.7872125,0.45325,4.64,-2.8,25.65
2010,77,12.216666666666699,30.375,6.2575,26.3445,0.47275,4.64,-2.65,25.82
2010,77,12.283333333333301,21.15,4.835,27.053774999999998,0.33025,4.64,-2.65,26.0475
2010,77,14.583333333333302,20.15,7.425,27.307087499999998,0.33525,4.64,-2.8,31.8275
2010,77,14.783333333333301,28.875,7.4125,23.9633625,0.37175,4.64,-2.9,31.025
2010,77,14.933333333333302,22.4,7.77,27.35775,0.37925,4.64,-2.12,31.0
