year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
[-],[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[deg C]
2010,20,8.8,14.3,2.31,32.3733375,0.38075,4.64,-1.9,19.625
2010,20,8.9,14.325,2.31,32.44933125,0.37925,4.64,-2.0,19.8625
2010,20,9.08333333333333,9.275,1.12,26.52181875,0.1225,4.64,-2.5,21.675
2010,20,9.15,15.075,2.075,29.080275,0.26525,4.64,-2.5,21.005
2010,20,9.31666666666667,12.925,3.4025,31.94270625,0.32625,4.64,-2.6,23.29
2010,20,9.4,12.65,3.8825,32.829299999999996,0.37325,4.64,-2.5,23.485
2010,20,10.8666666666667,14.225,3.47,23.7607125,0.16399999999999998,4.64,-2.95,31.0
2010,20,10.983333333333302,16.45,4.355,27.6110625,0.264,4.64,-3.05,29.7725
2010,20,11.15,17.125,4.6325,26.2938375,0.245,4.64,-3.25,31.1225
2010,20,11.233333333333302,16.975,4.265,23.68471875,0.19899999999999998,4.64,-3.55,32.05
2010,20,11.3833333333333,14.65,5.0425,26.268506249999998,0.21075,4.64,-4.05,33.1175
2010,20,11.466666666666699,15.575,5.5175,27.1044375,0.24525,4.64,-4.1,32.515
2010,20,13.45,5.465,3.02,27.99103125,0.091775,4.64,-2.95,35.9725
2010,20,13.55,11.6,4.65,26.141849999999998,0.16425,4.64,-3.05,35.0875
2010,20,13.683333333333302,8.03,3.4475,25.96453125,0.1105,4.64,-3.25,35.9325
2010,20,13.75,13.45,5.165,26.015193749999998,0.19025,4.64,-3.55,35.4725
2010,20,13.933333333333302,8.2675,3.675,27.12976875,0.126,4.64,-4.05,36.33
2010,20,14.0,10.25,5.135,29.0296125,0.192,4.64,-4.1,35.8075
2010,20,15.85,7.3325,5.5925,29.20693125,0.14725,4.64,-3.45,37.19
2010,20,15.933333333333302,10.3,7.2825,28.4216625,0.1945,4.64,-3.4,37.005
2010,20,16.1166666666667,8.6425,5.78,25.86320625,0.128,4.64,-3.5,38.375
2010,20,16.216666666666697,4.4,4.085,27.68705625,0.07905,4.64,-3.15,39.6175
2010,20,16.85,7.0575,7.5075,29.10560625,0.1535,4.64,-3.5,38.875
2010,20,18.6666666666667,5.7825,7.2175,30.47349375,0.152,4.64,-2.6,36.755
2010,20,18.733333333333302,3.05,5.2925,32.044031249999996,0.1045,4.64,-3.3,37.12
2010,20,18.85,4.3575,4.9675,29.2322625,0.095225,4.64,-2.65,37.34
2010,20,18.9333333333333,5.5725,2.755,20.44231875,0.054175,4.64,-3.5,36.495
2010,20,19.1166666666667,4.7825,6.865,31.917375,0.155,4.64,-3.05,35.5075
2010,20,19.2,5.6125,6.67,31.18276875,0.1555,4.64,-2.95,35.1125
2010,41,8.83333333333333,11.225,3.0925,33.36125625,0.3595,4.64,-2.3,22.44
2010,41,8.91666666666667,10.6775,3.505,33.46258125,0.35025,4.64,-1.5,22.6725
2010,41,9.03333333333333,9.9,3.4,34.42516875,0.37225,4.64,-2.1,22.4525
2010,41,9.11666666666667,8.5425,3.515,35.46375,0.4105,4.64,-1.5,22.12
2010,41,9.26666666666667,8.555,3.1875,35.05845,0.36775,4.64,-2.1,22.035
2010,41,9.33333333333333,6.5425,2.66,35.18510625,0.28325,4.64,-1.8,22.2125
2010,41,10.7,12.2,4.9925,33.133275,0.38925,4.64,-2.3,26.2275
2010,41,10.783333333333301,12.075,5.135,33.43725,0.4035,4.64,-2.25,26.3875
2010,41,10.9,11.3,4.7625,32.829299999999996,0.341,4.64,-2.7,27.0275
2010,41,10.983333333333302,11.625,4.665,32.8799625,0.35125,4.64,-2.55,26.9925
2010,41,11.15,11.025,4.97,33.5892375,0.3795,4.64,-2.75,26.5625
2010,41,11.233333333333302,9.7675,5.005,34.24785,0.387,4.64,-2.5,26.1175
2010,41,13.733333333333302,9.46,5.8875,33.8932125,0.36225,4.64,-3.35,30.5625
2010,41,13.85,9.66,5.805,33.7918875,0.35475,4.64,-3.3,30.7675
2010,41,13.966666666666699,8.805,5.7725,34.01986875,0.33899999999999997,4.64,-2.95,31.2475
2010,41,14.066666666666698,9.505,5.41,33.133275,0.31,4.64,-3.15,31.3625
