output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
Ci(wue),CO2-Ps,,,,,0.004125041282537881,0.008744600900854332
Ci(cgn),PPFD,0.0006931882570675582,0.0010348614669837535,0.01691879454628403,0.0016084067572215473,,
Ci(cgn),Tair,0.04011081731386939,0.0026343739878875103,0.08840156385664968,0.0031438382193678415,,
Ci(cgn),VPD,0.40285243369931517,0.007587851349003803,0.5068286983809912,0.006077322482494357,,
Ci(cgn),CO2,0.3126140340710784,0.006005813876969358,0.40247761023570705,0.004983240236651081,,
Ci(cgn),Ps,0.11135723126813037,0.0037749082179809688,0.16963815466491347,0.0024169659406800426,,
Ci(cgn),PPFD-Tair,,,,,0.0011643603759868767,0.0017348206261237568
Ci(cgn),PPFD-VPD,,,,,0.0016521007323894166,0.0028375493082787324
Ci(cgn),PPFD-CO2,,,,,0.0006905080201939362,0.001954672202195315
Ci(cgn),PPFD-Ps,,,,,-0.00010937393560256359,0.0017169565229225503
Ci(cgn),Tair-VPD,,,,,0.014565159307104725,0.004621823811290244
Ci(cgn),Tair-CO2,,,,,0.0007052264238175954,0.004573885268240489
Ci(cgn),Tair-Ps,,,,,0.0016446624436209228,0.0040912323045373365
Ci(cgn),VPD-CO2,,,,,0.048891962762653285,0.0126820411975479
Ci(cgn),VPD-Ps,,,,,0.004085241977937512,0.011321937740659331
Ci(cgn),CO2-Ps,,,,,0.019962330153887528,0.009271939205536532
Ci(pmax),PPFD,0.006468121503459616,0.0017801665204263879,0.02925106146780841,0.0015832146180865432,,
Ci(pmax),Tair,0.13527297362282234,0.004455856468057358,0.20830373071164032,0.003748190035119176,,
Ci(pmax),VPD,0.29762974749952936,0.007901824812459447,0.3861352764753355,0.005498998942466105,,
Ci(pmax),CO2,0.2943850261276821,0.005154778400096906,0.3689868298221049,0.004836605561007716,,
Ci(pmax),Ps,0.13723569242720776,0.0038170119704006348,0.1810481956682111,0.002844379189507071,,
Ci(pmax),PPFD-Tair,,,,,0.0029095721008716158,0.00284241262743149
Ci(pmax),PPFD-VPD,,,,,0.00159426369978094,0.0037802105929174447
Ci(pmax),PPFD-CO2,,,,,0.0008930474192481719,0.0031162094354354624
Ci(pmax),PPFD-Ps,,,,,-0.0003378845636958505,0.0029564761572785517
Ci(pmax),Tair-VPD,,,,,0.024184635359584095,0.006537643487494561
Ci(pmax),Tair-CO2,,,,,0.015698960793029737,0.007077353479037316
Ci(pmax),Tair-Ps,,,,,0.002925127101598035,0.006312150732069497
Ci(pmax),VPD-CO2,,,,,0.03231465002198297,0.012481752275017423
Ci(pmax),VPD-Ps,,,,,0.0021186498051733726,0.010642149966822757
Ci(pmax),CO2-Ps,,,,,0.015651265155441713,0.007537126830215184
Ci(cmax),PPFD,0.006005990204537239,0.0014689354229018257,0.017457031347357373,0.001205607234232357,,
Ci(cmax),Tair,0.10116840862605121,0.005381833323683391,0.2413612918180294,0.003966652089722013,,
Ci(cmax),VPD,0.26816902976565454,0.008500931098803831,0.5786092103131713,0.008511788362784411,,
Ci(cmax),CO2,0.20138171808120758,0.006435535200265627,0.4331027721105685,0.005837385047780169,,
Ci(cmax),Ps,0.02692419941523569,0.005318166031481687,0.3292439807978729,0.005602923143583688,,
Ci(cmax),PPFD-Tair,,,,,0.0016716097189048845,0.001918752222381948
Ci(cmax),PPFD-VPD,,,,,-0.0007948466964993739,0.0023843228363265336
Ci(cmax),PPFD-CO2,,,,,0.0009444722288095009,0.002315387509791196
Ci(cmax),PPFD-Ps,,,,,-0.0001629055005652677,0.0019402984852691302
Ci(cmax),Tair-VPD,,,,,0.0064773970131602465,0.007772952675884463
Ci(cmax),Tair-CO2,,,,,0.018907780287915565,0.009285614145524018
Ci(cmax),Tair-Ps,,,,,0.03356386622705597,0.008334728023559954
Ci(cmax),VPD-CO2,,,,,0.05259532329577221,0.01471333139138675
Ci(cmax),VPD-Ps,,,,,0.09012549213339258,0.01250514642324608
Ci(cmax),CO2-Ps,,,,,0.022151324073336004,0.009147638505871547
Ci(lcst),PPFD,0.010311359476716672,0.0014008515170889693,0.023405108848108758,0.0008277623287783602,,
Ci(lcst),Tair,0.09644647132791918,0.0033854294344161785,0.147925441638962,0.0018841064682922014,,
Ci(lcst),VPD,0.38149607537036123,0.007041212016003694,0.4681725853404887,0.005826641911161986,,
Ci(lcst),CO2,0.2904181130754002,0.005371153858353553,0.3713515929729839,0.004672311646256924,,
Ci(lcst),Ps,0.09805749497834515,0.0033295982074293376,0.14386272571809836,0.0022670494953653895,,
Ci(lcst),PPFD-Tair,,,,,0.0034311982799593854,0.0020440202887626233
Ci(lcst),PPFD-VPD,,,,,0.0009472702104632025,0.0023044856552266245
Ci(lcst),PPFD-CO2,,,,,0.0017687729897433724,0.002216097665729409
Ci(lcst),PPFD-Ps,,,,,0.00013734112371713292,0.0021013724409567323
Ci(lcst),Tair-VPD,,,,,0.011341134860996305,0.005631583165719355
Ci(lcst),Tair-CO2,,,,,0.004359034838568254,0.00666644727381175
Ci(lcst),Tair-Ps,,,,,0.010032046188656427,0.0057981775818630185
Ci(lcst),VPD-CO2,,,,,0.04903031996921503,0.01259533791632616
Ci(lcst),VPD-Ps,,,,,0.0038946246022907305,0.010628039257711533
Ci(lcst),CO2-Ps,,,,,0.012000415981009982,0.008465321956916055
Ci(cap),PPFD,0.0019218044215106372,0.003771710498844447,0.17648817610056006,0.0054408632183318515,,
Ci(cap),Tair,0.062135443305107195,0.009201480478210108,0.9176937950277163,0.01011446835995994,,
Ci(cap),VPD,0.002812962770155054,0.005030189796395931,0.3074289985920167,0.006253125952696779,,
Ci(cap),CO2,-0.0011502590401241146,0.008800569613191195,0.8245193452925486,0.010412424584324264,,
Ci(cap),Ps,0.05084088064741478,0.007446539379681896,0.5127132131093715,0.008543874957604522,,
Ci(cap),PPFD-Tair,,,,,-0.0007869792413869453,0.006079721966834826
Ci(cap),PPFD-VPD,,,,,-0.0018558065380718668,0.005059080491054588
Ci(cap),PPFD-CO2,,,,,-0.0036804110883659827,0.005744502918547048
Ci(cap),PPFD-Ps,,,,,-0.002609480222135578,0.0052283576339444355
Ci(cap),Tair-VPD,,,,,-0.004069491991733656,0.011737149496065072
Ci(cap),Tair-CO2,,,,,0.3797240771776666,0.014558857121593164
Ci(cap),Tair-Ps,,,,,0.02139872524822016,0.013918828988629867
