highCa_dry_inter,highCa_dry_wet,highCa_inter_inter,highCa_inter_wet,highCa_wet_inter,highCa_wet_wet,highD_dry_inter,highD_dry_wet,highD_inter_inter,highD_inter_wet,highD_wet_inter,highD_wet_wet,insample_dry_inter,insample_dry_wet,insample_inter_inter,insample_inter_wet,insample_wet_inter,insample_wet_wet,vargb_insample_inter_inter,vargb_insample_wet_wet,model,variable
0.022858719350031434,0.028927940403144264,0.01181615513183254,0.018103420168552768,0.008186006640750122,0.007411655380021929,0.015688679974722876,0.018131033389970515,0.01592250681191138,0.012052166396763753,0.021842266904301567,0.014277044868485205,0.026031357706899096,0.03311129596685169,0.014981822360931086,0.02001985392886875,0.01512210015647729,0.006930961702216077,0.01504953460555965,0.007024596873043662,lcst,gs
0.007946788864119902,0.012592085967044205,0.011883638991243244,0.012921552766875594,0.013382157730756052,0.010271423358624574,0.0061472493326013315,0.012185143515017071,0.009934372019216129,0.013211570439496908,0.012449744076507887,0.008114332369161543,0.008504093582742706,0.018500241117659293,0.012785152781075025,0.019890729704368858,0.013541090882790187,0.009717944638919474,0.012841266900512294,0.0098710529424229,cap,gs
0.008369658924728997,0.01673118086548011,0.012728971059915337,0.020848350540489405,0.01179830139724285,0.012280772482242975,0.007413403112848273,0.010245143625714694,0.010576735484025549,0.012349042083306108,0.013626225828101293,0.010178631636402488,0.00834248038189752,0.01710611736887733,0.01138989800402179,0.02037424438144285,0.012406118165166787,0.01009245318525776,0.01167584255942761,0.010974953947160975,mes,gs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,std1,E
0.21738985982315276,0.13982736877348373,0.15289025881599622,0.191306119876275,0.16062114369182276,0.2715773267775947,0.37213744417466227,0.26817848581575876,0.3161482170107687,0.4006209411385735,0.33418767519695486,0.5655988517873923,0.2552935226706445,0.17980281749478366,0.20855453504319008,0.2648134425111541,0.22181736346004818,0.374209401531759,0.20817724436104704,0.37324135232458433,std2,E
0.26443305067826395,0.4317600930498264,0.2423748692660552,0.31376827299116644,0.1988575616283278,0.08820409691902609,1.358267562975375,1.6910123837662436,1.225538637243866,1.50352858429416,0.7792272701684471,1.3382514926590936,0.5691869801281799,0.5804846102958616,0.3112369501536892,0.37939237979481905,0.5013120681197859,0.08845194696551296,0.38470404942470826,0.08557049723099543,tuz,E
0.2967259027159216,0.36671098115717937,0.19543290055230422,0.23630747060709886,0.2253594929921535,0.1187722934211001,0.505416892873422,0.6131022172778547,0.4203645906138811,0.4386703760134682,0.5059016550321549,0.2689973865692332,0.3690449827958433,0.4588330823105324,0.26393941964627676,0.32683866630052383,0.27335663746587535,0.14005991713381352,0.2637839499405515,0.1391677310883134,sox1,E
0.3299354967700421,0.397465209983325,0.18240255092908214,0.22831346668925034,0.20384869094530236,0.10114173672123744,0.4947633048162011,0.5492606328339336,0.5350178611572121,0.3973097078482701,0.7596986485802423,0.5056658287780453,0.38449946473277946,0.4723860279692354,0.25144791883833534,0.2925876523885247,0.3019588612869158,0.1380485700166542,0.25107477547667867,0.13530148414363297,sox2,E
0.698285056822481,0.8769584908914415,0.4797035333641942,0.6895682113905476,0.3113299582814879,0.5073353981412017,0.7395933793280935,0.7570851636194671,0.9165120955618397,0.9819746394563199,0.9806738991181475,1.1292397881370861,0.5387415796216944,0.6634485139440973,0.3556021652898275,0.3566421074575311,0.46333909610608215,0.31556015847750646,0.35711294304213437,0.3185871685819767,wue,E
0.3593547593684109,0.45302168967109635,0.28318591456724707,0.3980193834695754,0.25719415977893884,0.29711417566635223,0.6424253134575983,0.6882482956722502,0.882750036664411,0.7516550597230275,1.1705894449995065,1.018541429059839,0.3391456376901842,0.3856487552483065,0.34415822222064074,0.3088427619261521,0.4675189744048972,0.343731634259856,0.3451153653637359,0.3449936080522056,cmax,E
0.3189349035480417,0.38529565108357555,0.19020168924850153,0.2301043158961805,0.22996804558696127,0.12660792056179454,0.49347775368923613,0.5504505641852304,0.53102684953192,0.3931931018657663,0.750681717467584,0.48542469172664393,0.37571713952240776,0.4615345353785506,0.26016365624666354,0.2904591921885585,0.3263011978614784,0.15037803694406718,0.25971026342833703,0.15226808396669606,pmax,E
0.35259127064041546,0.38372748745807617,0.20624768565045695,0.20686748917649084,0.2539118578210533,0.34375128988921866,0.5733651524141894,0.6364245676246921,0.413123831455868,0.4889819502876484,0.5781729242411251,0.39842952835059764,0.4330203947495381,0.4800364308920371,0.2612929983085519,0.2828278721999242,0.2666141811433744,0.1463068317462726,0.40881615678825517,0.47469525473630636,pmax2,E
0.3602676660164984,0.4523320493078824,0.18063835666112216,0.2830845003232722,0.1545390666379313,0.0920202213510509,0.4785218555354824,0.5506186939183155,0.5337577977666215,0.3714621905231997,0.761944089612321,0.44255374024523597,0.38618277553512176,0.5034107745641427,0.24125922909882044,0.3208529692571356,0.2766046900274432,0.08431506900603743,0.24167721632229555,0.08991583587457146,cgn,E
0.36756979870625006,0.47279203960696786,0.19772010340899734,0.32273511113237546,0.136108836373277,0.1206157681514183,0.4977510672346272,0.5480128522992295,0.5544898844003788,0.4103676840456309,0.7848134006702029,0.5335995028510907,0.402993154507035,0.5144820212855333,0.24857224385674237,0.33454999521750867,0.2697433497471384,0.10298736861523222,0.24853729015014278,0.10412903375837913,lcst,E
0.1151463071147579,0.1870282197363382,0.15950056922624825,0.21044721584094692,0.20045152256506193,0.1572972232729339,0.18241398695688488,0.35405274254211483,0.30571030794147747,0.4491088234103217,0.39601581514172146,0.23561717891728734,0.11885908559450506,0.2718116456265739,0.18467032421011723,0.33754282924256607,0.19986303808875316,0.13020358423231498,0.18429710484000336,0.1315839499535235,cap,E
0.10656813219557253,0.22097843932774727,0.14491487945054082,0.2941476145078289,0.13533944312023002,0.12998133507492093,0.2424120391489244,0.2785283622302157,0.34997943176350044,0.3733409070640289,0.47940622051661413,0.34502213707034335,0.11679638096282861,0.22794794155559306,0.1562944239443803,0.29977346542003963,0.20238717912478468,0.12127302784678654,0.15615196599358244,0.12451869881369679,mes,E
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,std1,A
2.3724700160380534,1.1120088209745085,0.39361278765818,0.3800115710172254,0.2580963362519323,0.5156293029433254,1.5270323287965604,0.754500779892504,0.5776937765093879,0.639765241122994,0.45823682603843585,0.8689574946594423,1.7794086642162525,0.845220152473847,0.48778126655119985,0.5182646634909616,0.3638684341412898,0.703217346569396,0.48825926151762117,0.7041537697478657,std2,A
2.5557195168320606,3.4119573435601076,1.0530058291114697,0.6890839068096283,0.4083794364956664,0.1097908459506774,3.307881920472811,3.7070298052101447,3.226780768505936,1.6845165623320153,0.753063808385549,3.3550227984511434,2.957942445731104,2.8615473192204295,0.7113846824412337,0.8264780371070963,1.8349824290697814,0.12340785386551571,0.9826768263559615,0.12655177530639564,tuz,A
3.0321503512169534,3.370355978072381,0.46799345487227395,0.4610850064782551,0.5790698208043846,0.24384803344431324,1.9890209321500374,2.2915333065793555,0.7616704088639027,0.7010592632457711,0.9375831358437487,0.4766098938303093,2.4545264706535432,2.7558063900453957,0.576325227311112,0.6319553872354352,0.614241626747309,0.2579827123285819,0.5787100177463278,0.25808036145855273,sox1,A
3.3827047088229265,3.6629841183608693,0.4285616992198826,0.5382789582402626,0.3750339976741661,0.12126259245369352,1.9565867279194262,2.2416520969918996,0.952858296933012,0.6780144821600655,1.3104401595546606,0.7696367475627985,2.6140079411521397,2.907450758086931,0.548992628437244,0.6593172814678414,0.5533558226118146,0.19193060241039273,0.5511161331029393,0.18649281393179923,sox2,A
4.194880436475125,4.391122000529951,0.7151447700515853,0.8595147145233123,0.23761252798154572,0.3311219903802076,2.710584989580787,2.589672874416811,2.6564866640659517,2.4798325664088336,2.8353714889382555,2.862969535691787,3.124638214277099,3.4118617383529948,0.8728163278060234,0.6978066488983938,1.128081996432896,0.6233048254227671,0.8809208517313817,0.6324521503727274,wue,A
3.168002880846445,3.5064222431729966,0.47865255742325935,0.5892513535356431,0.4074198017298625,0.21791204706729594,2.143562144914603,2.3432762287804914,2.03997774798367,1.5806867689536468,2.5184428210981187,2.021092528616939,2.154711977636146,2.412333779711074,0.7528423176940743,0.5837620139972468,1.0126676666964134,0.623838883430703,0.7572947871065749,0.6285798224107372,cmax,A
3.318304633776259,3.6102183340904244,0.43173151868181286,0.5249435930270567,0.4338558914524257,0.1485532627835419,1.9521158472668023,2.252915561584034,0.9437224300899016,0.6725385932799735,1.2931379245541008,0.7331330588839418,2.5713466939648457,2.8694793699341,0.5604024693085459,0.651280881065019,0.6090672555826765,0.21195342700265946,0.5596760096817018,0.21378721849016144,pmax,A
3.5961583459228814,3.7321708074760718,0.4564348535804362,0.4692560212564071,0.43563484783409534,0.16607126560394736,2.3318362521419025,2.4915065813878003,0.7063238392486586,0.6810897860486893,0.8258375595714967,0.5701802557956719,2.878100883505045,3.026241169569486,0.5799468398722663,0.6331940976843808,0.4462772575773728,0.11610521409318025,0.5860415309023234,0.2886809671930902,pmax2,A
3.628687779511434,3.9431245462987397,0.4564477476793258,0.6242967939763107,0.2645784283165591,0.06953755719987967,1.8800955704457838,2.270398848940305,0.952104772400659,0.655730338073298,1.3163686423041012,0.6591779346110372,2.6727801311087673,3.0505459165321542,0.5448167955622428,0.7189461861001385,0.4979734174218785,0.10363871985489843,0.5461172894144188,0.10709688686413205,cgn,A
3.4724858528613094,3.7787246409587576,0.4907671739732867,0.6731917633219433,0.23919191373712237,0.12757488965591357,1.948133526669039,2.228758490149224,0.9969724779014484,0.7038014615134106,1.3652391671452666,0.8240969133954792,2.670539403291239,2.9817342595806102,0.5645430222113286,0.7385200335982507,0.48170244703153847,0.13578142380843566,0.5655570238702835,0.13647337801699538,lcst,A
1.5812382431229084,1.153381794066004,1.6657659234764959,0.9159871365175216,1.4731296636049775,1.1739480226592922,1.059040419099715,0.9101896548940808,1.4916434869180628,0.998442128199832,1.6560225702430496,1.3339446036115465,1.1359273002777115,0.9939293608514109,1.3606133363423494,0.8194204218806443,1.3833615792027247,1.090491598134441,1.3586250805420592,1.0886603225885516,cap,A
1.5832757083459763,0.8103539417536313,1.2455094769568618,0.6423480059907348,1.075909725190248,0.8793322893950524,1.253265778976449,0.7775103710174077,1.6491568588494536,1.1799977694716512,1.8041213070916293,1.5805906953884326,1.2801316778854566,0.7399082861983846,1.3862363703056269,0.8794979887200743,1.3944340522937613,1.1904112249080092,1.386131560548761,1.1910112671826132,mes,A
