highCa_dry_inter,highCa_dry_wet,highCa_inter_inter,highCa_inter_wet,highCa_wet_inter,highCa_wet_wet,highD_dry_inter,highD_dry_wet,highD_inter_inter,highD_inter_wet,highD_wet_inter,highD_wet_wet,insample_dry_inter,insample_dry_wet,insample_inter_inter,insample_inter_wet,insample_wet_inter,insample_wet_wet,vargb_insample_inter_inter,vargb_insample_wet_wet,model,variable
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,std1,gs
0.012954776355346231,0.008124707603612832,0.008940959145111255,0.011563172360319476,0.009386183833356347,0.015828070500787817,0.011788075239193029,0.00801366402480238,0.009399896680633115,0.012207980685775723,0.009842297436568621,0.01665627082111441,0.015855209164367372,0.010675459828467189,0.01241952662520407,0.01617836612830808,0.013103453891045752,0.02208746183163526,0.012442030415921727,0.02212596539971915,std2,gs
0.016613903263198563,0.025978941643395866,0.012054793077372011,0.01668791434284322,0.01092839849302775,0.004928560697631329,0.038031517518166975,0.04719145994973739,0.032433944008650725,0.03825592610996596,0.019776503568242825,0.03463041646639736,0.030988921897960812,0.03444613727096971,0.016782946893697557,0.02048911160640293,0.025094159589470536,0.005469794715461509,0.019644734765335375,0.005174122827060015,tuz,gs
0.01816810150519295,0.022809519875210304,0.012695176430645827,0.015386563567288205,0.014065272110981646,0.009991269452368856,0.015620192156916755,0.019051830646862816,0.013262836169181587,0.013021224030646358,0.016365678567257215,0.009888584292059703,0.022721291525077507,0.028422764286397548,0.01652856102540513,0.019487650831740935,0.018014654515088078,0.01133563234530075,0.016554201497327153,0.011319747466876418,sox1,gs
0.020728067864187807,0.025239021598015797,0.011812349691643815,0.01583900560946219,0.010954057240363881,0.008491062706264636,0.015733431131396917,0.018324140143898455,0.015398052246562346,0.012387657985007572,0.020851133112934263,0.013652384179096134,0.025089650373706137,0.031190793495569354,0.015878172492509775,0.02015544232833245,0.0162804648737593,0.010277120103451021,0.0159592003361125,0.010332965134483757,sox2,gs
0.047537873595570164,0.059364189756755587,0.03560345116935636,0.04916906846233469,0.025922117955040395,0.039122206263176806,0.022350114708632383,0.022837554466544813,0.02815614546812425,0.027031638949817985,0.031851017660570476,0.03243543555574034,0.03712292329834484,0.046411498842668576,0.021922264771832692,0.027022056311004978,0.022739677316971796,0.01915587787072671,0.022129056013477907,0.01945078283082559,wue,gs
0.02690768765013509,0.03391943974593059,0.024939445574692694,0.034465390239485486,0.021091234711904105,0.028695981278772074,0.01859100876389471,0.02033231972467937,0.025105648308134436,0.021285534991654018,0.032633699903456506,0.02786589731137816,0.02361962703970547,0.02840061788566995,0.022348006262961576,0.024824084470725694,0.02577083899449971,0.022494192902570122,0.022541137387481622,0.022748911669749444,cmax,gs
0.019946427442163607,0.02464086220735766,0.012372030900841019,0.016874509792093224,0.01295182342621822,0.011284633811678449,0.015567547537232933,0.01811104867466049,0.015581921050736112,0.012303197776560467,0.021145817900839723,0.013602306048175646,0.02430793235442982,0.03042021104335511,0.016260189723072353,0.01987982135871128,0.018255574572871837,0.01141771502905529,0.016404366955506018,0.011764261177826378,pmax,gs
0.021845650014942763,0.02419321701311617,0.014724993746194709,0.015746083749040844,0.01751102035846994,0.034195715084613554,0.019067036177882652,0.022551719072911865,0.012237643050478487,0.023897691386954578,0.021497371763258857,0.011711357305685215,0.027069667939885574,0.03028019858404374,0.01739321653326466,0.01955024282964769,0.017102422944918,0.01590599284864341,0.0440526771939624,0.057277940897274254,pmax2,gs
0.022020300915250493,0.027840393420660824,0.011381278463536688,0.018394327544888137,0.00845549302497552,0.008879204014364898,0.01490192006011264,0.018014599428886238,0.015379169445783486,0.01129444881610948,0.021235646170421882,0.011884814847804232,0.02459204357061735,0.032158334736701245,0.014600689695613074,0.02048920223639058,0.014954467996544648,0.007080441246362796,0.014771053733980962,0.00785636882724573,cgn,gs
