output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
gs(std1),PPFD,0.0007436609666887769,0.0009458226793979769,0.013933010609355269,0.0032560810338436255,,
gs(std1),Tair,0.019320050153074607,0.003627764864691758,0.17060348045388088,0.011253997083912816,,
gs(std1),VPD,0.04098803836694052,0.007610509386728974,0.2768569183338923,0.016030196830158022,,
gs(std1),CO2,3.6416884662079275e-05,0.0020164961279675883,0.03202507575604001,0.0037017957262101197,,
gs(std1),Ps,0.5743180965450289,0.025378144757150313,0.921711441710923,0.03607470182576326,,
gs(std1),PPFD-Tair,,,,,0.0006619717865055628,0.0016082983858639053
gs(std1),PPFD-VPD,,,,,0.000982044487329095,0.0020055297559200226
gs(std1),PPFD-CO2,,,,,2.6815478385835028e-05,0.001520750011370254
gs(std1),PPFD-Ps,,,,,0.005772583390328934,0.003989680747373493
gs(std1),Tair-VPD,,,,,0.007245647504754746,0.00820191232386729
gs(std1),Tair-CO2,,,,,0.0018953994213162808,0.006649507702963366
gs(std1),Tair-Ps,,,,,0.09900843986424834,0.012991632697124922
gs(std1),VPD-CO2,,,,,0.0064255087668063145,0.01706765595945777
gs(std1),VPD-Ps,,,,,0.18022512054030893,0.03584248626739024
gs(std1),CO2-Ps,,,,,0.00817696718894445,0.007629706701093376
gs(tuz),PPFD,0.05443963556506129,0.003249008558146872,0.10328932583415744,0.0027074049251379724,,
gs(tuz),Tair,0.5374731488336532,0.007302790622393931,0.6569015277410902,0.006713982791114452,,
gs(tuz),VPD,-7.060209743466481e-05,0.0012086938896694857,0.018251488268889428,0.001246829661649707,,
gs(tuz),CO2,0.06851811852849603,0.004116433098622775,0.14192517129810114,0.002339778043993738,,
gs(tuz),Ps,0.20035610419823835,0.005328633879435537,0.2743935486357273,0.004171296970078119,,
gs(tuz),PPFD-Tair,,,,,0.018992992767943084,0.004022839876019774
gs(tuz),PPFD-VPD,,,,,0.0013082664425200412,0.004395394148642015
gs(tuz),PPFD-CO2,,,,,0.0018405372810357395,0.004579321669050514
