doy,hod,A(std1),E(std1),gs(std1),gb(std1),Ci(std1),Tleaf(std1),Pleaf(std1),Rublim(std1),Ps(std1)
201.0,11.0,5.590142659146007,0.6295303857630405,0.040838843337923154,1000.0,19.77464533696749,19.246456127466658,-0.6237514908810771,True,-0.0017239804079679584
201.0,11.5,5.537601970469404,0.6407381015792561,0.039914072402082085,1000.0,19.479590347378686,19.899320649966928,-0.652030446291505,True,-0.0017296085594928781
201.0,12.0,5.482098077907116,0.6485147614670798,0.039085692329696636,1000.0,19.237771214042365,20.433662715882733,-0.6520354370837106,True,-0.0017352515574979347
201.0,12.5,5.43131580861317,0.6535458727574084,0.038402621689986136,1000.0,19.051281725329346,20.84533763098959,-0.6520404410328893,True,-0.001740909431853486
201.0,13.0,5.391584979363308,0.6564760531006119,0.03790342294606312,1000.0,18.921715308142424,21.1311526330875,-0.652045458165496,True,-0.0017465822124713144
201.0,13.5,5.367458649075968,0.6578112002343494,0.037614913563059835,1000.0,18.850167661018858,21.28889161558655,-0.6520504885080219,True,-0.001752269929304655
201.0,14.0,5.361411326031007,0.657841703487213,0.03755121521270221,1000.0,18.837239745644364,21.317332280332344,-0.6520555320869951,True,-0.0017579726123482292
201.0,14.5,5.373643429900822,0.6565941786795104,0.03771303466536605,1000.0,18.883039852232987,21.216255593068997,-0.6520605889289802,True,-0.0017636902916382802
201.0,15.0,5.401961662982993,0.6538138191915874,0.03808689497600191,1000.0,18.98718401008761,20.98644747194497,-0.6520656590605789,True,-0.0017694229972526
201.0,15.5,5.441671179979155,0.6489717719744159,0.03864381707403469,1000.0,19.14879461434556,20.62969269845049,-0.6520707425084291,True,-0.0017751707593105601
201.0,16.0,5.485302716630768,0.6412761386133146,0.039336123547851834,1000.0,19.366497752893373,20.14876110318487,-0.6520758392992061,True,-0.0017809336079731481
201.0,16.5,5.521559988034625,0.629616719076642,0.04008771322719299,1000.0,19.63842032688366,19.547386151674115,-0.6238072869428313,True,-0.001786711573442994
201.0,17.0,5.530802046236259,0.6121610164739842,0.040757243920080025,1000.0,19.962188723100198,18.83023615891001,-0.6238124396107523,True,-0.0017925046859644034
201.0,17.5,5.460815052835543,0.5839561721733748,0.04094871373397176,1000.0,20.33493219600733,18.00287860363689,-0.5955440015598285,True,-0.0017983129758233948
201.0,18.0,5.047601342037966,0.5192052769010932,0.038611676513094835,1000.0,20.75330321174407,17.071739188989344,-0.5107284856539751,False,-0.0018041364733477224
201.0,18.5,1.8802160140293336,0.1852681467078804,0.014708030995757999,1000.0,21.21363742265293,16.044036864210856,-0.1997247945076041,False,-0.0018099752089069132
201.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
