doy,hod,A(std),A(tuz),A(sox1),A(sox2),A(wue),A(cmax),A(pmax),A(cgn),A(pmax2),A(lcst),A(cap),A(mes),E(std),E(tuz),E(sox1),E(sox2),E(wue),E(cmax),E(pmax),E(cgn),E(pmax2),E(lcst),E(cap),E(mes),gs(std),gs(tuz),gs(sox1),gs(sox2),gs(wue),gs(cmax),gs(pmax),gs(cgn),gs(pmax2),gs(lcst),gs(cap),gs(mes),gb(std),gb(tuz),gb(sox1),gb(sox2),gb(wue),gb(cmax),gb(pmax),gb(cgn),gb(pmax2),gb(lcst),gb(cap),gb(mes),Ci(std),Ci(tuz),Ci(sox1),Ci(sox2),Ci(wue),Ci(cmax),Ci(pmax),Ci(cgn),Ci(pmax2),Ci(lcst),Ci(cap),Ci(mes),Tleaf(std),Tleaf(tuz),Tleaf(sox1),Tleaf(sox2),Tleaf(wue),Tleaf(cmax),Tleaf(pmax),Tleaf(cgn),Tleaf(pmax2),Tleaf(lcst),Tleaf(cap),Tleaf(mes),Pleaf(std),Pleaf(tuz),Pleaf(sox1),Pleaf(sox2),Pleaf(wue),Pleaf(cmax),Pleaf(pmax),Pleaf(cgn),Pleaf(pmax2),Pleaf(lcst),Pleaf(cap),Pleaf(mes),Rublim(std),Rublim(tuz),Rublim(sox1),Rublim(sox2),Rublim(wue),Rublim(cmax),Rublim(pmax),Rublim(cgn),Rublim(pmax2),Rublim(lcst),Rublim(cap),Rublim(mes),Ps(std),Ps(tuz),Ps(sox1),Ps(sox2),Ps(wue),Ps(cmax),Ps(pmax),Ps(cgn),Ps(pmax2),Ps(lcst),Ps(cap),Ps(mes)
217,14.0,6.003115458079164,6.98526176247046,6.544247793021598,6.899502268082378,7.129346237216499,7.053781476366985,6.881478488920334,7.036311776141146,7.018731691026123,7.152948243143226,5.406932427548279,5.4499891784726024,0.748885828393499,1.1560774768505213,1.0128238514798562,1.1059208638052835,1.251687767368022,1.1992160225544093,1.096628462227253,1.1886283592717364,1.177566116440983,1.2691445261835457,1.0952541352631238,1.1101795278411157,0.04759084553142626,0.0734695491598805,0.06436502059299834,0.07028180887324138,0.07954619440286469,0.07621126927242206,0.06969122602518883,0.07553835653609843,0.07483528236496934,0.08065569199133428,0.0696038801062294,0.07055247052604706,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.48277549556548,26.424176831412364,25.37478216908461,25.93323424968086,27.283289343849876,26.827124305197394,25.83185512998355,26.723450432778883,26.619776560359746,27.428432765241123,29.191112127254016,29.273827693727526,19.578066608399087,19.578030597549276,19.57804326648492,19.57803503325484,19.578022142052152,19.57802678250126,19.578035855047915,19.578027718843533,19.578028697156242,19.578020598226974,19.57803597658941,19.578034656630926,-1.1732499711009763,-1.7467973064198126,-5.628245552414728,-2.984722956361606,-1.7467973064198126,-1.680105755801343,-1.60007589505918,-1.6667674456776493,-0.9064837686270988,-5.5348773815488705,-0.8664688382560172,-1.2666181419668332,True,True,True,True,True,True,True,True,True,True,True,True,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747,-0.3062598130608747
217,14.5,5.992743933640932,6.977934529485195,6.5332853342356865,6.890075841262337,7.17737419191631,6.678782279332351,6.841323449311869,6.9638651223141546,7.054083656777396,7.147928064497618,5.397099089206651,5.450932150110203,0.743078026605105,1.1535388256090953,1.0069961528659461,1.101556616784317,1.2924927347083928,0.9926879850430429,1.075324542799826,1.145465003720301,1.2027819713871348,1.2700121632098733,1.0948361843642724,1.0949788854483107,0.04749950964923392,0.07373941948739855,0.06437107209845742,0.07041621890729936,0.08262280564627204,0.0634563738174754,0.06873922298144396,0.07322326185324855,0.07688753577036664,0.0811856005474191,0.0699865863470672,0.06999570912409735,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.478926813610336,26.495338833150075,25.403395739765386,25.98433907194137,27.71872373091084,24.81585486986855,25.707450305734973,26.412432743410374,26.951536960466008,27.532110732692722,29.274054870207667,29.17015816087608,19.483712755260584,19.483676572643493,19.48368949055777,19.483681154938225,19.483664323687933,19.48369075184011,19.483683467327353,19.48367728436068,19.48367223180049,19.483666305377568,19.48368174735249,19.483681734773217,-1.1612966899692387,-1.7480004211561089,-5.628245552414728,-2.9746129439471356,-1.801337123991279,-1.4279802041450886,-1.5746561369418064,-1.614658664068184,-0.9212815272109736,-5.601577200997143,-0.8679448243758034,-1.2546359199307862,True,True,True,True,True,True,True,True,True,True,True,True,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826,-0.30790944460651826
217,15.0,5.981639828479382,6.971715292677372,6.513274001364245,6.871608097410281,7.11284735419549,7.041315095640965,6.80316278632326,6.888412748265171,7.0081079557723855,7.1351732557802094,5.383421907586702,5.457016379693399,0.7331404625977576,1.151813967530243,0.9941409021961439,1.091100612018299,1.2505414500475163,1.1981309563852875,1.0539315903590794,1.1018781719339088,1.1766571706316005,1.268018364372024,1.0687620569205707,1.0797631347037053,0.0474938271828165,0.0746183280125156,0.06440300710611306,0.07068480409734428,0.08101480209676437,0.07761915700726942,0.06827669810002654,0.07138306293215155,0.0762278905048936,0.08214712684941146,0.0692375325860534,0.06995027042792441,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.513720122020263,26.685912006065497,25.460834013591636,26.085047553748222,27.57358767454067,27.117422445144463,25.68672240754122,26.184357203223176,26.910074613605357,27.71873115662316,29.170382093375054,29.149431193694962,19.269237756376608,19.26920112463449,19.26921492020311,19.26920643673558,19.269192486496088,19.269197072140187,19.26920968883059,19.26920549375545,19.26919895098414,19.269190957357484,19.269208391242323,19.26920742870555,-1.149357721304741,-1.7492087701141141,-5.628245552414728,-2.9480875186037667,-1.7492087701141141,-1.6825586535797392,-1.5492584205109896,-1.5625884438178648,-0.9094173017809917,-5.548265412573477,-0.8560972085534917,-1.2426678844528656,True,True,True,True,True,True,True,True,True,True,True,True,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184,-0.3095662529716184
217,15.5,5.9661035465898005,6.920298458496784,6.480858497232092,6.839074236495865,7.053387565887122,6.997269346045575,6.782916109352329,6.933289298634375,6.959088711030243,7.117139829309781,5.363644190074707,5.465120002814558,0.7188389009921623,1.1242534966511244,0.9744558254554827,1.0741194976809616,1.21863060122546,1.1764154746839166,1.0429707078540944,1.1337170571433102,1.1505229292932275,1.2691479286343759,1.0683510698192074,1.06453268991967,0.04754381244117985,0.07436005158463715,0.0644514640270602,0.07104383999056758,0.0806028766982076,0.07781043388525306,0.06898345463653431,0.07498604008983964,0.07609770447918121,0.08394451571497767,0.07066227761164451,0.07040970461368613,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.586770516213498,26.74429185932044,25.552942714927884,26.236052450785756,27.615068452452302,27.24184220359563,25.894080749434863,26.827146371541378,26.993024704362405,28.050499076122797,29.481414205919044,29.211647405347335,18.93639166805457,18.93635661644751,18.93636956775505,18.936360950966424,18.9363484567285,18.936352106592228,18.93636364404939,18.93635579824065,18.936354345227283,18.936344089067518,18.93636144969703,18.93636177982908,-1.1374331391741497,-1.7104448120802176,-5.628245552414728,-2.9023881880515203,-1.7104448120802176,-1.657141400647095,-1.5372087249225692,-1.6038379892139725,-0.8975677877250978,-5.628245552414728,-0.857590229150256,-1.230714109182114,True,True,True,True,True,True,True,True,True,True,True,True,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494,-0.3112302619607494
217,16.0,5.939791221165493,6.864740508627737,6.430194423698954,6.786654051818131,6.979283859405111,6.795535194513521,6.770255405903311,6.8298396888566675,6.896889392768674,7.075046858321037,5.331907589079359,5.470381981928973,0.699755021147522,1.1019194996167645,0.9482771242104546,1.0516239667656038,1.186472437861438,1.0574166087290853,1.042505602002905,1.0792102301943365,1.12437986813204,1.267812304801811,1.0165929831893885,1.0344628429310665,0.04759805788090898,0.07495598013272947,0.06450399990555479,0.07153444996636545,0.08070804921377368,0.0719285134424193,0.07091414398393389,0.07341109914434477,0.07648393394780202,0.08624160504027764,0.06915135972394827,0.07036701023561528,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.69746436720339,26.979914443909824,25.69092599667535,26.457654651229365,27.780962859173943,26.516139836948877,26.35026140780903,26.74422267701861,27.200388357162243,28.48594618306052,29.294804298500456,29.19092950642898,18.48788943431157,18.487855238426096,18.4878683025761,18.48785951503523,18.487848048923425,18.48785902248919,18.487860290366154,18.487857169386235,18.487853328629907,18.487841132626926,18.487862493705816,18.487860974238757,-1.112201353625645,-1.6850329186637885,-5.628245552414728,-2.839602123774903,-1.6717112543605757,-1.511851282722024,-1.5384946113284494,-1.5384946113284494,-0.8857330604710303,-5.601602223808302,-0.8324464032581798,-1.2054530037481335,True,True,True,True,True,True,True,True,True,True,True,True,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887,-0.312901495432887
