Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,San_Lorenzo_Tocoyena_pittieri,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,mean,median,model,variable,rank
0.45430807229849657,0.9567691459108759,1.6045517730411762,1.7141719812815488,2.0322315093728407,1.0708245913496475,0.5616793701630493,0.5073503030797076,0.35313379291580377,0.3508155935324778,1.163187498409214,0.6247266781707783,0.4793395202550518,0.4001515584709497,0.521095534495731,0.4111264440474306,0.8253414604246737,0.5413874523293901,std2,gs,6.0
0.7664679406854118,0.9338517809014341,1.6067242556889898,1.7322645610642664,1.8424726508693674,1.0016302005391515,0.5400455902938526,0.600105161330533,0.4282593872200004,0.4393297477022065,1.2491021684601011,0.6567358603294541,0.5602085869503091,0.44191090209606054,0.5795865791095817,0.40380083220979457,0.8614060128406572,0.6284205108299936,tuz,gs,8.0
0.3733754438633131,0.9065815776612154,1.5847147626235814,1.6796514017386923,2.023086526004551,0.9219910462551402,0.5134003895114463,0.43139268782001366,0.4046833555211803,0.3923733461466945,0.9940306239325342,0.699112714625842,0.5498041263831587,0.3835277876586169,0.4858265992694296,0.3999827387619201,0.7964709454860831,0.5316022579473025,sox1,gs,2.0
0.39196498542320046,0.9390675623972381,1.54552746500208,1.6389444139689406,2.0777784090564695,0.9941966959978853,0.5426870734267939,0.3901231605005823,0.3643192800042,0.37494695928187277,1.121715648468052,0.642309830936076,0.5306267464436949,0.4625576408738167,0.6235217257904038,0.4353268599909469,0.8172259035976409,0.5831043996085988,sox2,gs,4.0
0.5170232177482046,0.9570069643679893,1.59405379392713,1.812487361045373,2.0672577659827467,0.8377706609500716,0.6182846658143122,0.6962266656029834,0.5060276920538143,0.46055996563581786,1.2169516522249408,0.7413756111463505,0.5247753474977715,0.5352758907899512,0.7653660769942852,0.5050929087578908,0.8972210150337271,0.718801138374667,wue,gs,9.0
0.45985275747779214,0.9849756365821175,1.6203282735538853,1.6880643386281349,2.1202296520025645,0.8903930722109766,0.8869848720773147,0.5099588747928367,0.5205473367682089,0.4048891735955891,0.9377339467744191,0.6991593332520651,0.5112434309950454,0.8175243559526059,0.94384247085366,0.6142256600750154,0.9131220740995145,0.8522546140149603,cmax,gs,10.0
0.3914109278126136,0.936207432555415,1.5320514830277956,1.6575757229537682,2.0726087660483916,0.9852850625048967,0.5537148746860385,0.38501610422495874,0.4147723928516304,0.3818516805811616,1.0829569604035187,0.6387903110286409,0.5196276201904524,0.45717485504228217,0.6144411081991091,0.4404789911847771,0.8164977683309658,0.5840779914425738,pmax,gs,3.0
0.47994940892037324,0.954644019983611,1.6108586319086065,1.7436603843073604,2.0856510025637363,0.96637901386507,0.5735850844580128,0.45495675673809494,0.3865462257250251,0.37446352758415963,1.2204118541680866,0.6821325633461544,0.5008307355618825,0.46030177129195904,0.6336719747047308,0.4492350107241112,0.8485798728656859,0.6036285295813718,cgn,gs,7.0
0.3888874003800905,0.9102764595718653,1.5322924474915747,1.691623571066542,1.9899194611960944,0.9095347433970419,0.5413671654017913,0.530339456252166,0.4633366575201223,0.42556310963858257,1.1024156910676295,0.6152484251511664,0.5075004136739413,0.46163791757569894,0.602382909916924,0.43322994871379017,0.8190972361259389,0.5718750376593577,pmax2,gs,5.0
0.40016282291938027,0.9057504995543166,1.5634979962979079,1.6352299307601579,1.8970696761738128,0.7637631668982672,0.5551967682548559,0.49448546126394677,0.31580351204298734,0.3235578221538858,0.8704012382735744,0.7134736028071219,0.4503632183833406,0.4512026316374364,0.6039886016922865,0.420317142566694,0.7727665057299982,0.5795926849735712,lcst,gs,1.0
1.124785334226256,0.9441185076064124,1.7404557515253227,1.772214437016396,2.006468868790908,1.2076880077012693,0.5791988696620016,1.4716967901013542,0.4595600425870838,0.5483539484267761,1.2160242720671244,0.9140428308637939,0.6755781611026952,0.7197341222928669,0.8585736737808388,0.4402363705276543,1.0424206242674219,0.9290806692351031,cap,gs,12.0
0.9017345499912438,0.9471051330279207,1.6773660967266908,1.6659540762684981,1.9951778899037393,0.9282552797247086,0.5906487219030193,1.217964528298173,0.42796183971553514,0.5079531898390379,1.1653070118784696,0.8071392833244956,0.5382028911269987,0.600989324515416,0.8062993537959435,0.4266302754961023,0.9502930903459994,0.8544369166578697,mes,gs,11.0
1.0175190337095517,0.5796053654818764,0.9683848418151285,2.2062001901900077,0.9083796685115102,1.3345575256049584,0.6163671051506482,0.551638858660455,0.6356161968133603,0.6313970876035087,1.4337175848536823,0.5165645273971284,0.6566056586119781,0.5204135776740529,0.5080164844434722,0.6239145849058212,0.8568061432141961,0.6335066422084346,std2,E,5.0
1.3610987843115752,0.5535897802605952,1.0276151940352254,2.5964270776894374,0.8792905674337971,1.0866288121427747,0.560567880352659,0.6725418353625656,1.021948561950515,1.0873019921745728,1.5276888726580489,0.5617168065484971,0.8117486799595082,0.5785391969950066,0.593338821631985,0.6433792108753581,0.9727138796488826,0.8455196236966527,tuz,E,10.0
0.7172559648636169,0.49645761107662556,0.8952758771610922,1.9228907775193735,1.0662251907565445,1.3393426594859101,0.5502685061172374,0.5377670876155537,0.8062133330713827,0.718317949939803,1.2739619033691445,0.5751532826888575,0.6657299116359229,0.5033652892195095,0.42139322498187964,0.5822863340505282,0.8169940564720612,0.6914929382497699,sox1,E,2.0
0.7137169069457212,0.5061268022125925,0.9035876188348982,1.8482712864243462,1.3155016203303918,1.415396751859421,0.6040079871009756,0.4036129180679028,0.6963211372445487,0.6263172600814748,1.3158472677541133,0.5188644011679443,0.6297986900774439,0.6351980078319117,0.5069936217185904,0.637818142147902,0.8298362762375111,0.6365080749899068,sox2,E,3.0
1.061248727705492,0.5307585796937264,0.8809792187236132,2.7449827728827083,1.353322158213269,1.3029220346840464,0.7033866786197271,0.7120950783935177,1.0651888578003257,1.0532462503145301,1.312235446645006,0.5748716065759787,0.7040395810893694,0.7130170377418336,0.6493630243937208,0.804820732123499,1.0104048616000227,0.8428999754235561,wue,E,12.0
0.9824219788263776,0.611051099415496,1.143966323829472,1.1567826171261677,1.4631734536265915,1.4830928023146492,1.0732555735061577,0.6578075797405257,0.6792103444784605,0.5056879809865265,1.1168489299912938,0.5651473482901906,0.625688323373053,1.122829603591161,0.8040934382651449,1.1487620394731608,0.9462387148021517,1.0278387761662677,cmax,E,9.0
0.7045521732189463,0.5039680482512932,0.9767081729803873,2.055136217564575,1.3714763169635884,1.4308454582294206,0.6170076627778879,0.4161903939570301,0.6537674285154275,0.668891530265872,1.250268447494503,0.5101916895021764,0.62763188131121,0.6291051915369176,0.49281489623944263,0.6310286443141685,0.8462240095701778,0.642398036414798,pmax,E,4.0
1.008014252168476,0.5212197673246552,1.1092346121998102,2.585135401857343,1.4005180127301409,1.3643515208766048,0.6257542610799339,0.4209855377461245,0.7411843516191592,0.5931364266568894,1.3046917483613054,0.5459335347211416,0.6092008737118774,0.6342095689081665,0.551973549725553,0.6594695872992445,0.9171883129366516,0.6468395781037055,cgn,E,7.0
0.7089592095926494,0.49226900640273147,0.9215803842686794,2.1795053171032968,1.1517573474378624,1.1689016287853797,0.6035994406741975,0.6243116056538712,0.8902279761878619,0.9212358765537391,1.2633924025126877,0.5092763022914907,0.6490078848819644,0.6414271554221126,0.5020765466699513,0.6452082946865377,0.8670460236953135,0.6789835472373069,pmax2,E,6.0
0.7172783103432089,0.5155960684378871,1.023894657469675,1.6033255968912066,0.9666868575576388,1.310497198153138,0.6146412524078091,0.4324793205469114,0.5225901994018965,0.5474711701383607,1.083634618418507,0.5525570349510099,0.5462256086661222,0.6200491290280198,0.5087253827343119,0.629056563985304,0.7621693105706879,0.6173451907179144,lcst,E,1.0
1.7597715939251701,0.6596272336006482,0.9639674724160349,0.9730838403903234,1.2107235705420292,1.6703087407287665,0.6500788770479926,1.5015386453073214,0.5470394969536289,0.6089964543073271,1.6104219025707773,0.7785362939019563,0.7981524168464196,0.8497467647475087,0.7486832552192548,0.7129425322999302,1.0027261931753182,0.8239495907969641,cap,E,11.0
1.44426977892982,0.6514330827254066,0.8818721003146712,1.1773997125867246,1.1675456584251522,1.357912677706713,0.6729916941253987,1.2991693016476284,0.5413047328803081,0.5796373207600439,1.547551791973195,0.6082853250292766,0.6542363351764623,0.7542174242833065,0.733193953526401,0.6558769508997869,0.9204311150618933,0.7437056889048538,mes,E,8.0
