Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,model,variable
0.032771538445340004,0.17958870476604966,0.08167825684449913,0.2182624313610703,0.27878925427740525,0.059555965763388105,0.029323385228136354,0.08450144599651786,0.1442405534180583,0.10855988541862527,0.033760801020538946,0.0568270295541229,0.019387705894255085,0.012317572725101915,0.02964697202494751,std2,gs
0.05718354566778145,0.15739853732467754,0.10211469031059278,0.23983410116384643,0.2623256760525889,0.07770454289257263,0.027145866366355343,0.15206273005607335,0.2059137022562499,0.1621751698540028,0.03939325955593407,0.05833803669036353,0.029000131853118997,0.017698429719534663,0.0472522804114518,tuz,gs
0.027015632135544178,0.17352104341745028,0.07962710895675866,0.22060921041676657,0.28308314819941505,0.06753881112196741,0.026869105345726244,0.07218185375079346,0.1652603248259718,0.12125656507430087,0.0329294225147109,0.06010099944237205,0.016918278700153517,0.011861304278956868,0.02952643877281095,sox1,gs
0.029438903748689512,0.1800126344188198,0.07838651430229335,0.21519719705417398,0.2932876135347624,0.06648198924801073,0.028589984585963325,0.06477454400535458,0.1464592092745616,0.11462134134067337,0.03566618399562546,0.055237916305070904,0.021750367094779965,0.016198914374876167,0.03220443613835401,sox2,gs
0.053472310835030644,0.2039360974827145,0.08233018867333985,0.225336719329787,0.2996179739543571,0.05394940909569068,0.053491027415951665,0.10367291046554761,0.1618097122040721,0.14207885286599206,0.028133774846779838,0.06665506879258992,0.03373407750831841,0.02635715510607467,0.051884501209482556,wue,gs
0.042181789681731294,0.19038380095659294,0.07912305896051394,0.21821800148275078,0.2990917335433637,0.079044645169915,0.0336569901382019,0.10619692931406241,0.1871944300324754,0.14970919505863053,0.03256104605413095,0.11746136299842899,0.022443265244176242,0.018579890631604312,0.03514047809230056,cmax,gs
0.02807204104758053,0.17839287465079584,0.0785480765160993,0.21520286982461773,0.2925796897930363,0.06615192043209908,0.028075527823414485,0.06547507689340958,0.16732670772628924,0.11755956845018466,0.03385864409906443,0.05816699618274238,0.02108471229274191,0.015377210840258768,0.0315772285627674,pmax,gs
0.03426121504335429,0.1845370364096916,0.08809597669392862,0.3635043565407906,0.29536834575308274,0.09779597191071668,0.027668786431091053,0.5449803472775752,0.3619921526219513,0.3001320208957487,0.03512786178185738,0.10140537264376528,0.021301822280831183,0.015076683870592786,0.03271466963887043,pmax2,gs
0.03490538892839526,0.18373263779067456,0.07930997064438064,0.21630614830897887,0.2938329119540037,0.06546545282722009,0.02944142158341356,0.07502774637185619,0.16014319098190244,0.11259614542598476,0.03768489198023688,0.05518677176202705,0.021281054899844762,0.016064999264032837,0.032527141689033666,cgn,gs
0.029257505364285154,0.1838561496304809,0.07867381719025968,0.22154621698991694,0.29384362158834026,0.05581739939852373,0.02832561307756651,0.07993520638121134,0.20539876933222267,0.08879903719444332,0.028786956027616183,0.0532368803716791,0.01973089362116358,0.014763270044336496,0.030335606265779316,lcst,gs
0.07207968921572169,0.17459556233147455,0.08216587169974227,0.28987381447655564,0.28128908348872067,0.07540787215912596,0.02859474222337986,0.135919990626568,0.640314195893671,0.1384123604471443,0.03153117816628011,0.0925047512028529,0.019058214952105322,0.01786801487570967,0.030147082614243176,cap,gs
0.06240953717127654,0.17810011690960423,0.07771962982837329,0.377150793887832,0.29202788087346443,0.061107644545364284,0.029811990857030075,0.43910963921569146,0.7049365294278761,0.5428800885395413,0.029035220951231157,0.11191950404771307,0.026878929557588287,0.01466980832440592,0.030253258968110097,mes,gs
1.2063997660737633,2.1011415400091793,0.8284082658134978,3.5594480180271395,2.6263014143875822,0.8230204674942847,0.6557799792234289,1.3292696867809717,2.375054055377723,2.442875331937975,0.31246721655281506,0.40281902573497613,0.7204832352042765,0.5035429922492921,0.5412813495783803,std2,E
1.6401850548123593,2.685716857823522,1.2020226259525684,1.957188967146526,4.27632184024979,1.3419596171921722,0.5752800618988388,2.386292064130379,2.539586751182437,2.5410488298584353,0.32620334055059125,0.45467580107654637,1.1070994213176255,0.6594647707303996,0.8099048716299081,tuz,E
0.848757418550039,1.7277917136231409,0.6762540960416211,3.2842242574605107,2.831057926447879,0.9781938614412183,0.591480611436976,1.3094978766505452,3.0534161127659614,2.775051568570368,0.30140826391444014,0.43466311414001274,0.6412738599339708,0.4275975432366902,0.524193101425807,sox1,E
0.8856146331617101,1.790693408167413,0.684578698262586,3.3919460826672774,3.45719755489597,1.0123723515729082,0.6566737209451562,0.9710765404799605,2.4570119677603146,2.253573702332547,0.30828661169054355,0.39515262906429544,0.823410143194124,0.5363904619654666,0.5711445985856498,sox2,E
1.6406358900884077,2.743830169047259,0.8007287792543887,2.81063939025059,3.8050656620675007,1.1677970329914638,1.2811087636828429,2.4664327750663992,1.9374828914030189,1.8712766435437094,0.2302122332999989,0.5388794520476797,0.9079598286538195,0.5621924913873214,1.0956876432797829,wue,E
1.40263459203053,2.1986831588445424,0.6921554450980772,2.5140588795179997,3.802620945127368,1.295627182470582,0.7837365952002461,2.193219820047973,1.892576345732615,1.8519161256471215,0.30252312636561135,1.0026359028112506,0.8541624937557982,0.6377265730303228,0.6688958712131331,cmax,E
0.8469689106451541,1.7680368655757344,0.7840545032093927,3.380169021262316,3.5912535522139546,0.9835316585640129,0.6517979550098246,1.0102640887287189,2.410064363645601,2.519110510406376,0.29986812884800973,0.4106229283462603,0.8090593457436127,0.5165729126390401,0.5483975617942121,pmax,E
0.8494281055923045,2.1848586891884874,0.7520869243668684,3.1715861605022373,3.6681831760833297,1.1222731483670108,0.6364508437313774,2.787373531921905,3.6969719341665326,2.7459371884930293,0.29302105150210883,0.7162277650133975,0.8342708617303219,0.5042589243046006,0.5927900709823476,pmax2,E
1.2209114846662363,1.9290711449267843,0.7056881311125905,3.956067003781457,3.646470304412942,1.0257495113920143,0.6760862631806845,1.0101317928867706,2.934835151258275,2.5198119650503785,0.2972304934907545,0.4064216411775824,0.8152365012046889,0.5753951993888534,0.5957822160497961,cgn,E
0.8567916879562169,2.0459987031850755,0.9462586664819634,2.126114116039787,2.515429542417463,0.9172252059649257,0.6578010494813205,1.0835657951765125,2.319933815256295,2.1340644974059813,0.2523403221858672,0.3830303556991041,0.7759743251962271,0.49939166075044455,0.5457878718272348,lcst,E
1.842257703909413,2.057011071296273,0.7069473585793403,2.6700820612482574,3.1179378622862695,1.1577313370737472,0.6344659916397389,3.7158027843603483,2.5717152086898674,2.187752543416636,0.2922409491824675,2.046225714300884,0.6553842592905371,0.5911941849145644,0.5772944007757318,cap,E
1.6580271906628248,1.9961864685502275,0.6467560208978038,2.092236646401105,3.5603700883069074,1.0130292699438936,0.6829328228317418,3.1455190502106545,2.7712569248667758,2.2203381816854413,0.2740536006270443,1.0017149922878188,0.923368498876803,0.45771277022672857,0.5469673466108556,mes,E
2.474567721219966,3.7747360437885145,1.8521552097081087,3.284478248702371,2.7606076670343795,3.6201026045545492,3.967883085549454,8.79686901263422,9.733308291691822,6.705735429306384,3.2057553802543017,3.2143681005363893,2.3594531984812246,1.7471400294975141,3.7188989806659785,std2,A
4.76087274537685,3.703868352950006,2.512801315985376,3.002949164912712,2.9131524782652947,4.9383180303866245,3.920653235040034,6.590775967031211,9.814533450446415,5.792562297175473,3.461122718191573,3.340922890171642,3.4556070952634714,2.2563609164178855,5.805764442995664,tuz,A
2.3553499329315675,3.682073318570487,1.6842482948606134,3.066653826657813,2.833318272993852,4.173064200543613,3.386400495065303,8.317453009824824,9.958819573442117,7.0238863956729665,3.22019163822716,3.2528857440821577,2.0440060691007234,1.7127180307621606,3.861361981433103,sox1,A
2.360347752769026,3.74130799199463,1.7632463155533116,3.1537031944924063,4.132825790170503,4.100337563571895,3.729420297655669,7.941299860408328,9.82355487462996,6.6453094679902796,3.180732574819712,3.16815045173092,2.5581361713915296,1.8684667682102856,3.9656958768910573,sox2,A
3.719422936896302,4.283160843729656,1.8956603003130994,3.2815836829122187,5.623238178646699,4.364069917376253,5.705955101523466,6.541096178305308,9.568274818847168,4.965599205846349,3.1335046930760804,3.437274839749555,3.580267978937272,2.6335528011170317,4.910403327802259,wue,A
3.393954910904392,3.8437211568582503,1.8240001683348293,3.121390105873965,5.584649062232161,5.2999393928768885,3.6931349751014815,6.214894694825755,9.409995521924325,4.950396124151888,3.487570494585917,6.018163125376736,1.921162638212566,1.5137489520403355,3.54501952869255,cmax,A
2.395081045737222,3.716049116931241,1.7802786155352812,3.118074223082362,4.52365642691327,4.126158265998278,3.678867803284388,8.202771258853675,9.85642560589552,6.92348787726401,3.1630270220786647,3.2083865594680425,2.425900316853229,1.8153552447212138,4.010911920262435,pmax,A
2.3536011365798264,3.659716335118024,1.6792790303785972,2.95578945411701,4.834851477852987,4.491742654859668,3.8899408326740854,8.189536855516904,10.29250362532104,6.6612262084342095,3.223636262725321,3.974015728483032,2.8120953070556607,1.9931135532135495,3.8996854815615856,pmax2,A
2.5042165084059183,3.7834590243625392,1.7709842796396,3.260073453414851,4.742963299686965,4.090501138801273,3.7110818148607514,8.203911418035489,9.89478919280292,6.957762631103932,3.2193928106046434,3.1651416234009875,2.297285356341887,1.6685541543821623,3.7029373739929174,cgn,A
2.528915119834185,3.771187138348144,1.7899936488366328,2.95611417293549,2.6921317903550808,3.825343321296681,3.7572755437348144,7.470389136201151,9.797157480563003,6.543676552400616,3.1683303020564266,3.080414591357001,2.726231203905489,1.9638897208444739,4.010555156901479,lcst,A
6.070604727294793,3.6778358293439073,1.7310857518135907,2.8613056871275933,3.8832392819273,5.520255715536004,3.224751165276519,7.137002871380288,10.045392133587855,6.88280128282338,4.3329655690253706,5.867411462534475,1.2536964562759756,1.5151025914212108,3.4121637117214525,cap,A
5.7600841431022225,3.7477965478313195,1.67429348531626,3.155134361397001,4.8798529183586625,5.279370223189919,3.53633578757217,7.750252285955461,10.623425746150586,7.385817265924326,4.412971028676405,7.8425943804618425,2.0989715131488955,1.3114486285511227,3.6521417298500283,mes,A
