Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,San_Lorenzo_Tocoyena_pittieri,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,mean,model,variable
0.581269384118416,-0.36999735817386226,0.013359265166266954,0.04387458777072306,-0.005385415461883092,-0.7346933694507731,0.22608298934725424,0.6207961166099056,0.6872004714789978,0.6882987337579531,0.22101649121913347,0.3371894962179628,0.24721235511215334,0.6800330334855832,0.6726792388900643,0.5131737753897063,0.3566447066332241,std,gs
-0.41140463080588363,-0.22339082500673246,-0.0131051320439588,-0.3374729771849596,0.06365192097191374,-0.5245128273152169,0.2220584373164627,0.5644098064856449,0.5299120388072764,0.5364319274666924,0.07778869406845978,0.21743657546416673,0.02673419633662044,0.616289027411644,0.5663289466757302,0.5175634084090535,0.22357538542037236,tuz,gs
0.716573692871012,-0.20433342602933546,0.05820355656929066,0.08549567554895365,0.09757971739803584,-0.25796608699343526,0.432293721943966,0.6977745517581995,0.4628678148137172,0.569542398452489,0.37945294868850876,0.15925642029445186,0.04235813207005068,0.6768199716259857,0.6447404645232983,0.5161474294950668,0.3727897379991987,sox1,gs
0.6975491883563769,-0.29273169580118097,0.10555370496214922,0.12988914118433192,0.11053232392819456,-0.4332438693278604,0.36469680147383354,0.7107674269396552,0.5861289911564833,0.5899801104818766,0.27024022211667387,0.33828382373831367,0.08848473422319558,0.4935435364096996,0.5901682383389246,0.4263899136045559,0.35425618927418157,sox2,gs
0.46537557539336716,-0.4199079827712908,0.006323118267135608,-0.006267569863906974,-0.05556891805632902,-0.7986277313760588,0.1051810962434423,0.3572576531252304,0.45391905869269156,0.5570400259587084,0.12387229038267089,0.07060877441500257,0.10918747674218576,0.33725227564348415,0.37561625494259887,0.2759298258560656,0.17398249428897428,wue,gs
0.5807304972685066,-0.4352883800708236,0.0680023590901685,0.04640789096122078,0.07392097306322132,-0.2424495338213679,0.035699204769573445,0.5056354376961623,0.4425869388169299,0.5075954628251902,0.4163441976744515,0.25017466006565214,0.17996010945923968,-0.3995997460036551,0.19929739947450187,0.10731009522365964,0.1927111080764521,cmax,gs
0.6968518791521994,-0.29149178741531134,0.09965122219218081,0.12941647857203942,0.10625215455526538,-0.44756027520134056,0.35333884871139054,0.7112604227655684,0.5705010615057984,0.5904156343058329,0.28366421625996674,0.34969080031416055,0.11654978320228904,0.49440983870713395,0.5943283956977219,0.4315938711613031,0.35494694743522937,pmax,gs
0.5346496393957871,-0.3772321505573244,0.020757754613382362,0.0734590754969473,0.12863090219946682,-0.4239080657731529,0.304436817036432,0.6601641058241783,0.6462468701665107,0.6379811381442355,0.12880283314162566,0.1450048067336207,0.1598030907008371,0.49467936757002573,0.5972663633056998,0.3989940836032003,0.31615839449947947,cgn,gs
0.699256887964064,-0.21332014821665246,0.09133376160794282,0.0817159962499836,-0.057919445777179,-0.17783762829606653,0.37095694916294264,0.5515946353462867,0.46879357950712364,0.5704010395143089,0.28780846060523124,0.29988806775772936,0.14659003595680387,0.5023969320147439,0.5286168157804552,0.4290079915812043,0.3269670762601724,pmax2,gs
0.6816206780535956,-0.17799276984154422,0.058648719166441765,-0.029509893383131924,0.10555915183299058,0.15365957184839785,0.3199118562385379,0.5580822787913919,0.6989203539679607,0.7319564426199783,0.5235183603959948,0.2941041535359362,0.33188654007883156,0.5045337280587805,0.5822717696274505,0.457701386712834,0.40419396464680557,lcst,gs
0.6310393470440685,-0.2268520469242734,-0.03142181284993373,0.035644166956793844,0.0287635213138856,-0.9014052906016368,0.43257326814965336,0.6649842316587481,0.5197330495727395,0.622556322447926,0.4648475863605933,-0.12678623532494093,-0.2589561391118491,0.7059784810716692,0.667669370020707,0.5308830693748875,0.33154789091140713,cap,gs
0.7018029972100885,-0.29684623148783285,0.057786027581329114,0.07153326817537642,0.04806737312295084,-0.181456181280792,0.3778847447606626,0.6786257212998499,0.6258695371368082,0.5837358576432891,0.42406589059884514,-0.004233936980108766,0.26695512243294195,0.6391881264653598,0.6330726549303084,0.49481142469160233,0.3769865760547053,mes,gs
-0.5847821328819005,,,,,0.0334765565995212,-1.1792359365330505,0.1198614104627258,0.07346894103127033,-0.2552898326715145,-0.24625065432843196,-0.22939736131255906,-0.9344506855632253,-1.0174138151389962,-0.9248791093616022,-1.2964078181848206,-0.4412772830416367,std,Ci
