Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,mean,median,model,variable
931.0095516546445,1743.91952141097,510.0039154237671,1129.5139974911167,1135.3015674478977,268.49412598345197,223.14813281931092,807.6179757289377,923.7963416381174,739.9325234227684,260.5566664146865,249.20311986137247,232.58774759746888,274.1094373076897,312.6557246448236,649.4566899231348,579.730302673451,std2,gs
1079.6225320820545,1699.9632574999885,534.2242255612125,1147.4080884221999,1121.1586598995825,283.616599628462,218.41188536944986,912.2787232325503,987.6406411335938,801.0314868405104,271.373022954514,249.31193335694388,263.6238995215975,314.6464704746387,354.420839095394,682.5821510048462,608.4031882830293,tuz,gs
868.5361019331398,1717.0032158623028,494.2890668520632,1116.2916576559746,1122.4517713976695,264.6215367624824,207.47456904235136,766.1842216265046,934.0798556470538,743.2217411092059,248.1610072251673,240.93683115144694,212.91211959533402,261.1725052057554,301.6893656910792,633.2683711171687,563.7787189846159,sox1,gs
895.9174634153784,1734.308952738052,496.55571630583006,1115.8097474689503,1134.0586809541712,267.0777009103372,214.75747537495073,751.3997309815104,916.6096647686114,738.8992486233612,257.3049070238295,239.41026886985836,235.1145028384638,297.53668695117534,313.1135498651448,640.5249531393084,568.5403347225692,sox2,gs
1052.2913535914206,1775.7357990265873,502.053342915176,1125.2941956343873,1138.2868718173643,254.12687221644714,253.59783794406417,835.1181442652744,934.7503462557338,771.970470467825,240.6986525721392,250.30739514877794,267.59146693171317,348.16342446920805,355.0821496188651,673.6712215249988,587.8622822200874,wue,gs
995.0266061597131,1758.0179205548816,501.62854214438227,1123.3160683675883,1142.5339243924755,281.2427565511065,228.30764905722359,843.8884536785074,965.7834798486971,784.3704020331571,254.48421091562147,286.5362358198688,241.04605666229665,315.75003524558355,324.57569344795314,669.7672023252703,585.6978722348263,cmax,gs
878.5860116554736,1726.1960964329714,492.7609699168902,1111.1804487341124,1128.9850603640755,263.33513034461396,210.19768186187167,748.8258189017313,936.3414382726013,738.4533617025835,250.1089512717747,239.03974667347296,229.2034878199067,288.17144989430756,307.59857925751623,636.5989488735935,564.6799593952419,pmax,gs
930.7868542224224,1737.4382484391317,505.6091605043242,1219.1677330561886,1130.8633148602023,287.5727573339909,209.29289312393794,1126.0220890167338,1076.7861606491788,882.7940623378463,252.68496996010464,271.27660814553235,229.96157195149175,286.118785053963,310.71266556413156,697.1391916146117,601.374176059468,pmax2,gs
940.5423963415399,1741.0998818543726,497.8674550247081,1116.868578015157,1134.426472960642,266.1223734851368,216.57693437981737,777.555996160222,932.8661602868655,736.1539631746343,261.1588450863391,239.3565420491522,233.5003112601251,296.6733538997851,313.9909678016944,646.9840154520126,572.4257352383604,cgn,gs
894.2980618629017,1741.3229894885667,496.96546915732824,1121.7994897706444,1134.4336895414576,256.237283962505,214.181494375781,788.8337894966685,978.1632206886391,699.5894852040092,242.30526194155692,237.27017264171042,227.90357107746308,287.8852910419299,307.85272819330896,641.9361332296314,569.4508011934798,lcst,gs
1130.526737674303,1724.1647549016943,501.8295867094366,1177.1752733697394,1125.7880553614193,274.8884982501356,214.76779188906087,883.3250934348092,1185.0982546416353,767.9441625565818,248.67907487928693,269.31567209813056,225.33670556315903,307.73575998356387,307.3041370056414,689.591970554573,595.7107786320048,cap,gs
1092.784537627143,1730.762796688467,495.59878388182005,1231.394346776673,1133.2063971706611,261.85146677589194,217.3524372095436,1092.062617797115,1202.5973330764264,978.4084343194494,242.906368726292,280.3658258041054,250.78119502260313,287.22480616701006,307.61352362564253,720.3273913779229,607.9630876298716,mes,gs
59.30270227810347,258.22457065589685,-13.37430301125623,273.3667219973532,202.32565039125114,-5.534077585820291,-20.07204459898541,60.23296241302295,168.20729347323933,148.04883625208961,-76.58737413155339,-47.75367836977627,-17.64014571963408,-64.78455164273383,-47.6301222783915,58.422162674853716,26.444042544516712,std2,E
149.14076662069237,348.4465804089121,36.71004062959294,156.8698200844865,306.0929442851772,31.97206750625289,-20.54374532264841,172.76839428249673,187.66768762252096,160.99206751239603,-64.19501211702851,-32.244713748105674,21.972687778049302,-27.493004671386174,-3.417027761066473,94.98263687402279,65.84633875180786,tuz,E
-38.088049888786,186.66423795869284,-39.78752419608789,249.59560728272174,210.64391239527964,2.067048016474489,-29.123848029186494,52.485226267032004,207.67036165545102,161.52688228718085,-80.39492217008805,-44.957376064906846,-29.26718401629148,-84.40433219454697,-53.05458342302697,44.77169705866077,-13.528400006356001,sox1,E
