Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,San_Lorenzo_Tocoyena_pittieri,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,mean,median,model,variable,rank
0.5672347636461066,-0.2099284952609457,0.1246835079111086,0.04571109069433177,-0.04859040775814072,-0.05741507021405412,0.4025437045010426,0.42963098615737016,0.44797744334138745,0.5726358364433557,0.07318594042355409,0.3659964190570819,0.35842498401798406,0.6432101025515689,0.4644758202352459,0.4758645037239454,0.29097757059193397,0.38427006177906226,std2,gs,5.0
0.1946870909110444,-0.32706727360403787,0.14430471838921033,0.04353506569100729,-0.038203160864320296,-0.04840217761055232,0.38604122701240196,0.3016834500625839,0.46496245657400737,0.4944398681264157,-0.0793345882547094,0.33944622513762557,0.09993381114461641,0.5776412779711204,0.39582690800673215,0.4864783632000341,0.21474832886832373,0.24818527048681416,tuz,gs,9.0
0.629472353578954,-0.31675919646813155,0.08609448477816828,0.1673234683557887,-0.1253019822644219,0.09808910621759692,0.4644957696420714,0.5352808303063109,0.5037111858562112,0.5813623121868406,0.2594761833004313,0.2909772694143027,0.28790848572955985,0.6893230413966176,0.5501046691459802,0.5196635263401315,0.3263263442197758,0.37773651952818704,sox1,gs,2.0
0.6068400763505994,-0.3362740520925507,0.21213437535559643,0.18431218964792928,-0.2667626262344993,0.02935546180066151,0.4397888928657334,0.5912168555689807,0.5516875868432717,0.597606842083944,0.1533047707580225,0.28980903707558736,0.3028875786466074,0.5060531085593334,0.30049942134175733,0.4480290427390724,0.28815553508187797,0.3016934999941824,sox2,gs,6.0
0.526975568608583,-0.30277247913249394,0.15004912557689298,-0.07319462942717192,-0.32054148727463727,0.22700298472507152,0.3262078028788664,0.256407690680752,0.237081495349994,0.5362379280153546,0.1758610391915656,0.2332750219996027,0.23841079982757574,0.3599225635148421,0.06571643488408396,0.3700755553790125,0.18791971342486835,0.23517825867479836,wue,gs,11.0
0.56181728777476,-0.4423756508451919,0.08602527805318894,0.10956179525815524,-0.5143495502522863,0.16583917917170632,0.24763246680938866,0.5370573257682355,0.4722106000721835,0.5712148393932752,0.4019396074866757,0.38395817866022164,0.4142714194858499,-0.13336817391891098,0.08094350448036114,0.31404085320770925,0.2035261850378326,0.28083666000854896,cmax,gs,10.0
0.6077887419433678,-0.3271459566907904,0.2386750306065608,0.1466345026874324,-0.32834478644874077,0.061128942612870385,0.42806897452611714,0.5956083094929585,0.5391581780710553,0.5893139283679227,0.23179250574241828,0.35669329090743873,0.2882835091047562,0.549832723606127,0.33334580621910037,0.4448658762717339,0.2972312235637705,0.34501954856326955,pmax,gs,3.0
0.570031106274503,-0.31731669474244795,0.15882884237215456,0.003919761600697957,-0.37764071095298624,0.09390957467681504,0.426052741723394,0.5131205418926374,0.5445224809886959,0.597444334938799,0.18116439513225735,0.26874551563572,0.33156075892736725,0.5377234215938942,0.304380141303045,0.44148108834082556,0.2673704562315858,0.31797045011520614,cgn,gs,7.0
0.6112333137850359,-0.28324615737715964,0.2424129768387132,0.09998687645010873,-0.17717427979825273,0.11114938488396953,0.4245990857402526,0.44117175160637234,0.4617455233248343,0.5951333454641836,0.23516517885099786,0.3577012420976686,0.2929035954290138,0.5222587687697111,0.2976881263405725,0.439066760686318,0.29198721831827124,0.32769468421912057,pmax2,gs,4.0
0.6142164050634997,-0.2660436025751365,0.19234323351619498,0.19510318848283725,-0.11032552568987586,0.22934263743788486,0.4269470255865543,0.5316917817957545,0.6292914013341211,0.7038152652402558,0.43824325435543865,0.20565204428124617,0.5009196839416792,0.5341363387844973,0.28762628389567746,0.4419657793922035,0.347182824677677,0.43259513997099647,lcst,gs,1.0
0.01867320250194593,-0.23911301945033414,0.047146847090318356,0.1099522660002974,-0.24070418247815595,0.066996090936982,0.4403219244055784,0.09480156785367766,0.3205341665475132,0.3619858907750766,0.1538832204950863,0.17290384320482233,0.048629836795824666,0.20054453355613666,0.1848353445474047,0.46441450740519996,0.1378628775117109,0.13191774324769184,cap,gs,12.0
0.19689569934188544,-0.23930301828334,0.07997071390558652,0.19426359261594728,-0.1968919232153652,0.10123131954172915,0.45906040867184683,0.22029518142531013,0.3626030240826471,0.3968721237450725,0.09581264601086459,0.3930997875953891,0.287427269825019,0.3939759848235975,0.24951878379320602,0.503634854552645,0.21865415302700256,0.23490698260925807,mes,gs,8.0
0.2592162399238156,0.19235535753155242,0.1334606307380225,-0.660826736594113,-0.1815975004800312,0.18980547526178815,0.22496037055556517,0.48190507226524926,0.2982625173243031,0.1991029803077543,-0.3503151982204913,0.38600812159953724,0.19014957398052967,0.5836237273500495,0.4364090994067802,0.4436097494824306,0.1766330925270464,0.21203167543165974,std2,E,3.0
-0.0012692737224373474,0.2765681632564868,0.15787409656781493,-0.8608519166041801,0.01951074825700516,0.3797621825771087,0.3070774928350475,0.48255971907218853,0.016918054001826444,-0.36480392809808393,-0.41383530118738165,0.3596192024537477,0.15091810496271074,0.5715721289568179,0.2825402189098123,0.4181247548626167,0.11139277794381877,0.21722112991215087,tuz,E,9.0
0.30987903759443747,0.3868605559131284,0.11496585748952448,-0.4890017495685244,-0.09740942630168781,0.018434789753407954,0.4540644852292547,0.5035073199177823,0.10518818345041259,-0.060641749393437694,-0.35910543518822124,0.29200437629630027,-0.15083770672502217,0.5969147494191629,0.48107180121615956,0.4761597221308096,0.16137842570209293,0.20348511689291238,sox1,E,6.0
0.32792241271069844,0.3979793900911913,0.23048691606051408,-0.3979560681110226,-0.21013140528852414,-0.06499999330135986,0.41800036881284586,0.5374929015519391,0.15218164885623087,0.05944623664394788,-0.3461995323331062,0.4308438030267343,0.03055122822091072,0.5416537716593433,0.43901097320286253,0.43214028009118066,0.1861514332433991,0.27920466438560626,sox2,E,2.0
0.19285744152230844,0.2818019764451878,0.2532209447955329,-1.0283809891287952,-0.38476887744978194,0.23778863699865682,-0.01942129800706538,0.4558378743121231,0.06827840032840049,-0.3195572536299005,-0.26361844982132077,0.33551460436610114,0.18925598133524724,0.3708468138976868,-0.19547104374463897,0.041481937603628394,0.01347916873896065,0.12876719083182386,wue,E,11.0
0.23787124780654678,-0.09611059415312728,-0.0037237848664974926,-0.0919997009123561,-0.5541837563197469,0.012545432875471607,-0.1379067373068783,0.3753684712807088,0.11683468636430139,0.34034258604724843,-0.17701713353374426,0.3747204199764568,0.1708106741069405,-0.39696531951433145,-0.21315931081053385,-0.0876899093974739,-0.008141420522313453,-0.045706847131985695,cmax,E,12.0
0.3507478601470252,0.3909482217853486,0.1712250791385127,-0.5611433124417187,-0.2889880156848599,-0.018599359058700804,0.40534189718998237,0.5335818520764031,0.16321102645230012,-0.012947376596753601,-0.3898159165452859,0.46044208689353516,0.027043767623529336,0.5730964308143701,0.4921330529790081,0.45724340029040944,0.1720950434414441,0.26098646964276895,pmax,E,4.0
0.2692732421155958,0.3043062863745769,0.12982499172076167,-0.9016865865317527,-0.36347176157374994,0.07755925598165869,0.22851426308338374,0.52489563960548,0.12971084417134626,0.14211318733308886,-0.24452273036593186,0.3056960637511289,0.08963747826294699,0.5744317589836643,0.40997837110065094,0.3803979086355104,0.1285411382905224,0.1853137252082363,cgn,E,8.0
