Corrigin_Eucalyptus_capillosa,ManyPeaksRange_Alphitonia_excelsa,ManyPeaksRange_Austromyrtus_bidwillii,ManyPeaksRange_Brachychiton_australis,ManyPeaksRange_Cochlospermum_gillivraei,Parque_Natural_Metropolitano_Calycophyllum_candidissimum,Puechabon_Quercus_ilex,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,San_Lorenzo_Carapa_guianensis,San_Lorenzo_Tachigali_versicolor,San_Lorenzo_Tocoyena_pittieri,Sevilleta_Juniperus_monosperma,Sevilleta_Pinus_edulis,Vic_la_Gardiole_Quercus_ilex,mean,mean_se,median,overall,model,variable
,1.3834361271274587,1.717470024557638,0.7052351767813451,0.2697489375921993,0.9974218481668143,3.06687266324657,1.2797449198027415,1.9023211523528532,1.7657264861605177,0.1509082624737555,0.2030401537593236,1.9889010163244631,2.69921555547197,1.4574303995634872,3.074052043030072,,,,1.1569541026356356,sox1,Pleaf
,0.9797225987969366,0.8528054878616942,0.6034450055918008,0.1671499324564985,0.9948802962123765,2.2672609586861254,0.4704839427126746,0.9215606359936864,0.765727194113562,0.356061017173837,0.274548817482847,0.935885881424846,2.3367238390924996,1.1745819658729018,2.2563557848966416,,,,1.054161151376907,sox2,Pleaf
,0.7608017718833529,0.3964629663920776,0.2914079284276123,0.2797067873316269,0.9949211714343945,1.185771875489421,0.14486857210251383,0.4051210535519718,0.33403301381291606,0.24814593160399376,0.20581766799088771,0.33509896175893233,1.592656699138882,0.5338587550947799,0.9150770356350608,,,,0.9471645994056562,wue,Pleaf
,0.3325985929212994,0.31555995986691,0.3343173488076905,0.3160872659543368,0.9946363403260797,0.5483724710392478,0.22549656445523272,0.2787713232958983,0.2015963453069133,0.2682610993418277,0.2174322332487994,0.19339239558773316,0.3253627958830214,0.2730101026628308,0.6036551215307823,,,,0.8542525314393347,cmax,Pleaf
,0.43851184148694383,0.35621725856059266,0.22946571290543016,0.30442452933050634,0.9943284392191941,0.742608297810673,0.15490899343961734,0.3112295594418407,0.2270919620707606,0.258002260889452,0.20802779676094021,0.24149696800658552,0.9298579544209168,0.3525649192621957,0.749236385886776,,,,0.8908255319341798,pmax,Pleaf
,0.43428568991338273,0.380544010781782,0.2473380450633698,0.2742784189227795,0.9941218966324232,0.8062764643556475,0.14378650263434672,0.2857402391463813,0.19628152846388514,0.2532904747138207,0.20799932003255944,0.2507544520165245,0.7626110366963418,0.3038601600149368,0.7170746437414386,,,,0.8802169403775054,cgn,Pleaf
,0.40129922008402813,0.3551080895624409,0.41368621241810744,0.39342767823277497,0.9948630850955715,0.20406680399861604,0.4288119213540068,0.4385779086702254,0.3428181891106591,0.2658450344638183,0.21546120666641294,0.23864560145232122,0.35143699865308614,0.139271059048914,0.22850645499633124,,,,0.8583360048425145,pmax2,Pleaf
,0.5612979265513913,0.5894199177199445,0.42275357961473076,0.8315625987579436,0.9966651839366022,2.944323818801419,1.7339308597313232,3.3660211441383443,1.6464324023138008,1.200198893583021,1.2356829044972364,1.3515021962725369,2.2589431731583383,1.2556685654859339,2.5359692397688924,,,,1.1232181488650055,lcst,Pleaf
,0.5777532552540123,0.5978583139684819,0.5296295553993003,0.3507503595141424,0.9957540093777499,0.26140300972054564,0.5382780777172345,0.5425855083379622,0.47458397020381077,0.24008603218986121,0.19638167198929496,0.2202986720440488,0.0983521973959034,0.22104939707722093,0.24463867945911918,,,,0.8617423306723111,cap,Pleaf
,0.5356628936286623,0.609579766620383,0.45346405244049415,0.3398518263140113,0.9943376685602769,0.1417091087246329,0.20057053379705525,0.5618754055219215,0.4137522387509598,0.26481562995593805,0.1738067941437243,0.16613330122393527,0.1276374087179466,0.1800992680919337,0.1753539000390894,,,,0.8501905381946361,mes,Pleaf
0.43496336824608395,0.6117814599175482,0.6300388855702073,1.40242906381355,1.252589187144564,0.5733132407967128,0.32850658328349536,0.18147412337466245,0.31445560957542046,0.4624361427987077,0.5049211391681615,0.26981985476991954,0.4703942479730116,0.3294794745006256,0.4607613140236589,0.2949404547532581,,,,0.5676405513352002,std,E
0.7158221143967212,0.8851902797769157,0.7458116444704538,0.7468658555575826,0.7416909869341877,0.4958592814032042,0.3416604742100083,0.18346253928913628,0.47606745914772397,0.8223961662404113,0.5174939914774607,0.3191377265468762,0.559075910915182,0.40883161055559913,0.571352242280888,0.32084595475299005,,,,0.5938088479051069,tuz,E
0.3267744848929115,0.5391114823449203,0.5679908340576453,1.2045998936550728,1.1725944993626538,0.5703283763914042,0.29513125630741815,0.16256614526020136,0.4404663420678069,0.6502285151865782,0.41882924748720285,0.28819690652712737,0.5017985371810659,0.3321048551847737,0.4693794820242026,0.2942126842608432,,,,0.5523323608246078,sox1,E
0.3221621157369438,0.5319474191203046,0.594469242494939,1.2519185106574924,1.2199732517283384,0.6010442473530179,0.3167041165295863,0.1537860355759689,0.3984945149848059,0.5616201695138602,0.4406164920626635,0.26861808451502,0.4775498879688181,0.37072551617670846,0.46576252113944017,0.3053050857087888,,,,0.5480237816533808,sox2,E
0.45067982406631846,0.6190751809224351,0.6623224314739962,1.495741713005967,1.5225055453771235,0.5832393884937128,0.39646204853881656,0.21893896841009233,0.514958957762964,0.7046395275663442,0.4364491648291523,0.30532307987576707,0.5016072193528416,0.47391084792994775,0.6327733302609804,0.3679538585378016,,,,0.6784288324651693,wue,E
0.40598464929698286,0.6305472157139915,0.5193604209585413,0.7237182710592319,0.9053694250500224,0.6102819622745352,0.41888835397932755,0.23775757555314106,0.3674533553055386,0.4334485762258912,0.4151784527709949,0.2769983811417818,0.4446588734629661,0.8532261618335243,0.7093093302280029,0.479728200933008,,,,0.5322084889096634,cmax,E
0.31566264693045154,0.5330981697507092,0.5011136734995624,1.1457022721454226,0.8550425623533128,0.5919106312214283,0.33257093473689525,0.15473168380395258,0.40677762954720176,0.5760404486954094,0.4412158869193726,0.26177762058364334,0.47909791058927825,0.37016320647910067,0.48344485691451294,0.3043778283616309,,,,0.5048499835183244,pmax,E
0.43527646593456215,0.5568096882312218,0.6627890204748319,1.4420973777825281,1.0955689622440352,0.5817269460484049,0.3229145353051513,0.16238571206770022,0.38246247674054573,0.5155745459163746,0.439265141049317,0.2787038406478291,0.46087565518441304,0.37576696729097736,0.4506916567089881,0.3081777012161374,,,,0.5636632072551316,cgn,E
0.31625948349066657,0.5329107709894517,0.6097919127892304,1.3397815945899973,0.5221547800722457,0.523024524309366,0.3440274550664534,0.21183082083495028,0.48860033958023635,0.723356815055086,0.44131259575407517,0.2694492206633458,0.4861781994237283,0.40615416118876096,0.5545360664841673,0.32836821408089556,,,,0.5308556722240029,pmax2,E
0.3215823171661662,0.5230793362843382,0.7406434090800889,1.7442566905893417,0.9918156217199504,0.5429337563537442,0.3301538139248553,0.17010670507436434,0.32306042045324157,0.5115323940921209,0.3848874079464082,0.29662325872005074,0.41971758731423914,0.3943428366657995,0.48741246529176124,0.3095591454204602,,,,0.5607798101359656,lcst,E
0.34604111925287345,0.548570400425149,0.5159816308254344,0.9450000808714237,0.6632793600820177,0.735176979302514,0.27109281141098324,0.1557587211048647,0.3887473944765151,0.572748461538752,0.40997458118170993,0.35368809134208906,0.548825096408503,0.3181028497483882,0.4751547447114464,0.2852714976080268,,,,0.46929769372661423,cap,E
0.32470629599160755,0.563248208597406,0.5966237493237612,1.4179056946323905,0.7056340953206891,0.5533488749608731,0.29355892079621354,0.15428121887412888,0.28102554153906606,0.4683450410977199,0.43506673805532536,0.3005520704257832,0.44803398324905636,0.3025771497016046,0.4749380893323761,0.2805229664895333,,,,0.48818858088059675,mes,E
0.2761641565480451,0.6326681817289214,0.6519570844386723,0.4708491220406925,0.42060944932537125,0.4346039392509028,0.34059642759810965,0.3315796050724154,0.3071643490607026,0.32116002935726246,0.3701903587376975,0.2055424031850528,0.3563246105916146,0.49239280820186543,0.7766037924465635,0.34898283721520496,,,,0.38727697708398157,std,A
0.5882495672183196,0.6201834306138417,0.6484809499176377,0.5572885786354752,0.37998093078942113,0.40921256173130116,0.3231250407903486,0.33877145445557094,0.3468594922102428,0.406602599228684,0.38081165377901177,0.21426776249643442,0.3596230038125438,0.45581420636784387,0.8443114551677741,0.341989396059909,,,,0.433584042389669,tuz,A
0.26608733659842493,0.6246302700618661,0.6305179848311664,0.45123252312211043,0.39809739080188095,0.5010240307632009,0.31374833937491264,0.3320447096122913,0.32774465217104787,0.36791316282626946,0.35045757374316866,0.20165783293534564,0.3686743852089833,0.42495697713631786,0.7674274029300384,0.36455029174578607,,,,0.388203663118589,sox1,A
0.27154062832007647,0.6351186236303674,0.6396460811256305,0.4614116006313248,0.402730305098843,0.4884547215591513,0.31805690080175486,0.32960359281823925,0.32918240684371347,0.35176429865470243,0.3425074707170736,0.20424259338841433,0.3661519335635189,0.43276354756806856,0.7746786247332066,0.38285076764360737,,,,0.3895686558587093,sox2,A
0.2766783761841631,0.6365459077707198,0.6419015302011798,0.47916436887971986,0.4317093857120451,0.4362831001465322,0.37121208091693264,0.3429604174537861,0.3516470153227211,0.38921654914638826,0.342345644712955,0.21137852853594818,0.36246633451032373,0.623012653825634,0.9026905973406399,0.41276938393984064,,,,0.42097108899109625,wue,A
0.28605494729223335,0.6715880531526269,0.6446630610728986,0.4268338828184626,0.39303578563128844,0.5155110690323201,0.3434695890436782,0.3053128244049829,0.2962330615897477,0.28606812362264306,0.3351334391512043,0.1972595210741032,0.378370731856513,0.6456893418284411,0.6046277186049205,0.41760068311336257,,,,0.38791749282270666,cmax,A
0.26665120744345894,0.6351628779232862,0.6337568842364593,0.45366582972866804,0.3832808768610318,0.49108405243212727,0.3238729083868552,0.3298149783599428,0.33018129420225206,0.35277602012659437,0.3494605189255196,0.20360713899270377,0.36356841813807894,0.4752611052995932,0.7942800654803398,0.38123493466141545,,,,0.3915851130630863,pmax,A
0.2756490439021106,0.6392839065469144,0.6453983411993259,0.4724689741676275,0.40179834931790664,0.4544383916848293,0.31953439577537723,0.3262397577254458,0.3304448875064204,0.3372613512166855,0.3427350867220402,0.20854566144727743,0.35758974515962694,0.39181780048764114,0.7360321898912145,0.3573691712046651,,,,0.3833068755263393,cgn,A
