soil,doy,hod,A(std),A(tuz),A(sox1),A(sox2),A(wue),A(cmax),A(pmax),A(cgn),A(pmax2),A(lcst),A(cap),A(mes),E(std),E(tuz),E(sox1),E(sox2),E(wue),E(cmax),E(pmax),E(cgn),E(pmax2),E(lcst),E(cap),E(mes),gs(std),gs(tuz),gs(sox1),gs(sox2),gs(wue),gs(cmax),gs(pmax),gs(cgn),gs(pmax2),gs(lcst),gs(cap),gs(mes),gb(std),gb(tuz),gb(sox1),gb(sox2),gb(wue),gb(cmax),gb(pmax),gb(cgn),gb(pmax2),gb(lcst),gb(cap),gb(mes),Ci(std),Ci(tuz),Ci(sox1),Ci(sox2),Ci(wue),Ci(cmax),Ci(pmax),Ci(cgn),Ci(pmax2),Ci(lcst),Ci(cap),Ci(mes),Tleaf(std),Tleaf(tuz),Tleaf(sox1),Tleaf(sox2),Tleaf(wue),Tleaf(cmax),Tleaf(pmax),Tleaf(cgn),Tleaf(pmax2),Tleaf(lcst),Tleaf(cap),Tleaf(mes),Pleaf(std),Pleaf(tuz),Pleaf(sox1),Pleaf(sox2),Pleaf(wue),Pleaf(cmax),Pleaf(pmax),Pleaf(cgn),Pleaf(pmax2),Pleaf(lcst),Pleaf(cap),Pleaf(mes),Rublim(std),Rublim(tuz),Rublim(sox1),Rublim(sox2),Rublim(wue),Rublim(cmax),Rublim(pmax),Rublim(cgn),Rublim(pmax2),Rublim(lcst),Rublim(cap),Rublim(mes),PPFD,Tair,precip,VPD,CO2
wet,195.0,7.5,6.2273486990435805,6.167286769817033,6.0357784872281215,6.286494158093102,6.112180180326865,6.3053754801380935,6.296636297810418,6.293123285555445,6.1499879958282735,6.148023660342061,5.493329768550558,5.674318126245885,0.8777768900946282,0.8253087310597259,0.8019664084037287,0.9375829363369194,0.7835227851032727,0.9582669875935416,0.9495170416789432,0.9458978610693528,0.8121111164185977,0.8106129482634523,0.8361333856172709,0.9483649300507104,0.08037287561454635,0.07556828629226219,0.07343081005624963,0.08584946669575186,0.07174191879797277,0.0877435725337232,0.08694231058790425,0.08661089046088134,0.07435976836067189,0.0742225798970877,0.07655951237758413,0.08683680795745538,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,29.223494709485173,28.56628235483008,28.473284467706968,29.90103931586244,27.988426173890357,30.124119777074167,30.020445330316342,29.97897555161305,28.382389071556656,28.36165418220577,30.144942170287422,31.160864244498377,13.829759868263311,13.829763439819365,13.829765028752828,13.829755797210494,13.829766284227304,13.82975438922802,13.829754984844921,13.829755231205889,13.829764338193185,13.829764440174873,13.829762702975128,13.829755063270225,-1.002326530226703,-0.9882231185736908,-2.934493926689384,-1.0869470001447767,-0.8612924136965803,-1.058740176838752,-1.0869470001447767,-1.0446367651857398,-0.4099832408001877,-1.9472551109785248,-0.4240866524532,-0.8048787670845312,True,True,True,True,True,True,True,True,True,True,True,True,565.6834844,13.82956489,0,1.106670393,41.55
wet,195.0,8.0,6.559409459807509,6.511937157966795,6.323647393559301,6.568980262681483,6.442492950424966,6.632078433693413,6.6194285766764915,6.6066712979506566,6.47993728375546,6.576481235770412,5.696209630991043,5.830774193251715,0.987526147633614,0.9476968980053369,0.8958568705969466,0.9959478491915972,0.8962370879576772,1.0565036127157903,1.0440908169670773,1.0320684611258264,0.9236894191937848,1.0037546659512857,0.94714810546809,1.029955664046778,0.08172197109094544,0.07842565228330885,0.07413534155852962,0.08241896476206086,0.07416680844643875,0.0874306885820281,0.08640337476659113,0.08540837690532825,0.07643877447614206,0.08306507046467841,0.07838023368636601,0.08523351717388435,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,28.78053501081789,28.340158027388558,27.979797801958703,28.87093972001127,27.718827478831074,29.481290193592425,29.356881060782822,29.232471927974053,28.050585166308704,28.94218395142048,29.99976874098027,30.66317695503809,15.396245706102052,15.396248660931967,15.396252506810693,15.396245081317605,15.396252478603339,15.396240588840765,15.396241509714255,15.396242401622011,15.396250441985268,15.396244502149885,15.396248701645478,15.396242558365008,-1.1292600956540595,-1.1292600956540595,-3.55504535760652,-1.1574669010255998,-0.9882260687963582,-1.1715703037113698,-1.19977710908291,-1.1433634983398298,-0.4664001694228638,-2.539600364231072,-0.480503572108634,-0.8753988473101973,True,True,True,True,True,True,True,True,True,True,True,True,731.5274747999998,15.39593085,0,1.224473346,41.55
wet,195.0,8.5,6.821817689513756,6.7877521926340325,6.5474927522670905,6.814730420491898,6.775771343903902,6.551433595295234,6.804344958465152,6.862693598665126,6.746757548541659,6.885020791623856,5.839139534654134,5.914777075651058,1.0929392229281123,1.0653482622172457,0.9896386428698029,1.0869942069949223,1.0565027761985502,0.9086782485149516,1.0792048086498969,1.1292717672725434,1.0350654546133202,1.1496313978732309,1.0579524432891558,1.0948906127486184,0.08226678150225754,0.08018979596912644,0.07449059433787149,0.08181925329484377,0.07952392964329245,0.06839620835113593,0.08123288449133208,0.08500182832602173,0.0779101850877243,0.08653447085322774,0.07963305693244277,0.0824136781448442,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,28.357636827115154,28.083551006747683,27.56644208190789,28.30019661854118,27.98834088105925,26.308819980182644,28.216423966370236,28.69332496293601,27.760257795751013,28.879938396376915,29.89607208074437,30.144762778251387,16.88166548319607,16.88166767964336,16.88167370669657,16.881665956463902,16.881668383810357,16.881680151750828,16.8816665765584,16.881662590853196,16.881670090381842,16.881660970073987,16.881668268405985,16.88166532785081,-1.2561935078353237,-1.2844002952197069,-4.7115249624222715,-1.270296901527515,-1.1715731456821736,-1.002332421375874,-1.2420901141431318,-1.2561935078353237,-0.5228170358413585,-3.103738081512427,-0.5369204295335502,-0.9318154529149156,True,True,True,True,True,True,True,True,True,True,True,True,890.7206211000001,16.88122181,0,1.346190073,41.55
wet,195.0,9.0,7.018398411019117,6.987941552078509,6.712555790470325,6.9565956021070825,6.999164787730568,7.016701333251957,6.912358574532607,6.999164787730568,6.957684648662112,7.205678415390293,5.9312142422765675,5.934800766166396,1.191705396129395,1.1680065140196734,1.0809111565886154,1.14455504827756,1.1773080835446572,1.1892547156258848,1.1141131084576137,1.1773080835446572,1.1462021299309029,1.365191853992151,1.1408950105652422,1.1594953231158784,0.08215449834172117,0.08052058472843934,0.07451586731980807,0.07890373494657632,0.08116187847253424,0.08198553654971986,0.07680493903420074,0.08116187847253424,0.07901729199926462,0.0941156604978341,0.07865139597687322,0.07993378418588364,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,27.95893077597135,27.74333817101472,27.21877694352584,27.524593366443497,27.822428121994786,27.94683692435734,27.221118910569434,27.822428121994786,27.532140916477548,29.35680335121674,29.564294157106236,29.750764558272305,18.274654074754373,18.27465607343529,18.27466341875345,18.274658051249983,18.274655288973413,18.2746542814362,18.274660618616828,18.274655288973413,18.274657912340867,18.27463944351262,18.274658359924768,18.274656791239394,-1.3831267660771691,-1.4113335354216048,-5.628245552414729,-1.3408166120605156,-1.3126098427160802,-1.326713227388298,-1.2844030733716445,-1.3126098427160802,-0.5792338397607542,-4.6551120100317,-0.5792338397607542,-0.9882319952550704,True,True,True,True,True,True,True,True,True,True,True,True,1038.807134,18.27407951,0,1.4698312690000002,41.55
wet,195.0,9.5,7.15129583246092,7.120401728711942,6.823531551839892,7.004405265290602,7.16849090035366,7.184621606948385,7.028703477175782,7.16849090035366,7.0795155884664585,7.297634184213682,5.97661188476673,5.9039601257114205,1.2811535964302598,1.2580224765333234,1.1677427779004432,1.1781627131915384,1.2955709401783615,1.3072439239295597,1.1947152545326534,1.2955709401783615,1.2293739986163046,1.4051443905872083,1.2236817787317635,1.191664522916127,0.08148748878869519,0.08001610689041365,0.0742734171209885,0.07493622524859171,0.08240458567630453,0.0831471133166593,0.075989128088589,0.08240458567630453,0.07819376979654286,0.08937468744547128,0.07783168710507839,0.07579507166161084,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,27.58822884923682,27.39293471315416,26.934293395500504,26.680522160579656,27.697990649807235,27.80166454407761,26.82712993793725,27.697990649807235,27.138151620744672,28.548116582851197,29.336196533013588,29.17015994800732,19.564553665747546,19.5645557104676,19.564563690916078,19.564562769825763,19.56455239129857,19.564551359442607,19.564561306631862,19.56455239129857,19.564558242905182,19.564542705341605,19.564558746079964,19.564561576307185,-1.4959564940583852,-1.5382666209357543,-5.628245552414729,-1.383129489052069,-1.4536463671810165,-1.467749742806806,-1.383129489052069,-1.4536463671810165,-0.6215472052594321,-5.585935425537358,-0.6215472052594321,-1.01644172278154,True,True,True,True,True,True,True,True,True,True,True,True,1172.204333,19.56385254,0,1.593071424,41.55
wet,195.0,10.0,7.224401063620106,7.183414055236264,6.8863626392357675,7.0200740544784646,7.21595295600538,7.294177901826721,7.010609689747379,7.183313623982691,7.157669142290915,7.2836404035811615,5.984133390573829,5.835626805357458,1.358929083012324,1.3294032177176998,1.248403383484645,1.2230742442867346,1.3536383549057829,1.410940236766921,1.2175123984258558,1.3305005437556063,1.3123723138892145,1.4051427920552724,1.3062957970689062,1.2397428016417182,0.08036764619632547,0.07862131796336874,0.07383056064455636,0.0723324725745678,0.0800547218867812,0.08344389983083808,0.07200351874601084,0.07868621996865066,0.07761401619048237,0.08310100289393016,0.07725461796235279,0.0733183313405231,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,27.24898422177547,27.0142911921412,26.711241224013364,26.110805183955502,27.200333134178834,27.656497884799208,26.05992125764973,27.01372028165355,26.868576951911784,27.594293600626468,29.232513711171574,28.9005835678257,20.741495378759662,20.741498089979086,20.741505527807647,20.741507853661727,20.741495864581992,20.741490602823397,20.741508364379516,20.741497989216867,20.741499653845782,20.74149113517511,20.741500211823343,20.741506323067586,-1.594682718300274,-1.6228894514059693,-5.628245552414729,-1.4395456862189486,-1.5241658855360352,-1.594682718300274,-1.4113389531132532,-1.4959591524303395,-0.6638605258123228,-5.585935452756185,-0.6638605258123228,-1.0587547892920597,True,True,True,True,True,True,True,True,True,True,True,True,1287.962126,20.74067777,0,1.7133095580000002,41.55
wet,195.0,10.5,7.244659469711076,7.197259675439818,6.908592180965291,7.0009044209168625,7.2732047297164915,6.92722502710128,7.011767425432563,7.1750474657969345,7.202831489787156,7.218603103931093,5.960460055984122,5.739753284965997,1.4234496968126094,1.3903342476741327,1.3213622683039576,1.2671030485652288,1.4449344362411367,1.224935465869325,1.2740292362887873,1.3766523036272686,1.3951795618238556,1.4061023503299674,1.3337917740965146,1.3035000781844446,0.07891150531386226,0.07707552808375913,0.0732516279850116,0.0702434469837399,0.08010266035745105,0.06790565179125324,0.0706274400759382,0.07631697989278635,0.07734416012958205,0.07794973778228327,0.07394073424071929,0.0722613295269599,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.94426585755713,26.694211102139818,26.545694042809192,25.695060168198143,27.096641868007897,25.33418828958237,25.748883249205605,26.578273168463003,26.723416404334532,26.80635539626164,28.734865703626838,28.92129968993021,21.79647489579268,21.796478030766057,21.7964845602055,21.79648969681739,21.796472861875337,21.79649368873816,21.796489041129032,21.79647932600836,21.79647757206985,21.796476538031303,21.796483383529026,21.796486251183328,-1.679305465481469,-1.707512180388135,-5.628245552414729,-1.4959618185881391,-1.6369953931214696,-1.3690316015081414,-1.481858461134806,-1.5523752484014712,-0.7061738012014872,-5.628245552414729,-0.677967086294821,-1.115171167348146,True,True,True,True,True,True,True,True,True,True,True,True,1383.661274,21.79555583,0,1.827754527,41.55
wet,195.0,11.0,7.222306546046309,7.151035240388142,6.8991949539593005,6.962624567506479,7.317917638410427,6.626135714192965,6.915268320512569,7.1433037808547954,7.185650700084352,7.117663059604727,5.916090133086836,5.6347439169772695,1.4741913789910226,1.4259837030135103,1.385360884640081,1.3110847202488205,1.5450824240835417,1.1413133280540415,1.285247165726096,1.4223023751220842,1.450269038684014,1.4054659480529663,1.4161482156719956,1.2875980688052662,0.07725294533097772,0.07472647029180064,0.07259751491666917,0.06870488681575615,0.08096824087123303,0.059807724439260364,0.067350813423528,0.07453353931500481,0.07599921796274306,0.07365117719900925,0.07421101241193047,0.06747401745343681,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.6767460062652,26.325654626950822,26.431104890208765,25.428642288934498,27.15883362256345,23.924214430548247,25.209768211963514,26.28797460930567,26.495321993412734,26.16356617884159,28.880010995427273,28.27850949633472,22.7214213246508,22.72142599972279,22.72142993923235,22.721437142367712,22.721414449796697,22.72145360641548,22.721439648035634,22.721426356729694,22.721423644585556,22.72142798948852,22.721426953546228,22.72143942005034,-1.7357214141113395,-1.7639281107657119,-5.628245552414729,-1.5523778858579191,-1.7639281107657119,-1.2703109193141957,-1.4959644925491744,-1.608791279166664,-0.7343836828811202,-5.600038855760356,-0.720280334553934,-1.1010707393879609,True,True,True,True,True,True,True,True,True,True,True,True,1457.372879,22.7204199,0,1.933531816,41.55
wet,195.0,11.5,7.170260974963562,7.091103138360316,6.8681074997288825,6.878943738111049,7.304996474203699,6.809741462200005,6.87132487245324,6.9736781686234295,7.118369104806643,7.001185659045532,5.857370145856235,5.5247141917060825,1.5117564153442251,1.4592696862854089,1.439480959857124,1.332889334927757,1.6102296863471532,1.2955665303496202,1.3298291658825971,1.3881105829838138,1.4777766936025976,1.4044668465822747,1.4709343251372615,1.3352200472690572,0.07553792624425038,0.07291509839181745,0.07192623488356976,0.06659977248200727,0.08045880311855969,0.06473474896362719,0.06644686140323157,0.06935921410508188,0.07383991501387266,0.0701765486645423,0.07349799369193813,0.06671624571470347,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.448698197448557,26.07823582711418,26.358771440135893,25.118951532225136,27.096621382048202,24.81580083496955,25.08535235416579,25.54151646357615,26.20502789545173,25.665924857052268,28.880012186543585,28.382174780985107,23.50925888413341,23.509264070276963,23.50926602557457,23.509276557750567,23.509249154121107,23.509280245567002,23.50927686012178,23.50927110141285,23.509262241624302,23.509269485272302,23.509262917709584,23.509276327456003,-1.7921372969921645,-1.806240636166512,-5.628245552414729,-1.5805872093769495,-1.8485506536895548,-1.4536571568078205,-1.552380531028254,-1.5664838702026018,-0.7484901980904377,-5.557728856542988,-0.7484901980904377,-1.143383694972172,True,True,True,True,True,True,True,True,True,True,True,True,1507.645313,23.50819737,0,2.027806452,41.55
wet,195.0,12.0,7.102870210151117,7.022877545684639,6.8255399178177605,6.800950720164628,7.247312697455793,6.239154432582231,6.773418683390912,6.9369305338245475,7.094898845911692,6.889413399193822,5.795266733180067,5.424156882680575,1.5377024250674425,1.4853376750376923,1.4831671044712342,1.3545004504401443,1.6422921615759598,1.0929843203641856,1.3408988813192744,1.4336317461678418,1.5327165569406265,1.4054627176784944,1.4982894332236398,1.3352189747082497,0.07391407750342549,0.07139680388472948,0.07129246061358288,0.06510725489307882,0.0789419510056536,0.052536102741191824,0.06445343217781672,0.06891121562700504,0.0736743967282664,0.06755709065231058,0.07201941828672494,0.06418039356778113,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.262002844577736,25.901264185864253,26.31872320409192,24.93285122636188,26.930739153233105,22.659385006526737,24.815796808725143,25.520777590222057,26.225758371724005,25.313430301545893,28.7556032255805,28.11261869847689,24.153961048767453,24.153966296378712,24.153966513897377,24.153979407925924,24.15395056755102,24.154005615154773,24.15398077097544,24.15397147796774,24.153961548414603,24.15397430086121,24.153964998448483,24.15398134017403,-1.820346453830084,-1.8485531138196,-5.628245552414729,-1.6087965039087146,-1.8908631038038732,-1.2139032640554923,-1.5664865139244408,-1.6228998339034726,-0.7767000342179963,-5.6000388924252125,-0.7625967042232383,-1.1433866140817026,True,True,True,True,True,True,True,True,True,True,True,True,1533.50269,24.15286399,0,2.107914759,41.55
wet,195.0,12.5,7.034302999013852,6.9422624577336105,6.781148473113885,6.698537857742653,7.1868659503400325,6.334373610454029,6.651055829155551,6.858958230142658,7.081699604785645,6.7905828089490985,5.739057946078365,5.338842273775453,1.5541703660551591,1.494692511230575,1.5161873206599736,1.353740088138672,1.6634721021491892,1.1773012612437082,1.3298268373835251,1.4449293074409482,1.587549783970064,1.40578145216581,1.5529225124195187,1.335217899013637,0.07251813807344011,0.06974265105922524,0.0707456871340547,0.06316529048370546,0.07761866490546615,0.05493214783195015,0.062049420105160874,0.06742050450451632,0.07407577031480701,0.0655937207893108,0.07245990786438744,0.06230098439682631,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.118157573052148,25.714021915598888,26.3008377941487,24.67989509137053,26.806329088303308,23.219221221536284,24.48403960229676,25.354898159545627,26.329430354567176,25.06461197379566,28.962958400447558,27.92600437609159,24.65059653071887,24.65060255202071,24.65060037597156,24.650616821484316,24.650585465445136,24.650634683450516,24.650619242366858,24.650607589849855,24.650593151519146,24.65061155302327,24.650596657046613,24.65061869659719,-1.848555581134944,-1.8626589019233009,-5.628245552414729,-1.6087991277328677,-1.9190721850767307,-1.3126293911773623,-1.5523858445794383,-1.6370057693095823,-0.8049098427964957,-5.61414223162637,-0.7908065220081383,-1.1433895417170734,True,True,True,True,True,True,True,True,True,True,True,True,1534.447024,24.64948987,0,2.171496221,41.55
wet,195.0,13.0,6.9769201165268715,6.883957140842974,6.743174705279778,6.6230097458799975,7.1034681975817575,6.255259576542509,6.6379919287634515,6.822532971637334,7.052339943295392,6.713578058827813,5.6937929479437495,5.275810562272965,1.5634015010051168,1.5036595650395492,1.5385381278635917,1.353981421470457,1.6528994556565364,1.1773002751979096,1.362946061627115,1.4674252368174232,1.6149240495637398,1.4044619818463626,1.5529213503383652,1.3510369407494136,0.07146401679941798,0.06873295397017501,0.07032740202449136,0.06189059499238496,0.07555538961182848,0.05381396915137565,0.062300399784968666,0.06707653437758683,0.07381935020117658,0.06419824156428841,0.07098492246901515,0.06175599269077053,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.01828949661569,25.61635684963907,26.296047806821466,24.52657267220229,26.578247151247783,23.074078186030178,24.58771330118193,25.35489822256097,26.350165147594108,24.89873421525445,28.79707921831329,27.96747390075182,24.995367029922534,24.99537311861747,24.99536956391297,24.995388373304834,24.995357908595363,24.995406380046397,24.995387459659195,24.995376811496982,24.9953617789196,24.9953832284978,24.995368098023853,24.99538867339629,-1.8626613672066783,-1.876764678761765,-5.628245552414729,-1.6088017592151245,-1.9049713018719372,-1.3126322165583115,-1.594698447660038,-1.6652150054354695,-0.8190163121302904,-5.557728994639295,-0.7908096890201176,-1.157495789452362,True,True,True,True,True,True,True,True,True,True,True,True,1510.460177,24.99427725,0,2.216616054,41.55
wet,195.0,13.5,6.939885371537367,6.859246954140476,6.7176639587156926,6.578969908282107,7.047038294966624,6.4155009951335344,6.550914903740442,6.797589321613104,7.047038294759692,6.673134331964484,5.665806255979542,5.238608116480017,1.5672514427968007,1.5153241308730439,1.5503204947577771,1.3543773697528032,1.6422875484690105,1.2721298379660906,1.3408953342590282,1.4786216411241735,1.6422695194279413,1.4060926282785582,1.552920184866433,1.3510358426216702,0.07083324520612146,0.06848615516254003,0.070067972824351,0.061211520559903164,0.07422486522450124,0.05749406213006757,0.06060215162861311,0.06682722778325416,0.0742240503114411,0.06354898541327188,0.07018547783682849,0.06106048819656432,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.96316702102601,25.61634170375104,26.29749524944064,24.452169915420075,26.433105166490932,23.799794649862534,24.338897590275423,25.354899285667983,26.433105166490932,24.836531073733216,28.714140306192736,27.90527088841622,25.185636177845407,25.18564148906093,25.18563790957213,25.185657950974782,25.18562850302238,25.185666363394986,25.185659329940762,25.185645243055234,25.185628504866422,25.18565266144845,25.18563764367132,25.185658292751974,-1.86266383968046,-1.89087044427023,-5.628245552414729,-1.6088043983725322,-1.89087044427023,-1.425461468539028,-1.5664944914878771,-1.6793209098469564,-0.8331227721538624,-5.628245552414729,-0.7908128652692077,-1.1574987249362152,True,True,True,True,True,True,True,True,True,True,True,True,1462.0039359999996,25.18458946,0,2.241869277,41.55
wet,195.0,14.0,6.9281442398825375,6.849994048905947,6.7078490213356305,6.548132407245602,7.079067178700838,5.9604812141392,6.583271959535008,6.749060131772706,6.957374716860302,6.659264058204968,5.6572970121625445,5.230682978854297,1.5667924667675468,1.5163688084578375,1.5516226375921691,1.3437254300138766,1.6739988755532849,1.0808407577663337,1.3629436342170855,1.4561908517980835,1.5875461986262132,1.4047973694324944,1.5801955778634356,1.3825909242096752,0.07066825009319537,0.06839376744016934,0.0699839764264231,0.06060637472984565,0.07550409905107995,0.04874872062050342,0.06147322473491555,0.06567930933218083,0.07160440169768167,0.0633611080290784,0.07127283241961227,0.06235944781750225,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.953209243040767,25.61634248480156,26.301501573625032,24.36239316786329,26.619719538921593,22.09954842130476,24.504777089399166,25.189023176010398,26.080616561593327,24.81579803785891,28.92149408914464,28.21629374105625,25.21994976735117,25.21995492805632,25.219951319936172,25.219972597571047,25.219938795107485,25.21999950300251,25.21997063064741,25.21996108708368,25.21994764327103,25.21996634704732,25.21994839558429,25.219968619808174,-1.86266631936064,-1.8908729053760265,-5.628245552414729,-1.594703752214469,-1.9331827843991058,-1.1998115479990592,-1.594703752214469,-1.6511169242452417,-0.8049193437836489,-5.571832380383955,-0.8049193437836489,-1.1857082549913658,True,True,True,True,True,True,True,True,True,True,True,True,1390.018176,25.21897116,0,2.246458164,41.55
wet,195.0,14.5,6.941767005254703,6.856296317464678,6.7137347555781375,6.590502688305932,7.055660753883121,6.247476090135902,6.6069789434456485,6.7904636921461785,7.055660753693839,6.682152823741237,5.669811286590438,5.253309058629248,1.5620590510483665,1.5067912223828417,1.5424434987248965,1.3534319279951421,1.6422844506004088,1.1892437903175332,1.3629424152039828,1.4674212574518253,1.6422670207114087,1.404795728620458,1.525614099682281,1.351033636753445,0.07096776275257859,0.06845661960691818,0.07007651084425734,0.06148868160593364,0.07461290229668048,0.054028859206269896,0.06192079086908293,0.06666781921238348,0.07461211034484624,0.06382240259693729,0.0693118521790214,0.061379715263994,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.9884915598192,25.616324669546128,26.30827367896532,24.499401615073694,26.495313760821443,23.136287186397535,24.566983690319553,25.334168772132386,26.495313760821443,24.878004669432894,28.54825991968157,27.946744996694488,25.098046849866737,25.098052493536635,25.09804885290729,25.09806815380869,25.09803865765649,25.098084919867212,25.09806718264605,25.09805651379745,25.098038659436344,25.09806290879831,25.09805057144003,25.098068398710012,-1.8626688062632373,-1.8767720899566889,-5.628245552414729,-1.6088096997811143,-1.8908753736501398,-1.326744025912089,-1.5947064160876634,-1.6652228345549196,-0.8331290966412942,-5.571832417640923,-0.7767159618674891,-1.1575046215906737,True,True,True,True,True,True,True,True,True,True,True,True,1295.918616,25.09715944,0,2.23023689,41.55
wet,195.0,15.0,6.975564467821815,6.89586011744417,6.731860484759156,6.6458680760543025,7.087499330137633,6.079654511103097,6.598415380466684,6.823290230132519,6.9457950288986865,6.736530564713683,5.700183450751308,5.301092046875038,1.5519524020551765,1.4998482055241116,1.5226784937268352,1.353621900372751,1.6316335918260496,1.0929789174612041,1.329820956430962,1.456188214755794,1.5327096660689918,1.4051265475070025,1.525612948187984,1.3352124732885235,0.07168301819918863,0.06927618329159038,0.0703307748026852,0.06252166484844188,0.07536373636520131,0.0504822541242278,0.061422256546719116,0.06725941981692171,0.07079414218992236,0.06490076676453528,0.07046632531568794,0.06167130013430944,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.06874674266001,25.713958483719487,26.322372316730927,24.64023987815185,26.57825669221621,22.389840206787863,24.442578979344137,25.396376792858266,25.935479904845504,25.023151561482887,28.693406478899373,27.884545001977767,24.820861710452995,24.82086700298017,24.820864683974623,24.820881856038948,24.820853616769753,24.82090833106711,24.820884273639663,24.82087143778011,24.82086366504993,24.8208766244115,24.820864385904965,24.820883725991845,-1.8485680260521968,-1.862671300404296,-5.628245552414729,-1.6088123620665138,-1.8767745747563949,-1.213920680207742,-1.5523992646581182,-1.6511221851228108,-0.7767191752926731,-5.5859357293584315,-0.7767191752926731,-1.143404308447247,True,True,True,True,True,True,True,True,True,True,True,True,1181.597857,24.82008579,0,2.193719741,41.55
wet,195.0,15.5,7.018793764201536,6.975071160909156,6.755129863181843,6.665760844446339,7.165389717108588,6.170484846441113,6.6587765130895615,6.8624467890934016,6.9312882468028345,6.811237284854637,5.740083862635503,5.372398141642789,1.534277486578894,1.5048791091130709,1.4921716827623246,1.32144109761924,1.6422813346672454,1.0929780077740645,1.3187186991528987,1.4336227476526502,1.4777678888731247,1.404108844580723,1.49828158694456,1.3352113786439463,0.07271261139388005,0.07131924357782353,0.07071696272417867,0.06262510442583058,0.07783160992176909,0.05179722824810984,0.06249607629730899,0.06794199036529462,0.07003428206514603,0.06654316281614568,0.07100654751583761,0.06327774780001562,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.19336133545132,25.990887567863282,26.353177463445462,24.61763858844182,26.889284314288766,22.59719309661305,24.587728154071282,25.479321981898323,25.790343084630393,25.251239839895806,28.69340676384201,28.050429764347328,24.390516842186766,24.390519802820396,24.390521082552038,24.39053827638234,24.39050596540195,24.39056128430206,24.390538550547962,24.390526978862034,24.390522533120414,24.390529951129952,24.390520467239586,24.39053688961339,-1.8203640068491551,-1.87677706678346,-5.628245552414729,-1.5665052371447834,-1.890880331767036,-1.2139236125553785,-1.538298707177631,-1.622918297079088,-0.7485158680973639,-5.543625962513271,-0.7626191330809402,-1.1434072876374974,True,True,True,True,True,True,True,True,True,True,True,True,1049.437167,24.38986906,0,2.138052225,41.55
